match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_interceptionWon,stat_errorLeadToAShot,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12499437,home,VfL Bochum 1848,Timo Horn,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,False,44.0,30.0,32.0,18.0,0.0,15.0,15.0,15.0,29.0,1.0,1.0,11.0,1.0,2.0,4.0,90.0,53.0,7.3,14.0,0.0103907,0,-0.6879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,False,32.0,28.0,2.0,1.0,1.0,17.0,18.0,11.0,15.0,,4.0,4.0,1.0,,,90.0,58.0,7.0,10.0,0.158559,0,,1.0,4.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,44.0,34.0,9.0,5.0,0.0,24.0,25.0,10.0,19.0,5.0,6.0,2.0,1.0,,,86.0,58.0,7.1,12.0,0.153905,3,,,,,,,,7.0,,,,1.0,1.0,2.0,1.0,0.1635,,,,,,,,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Jakov Medić,jakov-medic,J. Medić,D,5,194,859,M,872307,EUR,905126400,D,13,13,False,60.0,52.0,8.0,5.0,0.0,33.0,35.0,20.0,26.0,1.0,3.0,4.0,,,,90.0,73.0,6.4,10.0,0.126854,1,,1.0,1.0,5.0,1.0,,,4.0,,2.0,2.0,,1.0,1.0,,0.0412,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,49.0,42.0,7.0,3.0,0.0,21.0,23.0,22.0,28.0,,6.0,4.0,1.0,,,90.0,85.0,7.4,15.0,0.523355,1,,2.0,,2.0,,3.0,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,,0.0288,,,1.0,,3.0,,1.0,1.0,,,,,,,,,,
12499437,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,14.0,11.0,2.0,2.0,0.0,4.0,4.0,7.0,15.0,2.0,7.0,2.0,,,,63.0,34.0,7.0,11.0,0.0142471,2,,5.0,1.0,2.0,,1.0,,1.0,,5.0,1.0,1.0,1.0,,2.0,0.0571,,,,,1.0,,,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,27.0,19.0,5.0,4.0,0.0,5.0,5.0,19.0,33.0,1.0,5.0,2.0,3.0,,,86.0,60.0,7.2,24.0,0.131226,2,,11.0,2.0,7.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,4.0,,,0.3963,,,5.0,,,,,3.0,1.0,2.0,0.8564,,,,,,,
12499437,home,VfL Bochum 1848,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1219,M,829093,EUR,877910400,M,6,6,False,43.0,34.0,6.0,1.0,0.0,9.0,10.0,25.0,34.0,3.0,5.0,7.0,,,,90.0,58.0,6.8,17.0,0.0685868,1,,1.0,,6.0,2.0,4.0,2.0,,2.0,,,2.0,2.0,,,0.0847,,,,1.0,,,,1.0,,1.0,0.7542,,,,,,,
12499437,home,VfL Bochum 1848,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,17,17,False,14.0,9.0,,,0.0,5.0,5.0,4.0,9.0,,1.0,1.0,,,,41.0,21.0,6.2,6.0,0.00357807,0,,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
12499437,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,23.0,15.0,1.0,1.0,0.0,5.0,5.0,10.0,18.0,8.0,9.0,,2.0,,,90.0,31.0,6.9,11.0,0.0162146,1,,,11.0,12.0,1.0,,,,,,,2.0,,,,0.098,,,,,,,,,,1.0,0.6249,True,2.0,,,,,
12499437,home,VfL Bochum 1848,Giorgos Masouras,giorgos-masouras,G. Masouras,M,9,184,1892,M,592560,EUR,757382400,F,11,11,False,17.0,14.0,,,0.0,5.0,7.0,9.0,11.0,,,3.0,,,,63.0,25.0,6.6,7.0,0.00365042,1,,1.0,1.0,2.0,1.0,,,,,,,2.0,,,,0.032,,,,,1.0,,,1.0,,1.0,0.7981,,3.0,,,,,
12499437,home,VfL Bochum 1848,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,True,27.0,20.0,1.0,,0.0,10.0,11.0,10.0,17.0,3.0,4.0,3.0,,,,49.0,33.0,6.5,10.0,0.00719501,1,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,0.133,,,,1.0,,,,,1.0,1.0,0.3563,,1.0,,,,,
12499437,home,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,21,21,True,10.0,7.0,2.0,2.0,0.0,2.0,2.0,6.0,13.0,,,1.0,,,,27.0,20.0,7.2,9.0,0.135782,2,,5.0,,2.0,1.0,,,1.0,,,,1.0,,1.0,,0.0307,,,1.0,1.0,,,,,,1.0,0.2049,,1.0,1.0,,,,
12499437,home,VfL Bochum 1848,Myron Boadu,myron-boadu,M. Boadu,F,21,183,1727,M,856744,EUR,979430400,F,9,9,True,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,,,,27.0,11.0,6.7,6.0,0.733566,1,,,,2.0,,2.0,,,,,,1.0,1.0,1.0,,0.102,,,,,,,1.0,,,,,,,,,,,
12499437,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,8.0,6.0,3.0,1.0,0.0,2.0,2.0,4.0,6.0,,,2.0,,,,12.0,10.0,6.3,2.0,0.00165677,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
