match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,description,reason,playerName,rescinded
11175972,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11175972,,,,,90,7.0,,1,,,substitution,121714016.0,True,True,injury,,,,,,,
11175972,,3.0,2.0,,90,5.0,,1,,,goal,168700461.0,,True,regular,798175.0,Isac Lidberg,,,,,
11175972,,,,,90,2.0,,1,,,substitution,121714002.0,False,True,regular,,,,,,,
11175972,,,,,90,0.0,,1,,,injuryTime,,,,,,,6.0,,,,
11175972,,,,,82,,,9,,,substitution,121713986.0,False,False,regular,,,,,,,
11175972,,,,,82,,,9,,,substitution,121713985.0,False,False,regular,,,,,,,
11175972,,,,,73,,,18,,,substitution,121713965.0,False,False,regular,,,,,,,
11175972,,,,,56,,,35,,,substitution,121713962.0,False,True,regular,,,,,,,
11175972,,2.0,2.0,,55,,,36,,,goal,168699980.0,,False,regular,36781.0,Michiel Kramer,,,,,
11175972,,,,,50,,,41,,,substitution,121713964.0,False,False,regular,,,,,,,
11175972,,,,,50,,,41,,,substitution,121713963.0,False,False,regular,,,,,,,
11175972,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11175972,,,,,45,,,1,,,inGamePenalty,118420410.0,,True,missed,978823.0,Willum Thor Willumsson,,Off target,offTarget,,
11175972,,,,,45,0.0,,1,,,injuryTime,,,,,,,2.0,,,,
11175972,,,,,40,,,6,,,card,120722627.0,,False,yellow,867246.0,Thierry Lutonda,,,Foul,Thierry Lutonda,False
11175972,,2.0,1.0,,23,,,23,,,goal,168698776.0,,True,regular,794013.0,Mats Deijl,,,,,
11175972,,1.0,1.0,,15,,,31,,,goal,168698612.0,,True,regular,932555.0,Evert Linthorst,,,,,
11175972,,0.0,1.0,,8,,,38,,,goal,168698542.0,,False,regular,36781.0,Michiel Kramer,,,,,
