match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_accurateCross,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
14572633,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3967,M,,1406639,EUR,1140825600,M,8,8,True,,15.0,13.0,,,0.0,3.0,4.0,10.0,11.0,1.0,4.0,,,,,45.0,27.0,6.5,6.0,0.0277993,,2,,-0.29,0.31,-0.01,,,,2.0,,1.0,3.0,2.0,2.0,,2.0,,,,,,,0.2433,-0.28,1.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,
14572633,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5002,M,pepe,882664,EUR,856742400,F,11,11,True,,12.0,7.0,,,1.0,,,7.0,12.0,,1.0,,,,,29.0,20.0,7.1,9.0,0.330954,,0,,0.34,0.31,0.0,,,,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,1.0,,,2.0,1.0,2.0,,,,,,,,,,
14572633,home,FC Porto,Borja Sainz,borja-sainz,B. Sainz,F,17,174,2627,M,,992567,EUR,980985600,F,17,17,True,,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,,3.0,,,,,29.0,13.0,6.5,4.0,0.0110272,,1,,-0.03,-0.11,-0.03,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,0.1306,-0.3,,,,,,,,,,,,,,1.0,,,
14572633,home,FC Porto,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5191,M,,1010505,EUR,1022457600,M,10,10,True,,10.0,5.0,,,0.0,2.0,2.0,3.0,8.0,,1.0,,,,,17.0,15.0,7.0,6.0,0.00445503,,0,,-0.04,0.14,0.15,,,,,,1.0,,5.0,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
14572633,home,FC Porto,João Costa,joao-costa,J. Costa,G,24,185,457,M,,788365,EUR,823219200,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1033,M,,116372,EUR,690249600,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1196,M,,985138,EUR,934761600,D,74,74,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15126,M,j_kiwior,976037,EUR,950572800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Gabriel Brás,gabriel-bras,G. Brás,D,73,183,658,M,,1142587,EUR,1080172800,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5673,M,alan_varela01,1066560,EUR,994204800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alan Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14712,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Samuel,Aghehowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Matheus,matheus,Matheus,G,1,190,1509,M,,603946,EUR,711504000,G,1,1,False,,31.0,26.0,13.0,8.0,0.0,21.0,22.0,5.0,9.0,,12.0,1.0,2.0,3.0,3.0,90.0,45.0,7.0,6.0,0.00086235,0.03,0,-0.1924,0.07,0.01,-0.04,-0.51,,,,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,
14572633,away,FK Crvena zvezda,Young-woo Seol,young-woo-seol,Y. W. Seol,D,66,181,2047,M,,1019333,EUR,912816000,D,66,66,False,,45.0,36.0,3.0,,0.0,24.0,29.0,12.0,16.0,7.0,4.0,,,,,90.0,71.0,6.5,11.0,0.00483988,,0,,-0.05,0.1,-0.18,,,,1.0,1.0,,2.0,6.0,,1.0,,,1.0,3.0,3.0,2.0,,,,,2.0,,,,,,1.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Franklin Tebo,franklin-tebo,F. Tebo,D,30,192,654,M,,1133882,EUR,947894400,D,30,30,False,,58.0,55.0,4.0,3.0,0.0,40.0,41.0,15.0,17.0,5.0,1.0,,,,,90.0,66.0,6.5,3.0,0.0108192,,0,,0.25,0.06,0.13,,Franklin Tebo,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0
14572633,away,FK Crvena zvezda,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1256,M,,227224,EUR,812073600,D,13,13,False,,41.0,36.0,4.0,2.0,1.0,23.0,25.0,13.0,16.0,6.0,,,,,,90.0,50.0,6.5,5.0,0.00428143,,0,,0.11,0.03,-0.28,,,,,2.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Nair Tiknizyan,nair-tiknizyan,N. Tiknizyan,D,23,180,1430,M,,904400,EUR,926467200,D,23,23,False,,26.0,21.0,1.0,,0.0,10.0,12.0,11.0,14.0,4.0,4.0,,,,,82.0,48.0,6.8,10.0,0.158366,,0,,0.15,0.07,-0.19,,,,1.0,,1.0,4.0,8.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,6.0,,2.0,1.0,1.0,1.0,4.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Timi Max Elšnik,timi-max-elsnik,T. M. Elšnik,M,21,182,1608,M,,827371,EUR,893808000,M,21,21,False,,37.0,32.0,1.0,,0.0,18.0,19.0,14.0,18.0,3.0,4.0,,,,,89.0,53.0,6.3,10.0,0.0233562,,1,,-0.1,0.21,-0.21,,,,1.0,,,7.0,4.0,2.0,,,1.0,,2.0,2.0,1.0,3.0,0.0566,0.01,,3.0,,2.0,1.0,,,1.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Tomás Händel,tomas-handel,T. Händel,M,20,180,931,M,,1131048,EUR,975283200,M,20,20,False,,64.0,56.0,4.0,2.0,0.0,25.0,28.0,31.0,36.0,1.0,12.0,,,,,90.0,79.0,6.9,11.0,0.0285503,,1,,0.16,0.22,0.2,,Tomás Händel,,1.0,1.0,1.0,4.0,4.0,,1.0,,,3.0,1.0,1.0,,1.0,0.0193,0.01,2.0,2.0,,,1.0,,,2.0,,1.0,,0.0099,,,,,
14572633,away,FK Crvena zvezda,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4618,M,n.radonjic7,802665,EUR,824342400,M,49,49,False,,21.0,14.0,3.0,2.0,0.0,7.0,9.0,7.0,12.0,,,,,,,70.0,44.0,6.5,17.0,0.113279,,0,,0.04,0.07,-0.09,,,,3.0,1.0,,8.0,6.0,,,,,,1.0,1.0,1.0,1.0,,,2.0,8.0,,2.0,1.0,1.0,1.0,4.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Vasilije Kostov,vasilije-kostov,V. Kostov,M,22,176,2167,M,,1825955,EUR,1210464000,M,22,22,False,,23.0,22.0,,,0.0,10.0,11.0,12.0,12.0,,1.0,,,,,81.0,36.0,7.7,6.0,0.03262,,1,,-0.09,0.26,0.18,,,,3.0,,,1.0,2.0,,1.0,,,1.0,,,1.0,,0.1335,0.54,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,0.5098,,,,,
14572633,away,FK Crvena zvezda,Mirko Ivanić,mirko-ivanic,M. Ivanić,M,4,182,1265,M,,278763,EUR,747878400,M,4,4,False,True,27.0,20.0,3.0,1.0,0.0,3.0,4.0,17.0,23.0,1.0,3.0,,,,,90.0,38.0,6.2,11.0,0.0431012,,2,,-0.28,0.48,-0.18,,,,2.0,2.0,,3.0,,1.0,,1.0,1.0,1.0,,,,,0.1391,-0.51,,,,3.0,,,1.0,,1.0,,,,,,,,
14572633,away,FK Crvena zvezda,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8617,M,m.arnautovic7,21927,EUR,608947200,F,89,89,False,,27.0,23.0,,,0.0,7.0,9.0,16.0,18.0,1.0,3.0,,,,,81.0,41.0,5.9,10.0,0.0369732,,1,,-0.32,0.02,-0.02,,,,,4.0,1.0,8.0,1.0,,,1.0,,1.0,,,,1.0,0.0983,-0.38,2.0,1.0,,3.0,,,,,1.0,,,,,1.0,,,
14572633,away,FK Crvena zvezda,Milson,milson,Milson,M,77,170,4189,M,,939721,EUR,939686400,M,7,7,True,,8.0,5.0,2.0,1.0,0.0,1.0,2.0,4.0,6.0,,3.0,,,,,20.0,20.0,6.8,8.0,0.0572859,,1,,0.08,0.3,-0.09,,,,,,,1.0,4.0,,,1.0,,,1.0,,1.0,,0.0359,-0.42,,3.0,,4.0,2.0,1.0,,2.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Peter Olayinka,peter-olayinka,P. Olayinka,M,99,188,1182,M,,289181,EUR,816480000,F,14,14,True,,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,,,,,,9.0,9.0,6.7,4.0,0.00310748,,0,,0.01,0.04,0.19,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,
14572633,away,FK Crvena zvezda,Bruno Duarte,bruno-duarte,B. Duarte,F,17,182,1525,M,,878830,EUR,827625600,F,17,17,True,,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,9.0,9.0,6.5,3.0,0.00625378,,2,,-0.12,0.2,0.13,,,,,1.0,1.0,2.0,2.0,,,2.0,,,,,1.0,,0.043,-0.53,1.0,,,1.0,,,,,1.0,,,,,,,,
14572633,away,FK Crvena zvezda,Nikola Stanković,nikola-stankovic,N. Stanković,D,24,181,570,M,,1100641,EUR,1051142400,M,24,24,True,,6.0,5.0,2.0,1.0,0.0,,,5.0,6.0,1.0,2.0,,,,,8.0,8.0,6.5,1.0,0.0138124,,0,,0.09,0.14,-0.04,,Nikola,Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Mahmudu Bajo,bajo,M. Bajo,M,6,185,1185,M,,1516318,EUR,1092528000,M,6,6,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,1.0,2.0,,,0.00017478,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Omri Glazer,omri-glazer,O. Glazer,G,18,190,1076,M,,797083,EUR,826502400,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Ivan Guteša,ivan-gutesa,I. Guteša,G,77,188,874,M,,1019641,EUR,1017878400,G,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Rodrigão,rodrigao-prado,R. Prado,D,5,191,845,M,,867608,EUR,810777600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Adem Avdić,adem-avdic,A. Avdić,D,71,173,857,M,,1493918,EUR,1190592000,D,71,71,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Stefan Leković,stefan-lekovic,S. Leković,D,4,194,876,M,,1146225,EUR,1073606400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Stefan Lekovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Luka Zarić,luka-zaric,L. Zarić,M,40,181,432,M,,1974511,EUR,1225411200,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572633,away,FK Crvena zvezda,Vladimir Lučić,vladimir-lucic,V. Lučić,M,37,185,748,M,,1029788,EUR,1025222400,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
