match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_fouls,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
14109628,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,31.0,28.0,7.0,4.0,0.0,24.0,25.0,4.0,6.0,1.0,1.0,8.0,2.0,3.0,1.0,90.0,36.0,6.4,3.0,0.00185374,0.2225,0.0,-0.0134,0.08,0.02,-0.35,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109628,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,132,M,929098,EUR,919814400,D,14,14,False,67.0,63.0,5.0,4.0,0.0,18.0,18.0,45.0,49.0,2.0,,5.0,,,,90.0,91.0,7.2,11.0,0.176003,,1.0,,0.47,0.22,-0.4,,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0165,3.0,0.0,,,,,,,,,,,,,,,
14109628,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,68.0,67.0,5.0,4.0,0.0,43.0,43.0,24.0,25.0,4.0,,9.0,,,,90.0,75.0,6.2,3.0,0.0584922,,0.0,,0.22,0.26,-0.5,,1.0,,2.0,2.0,2.0,,,5.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,
14109628,home,Kasımpaşa,Attila Szalai,attila-szalai,A. Szalai,D,41,192.0,2460,M,823092,EUR,885254400,D,41,41,False,65.0,60.0,7.0,3.0,0.0,42.0,43.0,18.0,22.0,1.0,,9.0,,,,90.0,79.0,6.7,5.0,0.0446581,,1.0,,0.27,0.15,-0.39,,1.0,1.0,1.0,3.0,5.0,,1.0,5.0,,1.0,2.0,1.0,,,0.1171,1.0,-0.11,,,,1.0,1.0,,,,,,,,,,
14109628,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,False,36.0,27.0,5.0,1.0,0.0,12.0,13.0,15.0,23.0,3.0,,4.0,,,,62.0,46.0,5.8,14.0,0.0459411,,0.0,,-0.14,0.07,-0.35,,2.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
14109628,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,235,M,932856,EUR,1010620800,M,16,16,False,25.0,23.0,2.0,2.0,0.0,6.0,6.0,17.0,19.0,4.0,1.0,4.0,,,,88.0,40.0,6.9,4.0,0.0202136,,3.0,,0.17,0.03,-0.07,,,,,1.0,6.0,,3.0,3.0,,2.0,2.0,2.0,,3.0,0.0671,,-0.27,2.0,,,,,1.0,,,,,,,,,
14109628,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,381,M,822228,EUR,694137600,M,7,7,False,18.0,14.0,,,0.0,2.0,3.0,12.0,15.0,6.0,,,,,,90.0,36.0,5.9,12.0,0.0119725,,3.0,,-0.16,-0.43,-0.13,,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,,,,,2.0,,0.784,,-0.55,2.0,,,,1.0,1.0,2.0,1.0,0.2128,,,,,,
14109628,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1214,M,254979,EUR,761529600,M,10,10,False,39.0,30.0,4.0,2.0,0.0,6.0,6.0,24.0,33.0,5.0,,3.0,,,,90.0,81.0,8.1,25.0,0.330756,,6.0,,0.55,0.32,-0.11,,14.0,2.0,1.0,,9.0,2.0,2.0,1.0,,,5.0,3.0,2.0,3.0,1.0454,2.0,0.3,2.0,,,1.0,,1.0,1.0,4.0,1.0676,1.0,,,,,
14109628,home,Kasımpaşa,Atakan Mujde,mujde-atakan,A. Mujde,M,4,182.0,17,M,1134704,EUR,1067040000,M,5,5,False,15.0,12.0,1.0,1.0,0.0,9.0,9.0,3.0,6.0,4.0,1.0,4.0,,,,45.0,32.0,6.9,6.0,0.052807,,0.0,,0.24,0.15,-0.01,,2.0,2.0,1.0,2.0,5.0,1.0,,1.0,,3.0,,,3.0,2.0,,2.0,,2.0,,,,,,1.0,,,,,,,,
14109628,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,35.0,26.0,,,1.0,5.0,6.0,21.0,29.0,3.0,,4.0,,,,90.0,58.0,7.3,15.0,0.372089,,0.0,,0.39,0.17,-0.07,,9.0,5.0,1.0,1.0,6.0,2.0,,2.0,,1.0,2.0,2.0,,3.0,,3.0,,,,,1.0,,,,,,,,,,,
