match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,player_lastName,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,captain,stat_errorLeadToAGoal,stat_shotOffTarget,stat_bigChanceMissed
11368594,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,34.0,24.0,17.0,7.0,19.0,23.0,5.0,11.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,90.0,43.0,7.0,10.0,0.0,0.0,0.00161474,0,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368594,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181.0,1573,M,1084081,EUR,1051228800,D,4,4,False,49.0,43.0,3.0,1.0,27.0,31.0,16.0,18.0,5.0,2.0,1.0,,,,,,89.0,64.0,6.8,8.0,0.0,0.0,0.0114336,0,,Arnau Martinez,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11368594,home,Girona FC,David López,david-lopez,D. López,D,5,185.0,551,M,135116,EUR,623894400,D,5,5,False,84.0,76.0,4.0,2.0,57.0,61.0,19.0,23.0,9.0,6.0,5.0,,,,,,90.0,98.0,7.4,8.0,0.0,0.0,0.00536405,0,,,4.0,7.0,,6.0,,,,2.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11368594,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180.0,2785,M,44864,EUR,636940800,D,17,17,False,76.0,72.0,2.0,1.0,53.0,56.0,19.0,20.0,4.0,6.0,1.0,,,,,,90.0,86.0,7.1,4.0,0.0,0.0,0.0137223,0,,,2.0,4.0,,4.0,1.0,,,2.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11368594,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,D,3,3,False,34.0,30.0,4.0,2.0,21.0,22.0,10.0,14.0,2.0,5.0,,,,,,,90.0,58.0,7.2,14.0,0.0,0.0,0.19165,0,,,2.0,2.0,1.0,4.0,,,4.0,,,1.0,,,,,,MGutiérrez,1.0,2.0,1.0,1.0,1.0,,,,,,,,
11368594,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173.0,4524,M,796047,EUR,867456000,M,14,14,False,74.0,64.0,14.0,9.0,45.0,47.0,19.0,29.0,3.0,3.0,2.0,,,,,,90.0,83.0,6.9,12.0,0.0371,0.0,0.00833373,1,,,1.0,2.0,,1.0,,,,,2.0,,,1.0,,,,AlexGarcia97,,2.0,,,,1.0,,,,,,,
11368594,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,319735,EUR,879552000,M,8,8,False,32.0,25.0,4.0,2.0,8.0,10.0,17.0,25.0,8.0,5.0,2.0,,,,,,90.0,60.0,7.3,18.0,0.0152,0.0799,0.242184,1,,,2.0,6.0,1.0,1.0,3.0,3.0,2.0,,,5.0,1.0,,,1.0,,viktortsygankov,,3.0,,,1.0,,1.0,,,,,,
11368594,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184.0,4247,M,839585,EUR,884131200,M,21,21,False,39.0,31.0,4.0,2.0,15.0,15.0,16.0,24.0,5.0,5.0,1.0,,,,,,89.0,55.0,7.5,14.0,0.439,0.9403,0.0262487,1,,,3.0,4.0,2.0,5.0,1.0,1.0,4.0,,1.0,,,,,1.0,,YangelHerrera8,,,,,,,1.0,1.0,1.0,,,,
11368594,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,44.0,40.0,2.0,1.0,23.0,25.0,17.0,19.0,5.0,5.0,2.0,,,,,,84.0,59.0,6.6,12.0,0.0,0.0,0.0114502,0,,,1.0,7.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11368594,home,Girona FC,Savinho,savio,Savinho,M,26,176.0,52457,M,1046795,EUR,1081555200,M,16,16,False,15.0,11.0,,,6.0,7.0,6.0,11.0,2.0,6.0,1.0,,,,,,72.0,28.0,7.5,9.0,0.0,0.0,0.50158,0,,,,3.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,,Savinho,1.0,3.0,1.0,1.0,1.0,,,,,,,,
