match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_wasFouled,stat_totalOffside,stat_interceptionWon,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_punches,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated
11274629,home,Austin FC,Brad Stuver,,,brad-stuver,B. Stuver,G,1,190,109,M,314190,EUR,671760000,G,1,1,False,23.0,20.0,4.0,1.0,17.0,17.0,3.0,6.0,12.0,5.0,6.0,90.0,38.0,7.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,home,Austin FC,Alexander Ring,,,alexander-ring,A. Ring,M,4,178,144,M,56403,EUR,671155200,D,8,8,False,62.0,51.0,8.0,5.0,25.0,29.0,27.0,35.0,8.0,,,90.0,77.0,7.3,15.0,1,2.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
11274629,home,Austin FC,Julio Cascante,,,cascante-julio,J. Cascante,D,,186,187,M,796415,EUR,749606400,D,18,18,False,73.0,67.0,3.0,2.0,39.0,41.0,28.0,32.0,3.0,,,90.0,85.0,6.7,7.0,1,,,1.0,4.0,5.0,6.0,,1.0,,2.0,1.0,1.0,,2.0,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11274629,home,Austin FC,Leo Väisänen,,,leo-vaisanen,L. Väisänen,D,6,186,114,M,807419,EUR,869616000,D,15,15,False,36.0,33.0,1.0,,22.0,23.0,11.0,13.0,6.0,,,45.0,38.0,6.5,3.0,0,,,1.0,,3.0,2.0,,,,,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,
11274629,home,Austin FC,Jon Gallagher,,,jon-gallagher,J. Gallagher,D,17,175,67,M,931740,EUR,825033600,M,17,17,False,25.0,22.0,2.0,1.0,9.0,9.0,14.0,18.0,3.0,,,86.0,41.0,6.6,7.0,0,2.0,1.0,1.0,,3.0,2.0,,,,,,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,
11274629,home,Austin FC,Jhojan Valencia,,,jhojan-valencia,J. Valencia,M,20,172,186,M,819115,EUR,838425600,M,5,5,False,32.0,29.0,2.0,,19.0,19.0,10.0,13.0,3.0,,,45.0,39.0,6.5,4.0,0,,,2.0,,5.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,
11274629,home,Austin FC,Daniel Pereira,,,daniel-pereira,D. Pereira,M,8,175,688,M,1116373,EUR,963532800,M,6,6,False,84.0,77.0,11.0,8.0,35.0,36.0,42.0,49.0,2.0,,,90.0,101.0,7.1,13.0,0,1.0,,,,3.0,8.0,4.0,,,,,,3.0,,1.0,,1.0,2.0,,4.0,,1.0,4.0,,,,,,,,
11274629,home,Austin FC,Adam Lundqvist,,,adam-lundqvist,A. Lundqvist,D,21,174,35,M,283219,EUR,764121600,M,21,21,False,34.0,29.0,2.0,,10.0,10.0,20.0,30.0,4.0,,,90.0,56.0,6.3,14.0,0,6.0,1.0,,2.0,5.0,2.0,1.0,,,,,,1.0,3.0,,,,1.0,1.0,,,1.0,,,,,,,,,
11274629,home,Austin FC,Rodney Redes,,,redes-rodney,R. Redes,M,7,175,432,M,931228,EUR,951177600,F,11,11,False,17.0,11.0,,,6.0,6.0,5.0,11.0,3.0,,,64.0,23.0,6.6,7.0,1,,,3.0,2.0,4.0,4.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,
11274629,home,Austin FC,Gyasi Zardes,,,gyasi-zardes,G. Zardes,F,,186,380,M,314200,EUR,683769600,F,9,9,False,18.0,15.0,,,3.0,3.0,12.0,15.0,2.0,,,90.0,32.0,6.8,7.0,2,,,1.0,,5.0,4.0,2.0,1.0,,,,,2.0,1.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,,1.0,,,,,,
11274629,home,Austin FC,Emiliano Rigoni,,,emiliano-rigoni,Emiliano Rigoni,M,24,180,1525,M,257587,EUR,728784000,F,7,7,False,21.0,19.0,4.0,2.0,9.0,10.0,12.0,16.0,4.0,,,76.0,39.0,6.8,12.0,2,5.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,,,1.0,1.0,3.0,1.0,2.0,,,2.0,,,,,,,,,,,,,
11274629,home,Austin FC,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,128,M,823996,EUR,752976000,D,66,66,True,29.0,26.0,6.0,4.0,8.0,8.0,18.0,21.0,,,,45.0,32.0,6.5,4.0,1,,,,3.0,2.0,3.0,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,
11274629,home,Austin FC,Sofiane Djeffal,Sofiane Djeffal,,sofiane-djeffal,S. Djeffal,M,3,177,35,M,1172551,EUR,924480000,M,22,22,True,28.0,25.0,2.0,1.0,8.0,8.0,17.0,20.0,6.0,,,45.0,34.0,6.5,4.0,0,,,1.0,,3.0,2.0,,,,,2.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,
11274629,home,Austin FC,Diego Fagúndez,,,diego-fagundez,D. Fagúndez,M,,173,237,M,149277,EUR,792720000,M,14,14,True,7.0,6.0,,,,,8.0,11.0,1.0,,,26.0,18.0,6.2,9.0,0,4.0,2.0,2.0,,6.0,,1.0,,,,,,1.0,,2.0,,,3.0,,,,,,,,,,,,,
11274629,home,Austin FC,Ethan Finlay,,,ethan-finlay,E. Finlay,M,,174,18,M,224494,EUR,649900800,M,13,13,True,4.0,1.0,2.0,,,,1.0,4.0,1.0,,,14.0,6.0,6.5,3.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11274629,home,Austin FC,Nick Lima,,,nick-lima,N. Lima,D,24,173,46,M,864223,EUR,785030400,D,24,24,True,9.0,6.0,2.0,,3.0,4.0,3.0,6.0,1.0,,,10.0,10.0,6.6,4.0,0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,home,Austin FC,Matt Bersano,,,matt-bersano,M. Bersano,G,,185,15,M,875761,EUR,716083200,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,home,Austin FC,Maximiliano Urruti,,,maximiliano-urruti,M. Urruti,F,,183,95,,249995,EUR,667180800,F,37,37,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,away,Chicago Fire,Spencer Richey,,,spencer-richey,S. Richey,G,,185,18,M,845679,EUR,707184000,G,18,18,False,26.0,16.0,14.0,4.0,13.0,16.0,3.0,10.0,12.0,2.0,2.0,90.0,38.0,7.6,11.0,0,,,,2.0,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,
11274629,away,Chicago Fire,Arnaud Souquet,,,arnaud-souquet,A. Souquet,D,,174,45,M,93570,EUR,697852800,D,2,2,False,48.0,43.0,4.0,3.0,32.0,34.0,11.0,14.0,3.0,,,90.0,60.0,7.3,6.0,0,,,1.0,1.0,2.0,5.0,1.0,,,,3.0,1.0,,,,,,,3.0,1.0,,2.0,,,,,,,,,
11274629,away,Chicago Fire,Mauricio Pineda,,,mauricio-pineda,M. Pineda,M,22,185,58,M,1017171,EUR,877046400,D,22,22,False,49.0,44.0,6.0,3.0,30.0,34.0,14.0,15.0,4.0,,,90.0,60.0,7.3,5.0,0,,,3.0,2.0,4.0,5.0,,,,,3.0,2.0,,1.0,,,,,3.0,,,3.0,,,,,,,,,
11274629,away,Chicago Fire,Rafael Czichos,,,rafael-czichos,R. Czichos,D,33,188,61,M,120302,EUR,642643200,D,5,5,False,50.0,45.0,7.0,6.0,39.0,41.0,6.0,10.0,7.0,,,90.0,61.0,8.0,7.0,1,1.0,,1.0,2.0,2.0,5.0,,,,,1.0,,1.0,1.0,,True,,,4.0,2.0,,1.0,,,1.0,,1.0,,,,
11274629,away,Chicago Fire,Miguel Navarro,Miguel,Navarro,miguel-navarro,M. Navarro,D,16,175,857,M,946472,EUR,919987200,D,6,6,False,35.0,25.0,7.0,5.0,17.0,23.0,8.0,14.0,4.0,,,90.0,57.0,7.7,16.0,2,2.0,,1.0,1.0,4.0,4.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,2.0,,6.0,,1.0,1.0,,,,,,
11274629,away,Chicago Fire,Federico Navarro,,,navarro-federico,F. Navarro,M,31,171,144,M,963280,EUR,952560000,M,31,31,False,40.0,36.0,3.0,2.0,26.0,29.0,10.0,11.0,8.0,,,90.0,53.0,7.1,6.0,0,,,,1.0,3.0,5.0,1.0,,,,3.0,3.0,2.0,2.0,,,1.0,,2.0,,,2.0,1.0,,,,,,,,
11274629,away,Chicago Fire,Gastón Giménez,,,gaston-gimenez,G. Giménez,M,30,180,157,M,789415,EUR,680572800,M,30,30,False,27.0,23.0,4.0,3.0,12.0,14.0,11.0,14.0,1.0,,,73.0,32.0,6.6,6.0,0,1.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,
11274629,away,Chicago Fire,Maren Haile-Selassie,,,maren-haile-selassie,M. Haile-Selassie,M,7,176,179,M,888735,EUR,921283200,M,7,7,False,22.0,20.0,1.0,1.0,9.0,10.0,11.0,15.0,6.0,,,90.0,38.0,7.0,8.0,1,3.0,,,,2.0,4.0,1.0,,,,2.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,
11274629,away,Chicago Fire,Xherdan Shaqiri,,,xherdan-shaqiri,X. Shaqiri,M,10,169,6845,M,65953,EUR,687052800,M,10,10,False,36.0,32.0,7.0,5.0,14.0,15.0,20.0,26.0,4.0,,,88.0,55.0,8.3,10.0,2,5.0,2.0,,,1.0,7.0,3.0,,,,,,1.0,,4.0,,,,,5.0,,1.0,2.0,1.0,1.0,,,,shaqirixherdan,1.0,2.0
11274629,away,Chicago Fire,Brian Gutierrez,,,brian-gutierrez,B. Gutierrez,M,11,178,882,M,1023088,EUR,1055808000,M,17,17,False,12.0,12.0,2.0,2.0,7.0,7.0,6.0,7.0,4.0,,,65.0,27.0,6.9,6.0,0,2.0,1.0,1.0,,5.0,3.0,4.0,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,
11274629,away,Chicago Fire,Kei Kamara,,,kei-kamara,K. Kamara,F,,188,844,M,48978,EUR,462844800,F,23,23,False,11.0,5.0,1.0,1.0,2.0,4.0,3.0,7.0,1.0,,,72.0,25.0,6.8,9.0,3,,,3.0,2.0,9.0,6.0,2.0,,,,,,1.0,2.0,,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,,,,,,
11274629,away,Chicago Fire,Fabian Herbers,,,fabian-herbers,F. Herbers,M,21,182,77,M,829027,EUR,745545600,F,21,21,True,8.0,6.0,,,4.0,5.0,2.0,3.0,2.0,,,25.0,14.0,6.6,5.0,0,,,,,2.0,2.0,,,,,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
11274629,away,Chicago Fire,Kacper Przybyłko,,,kacper-przybylko,K. Przybyłko,F,19,192,409,M,95358,EUR,733017600,F,11,11,True,9.0,6.0,,,4.0,4.0,2.0,5.0,1.0,,,18.0,13.0,7.6,3.0,2,,,2.0,1.0,3.0,3.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,2.0,,1.0,,,,
11274629,away,Chicago Fire,Jairo Torres,,,jairo-torres,J. Torres,M,20,169,94,M,859664,EUR,962755200,F,20,20,True,2.0,2.0,,,,,2.0,3.0,,,,17.0,6.0,6.7,2.0,1,1.0,,1.0,,3.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
11274629,away,Chicago Fire,Kendall Burks,Kendall Burks,,kendall-burks,K. Burks,D,5,188,13,,1172435,EUR,939340800,D,27,27,True,1.0,1.0,,,,,1.0,1.0,,,,8.0,3.0,6.8,,0,,,,2.0,,3.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
11274629,away,Chicago Fire,Jeffrey Gal,,,jeffrey-gal,J. Gal,G,25,187,20,M,949576,EUR,734054400,G,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,away,Chicago Fire,Alonso Aceves,Daniel Alonso,Aceves Patiño,aceves-patino-daniel-alonso,D. Aceves,D,19,179,270,M,1089135,EUR,985737600,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274629,away,Chicago Fire,Georgios Koutsias,,,georgios-koutsias,G. Koutsias,F,9,178,642,M,999237,EUR,1076198400,F,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
