match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,player_firstName,player_lastName,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goals,stat_goalAssist
10408459,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,22.0,15.0,14.0,7.0,10.0,13.0,5.0,9.0,1.0,1.0,10.0,1.0,2.0,90.0,33.0,6.5,8.0,0.0,0.0,0.00207702,0,-0.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408459,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,29.0,25.0,2.0,1.0,14.0,15.0,15.0,18.0,6.0,2.0,4.0,,,90.0,56.0,6.9,12.0,0.0,0.0,0.174455,0,,4.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,
10408459,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,33.0,24.0,8.0,3.0,17.0,21.0,7.0,12.0,1.0,,4.0,,,90.0,40.0,6.5,10.0,0.0,0.0,0.0019696,0,,,,,1.0,,,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
10408459,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,25.0,20.0,6.0,3.0,12.0,15.0,8.0,10.0,3.0,,2.0,,,90.0,32.0,6.5,5.0,0.0,0.0,0.00199097,0,,,,1.0,1.0,,,,3.0,,1.0,,,,,1.0,,True,2.0,,,,,,,,,,,
10408459,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,26.0,19.0,6.0,3.0,12.0,16.0,7.0,10.0,,,3.0,,,90.0,33.0,6.7,7.0,0.0405,0.0,0.00095471,1,,,,,2.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,
10408459,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,18,18,False,22.0,18.0,1.0,1.0,7.0,8.0,11.0,18.0,3.0,2.0,3.0,,,77.0,39.0,6.5,9.0,0.2315,0.2285,0.00868005,1,,4.0,,,3.0,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,
10408459,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,10,10,False,14.0,10.0,3.0,1.0,5.0,6.0,6.0,11.0,3.0,1.0,3.0,,,67.0,24.0,6.7,9.0,0.0719,0.2306,0.207307,1,,3.0,1.0,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,
10408459,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,31.0,28.0,2.0,2.0,12.0,13.0,16.0,19.0,3.0,2.0,7.0,,,85.0,44.0,7.0,6.0,0.0652,0.0,0.0123338,3,,1.0,,,5.0,,,1.0,,,1.0,1.0,1.0,,3.0,2.0,,,,,,2.0,,,,1.0,,,,
10408459,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,12,12,False,24.0,23.0,2.0,2.0,12.0,12.0,11.0,12.0,4.0,,4.0,,,90.0,32.0,6.8,1.0,0.0,0.0,0.0255738,0,,,,,6.0,2.0,,,2.0,,,3.0,,,3.0,,,,2.0,,,,,,,,,,,
10408459,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,28.0,24.0,5.0,3.0,10.0,11.0,15.0,25.0,6.0,3.0,4.0,,,90.0,54.0,7.3,15.0,0.4328,0.0,0.0882216,2,,8.0,1.0,,7.0,2.0,1.0,3.0,,,,2.0,2.0,2.0,2.0,1.0,3.0,,2.0,,,1.0,,,,1.0,kanginlee,,,
