match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_errorLeadToAShot,player_sofascoreId,stat_wonContest,stat_wasFouled,stat_dispossessed,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_clearanceOffLine,stat_goalAssist,stat_goals
10382100,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,34.0,26.0,15.0,9.0,21.0,23.0,5.0,11.0,1.0,14.0,5.0,6.0,1.0,1.0,1.0,90.0,52.0,8.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382100,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,47.0,33.0,7.0,6.0,9.0,12.0,25.0,40.0,2.0,4.0,,,,,,90.0,83.0,7.2,21.0,1,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10382100,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,51.0,37.0,16.0,8.0,13.0,15.0,24.0,37.0,6.0,6.0,,,,,,90.0,67.0,7.3,16.0,1,1.0,,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,1.0,True,2.0,,,,,,,,,,,,,,,,,
10382100,home,Excelsior,Serano Seymor,Serano Seymor,,serano-seymor,S. Seymor,D,34,190,15,M,1091021,EUR,1010102400,D,34,34,False,33.0,23.0,6.0,1.0,19.0,26.0,5.0,9.0,2.0,7.0,,,,,,90.0,43.0,6.5,12.0,0,2.0,1.0,1.0,3.0,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10382100,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,24.0,20.0,4.0,2.0,12.0,12.0,8.0,15.0,2.0,3.0,,,,,,83.0,45.0,6.8,9.0,0,3.0,,3.0,6.0,5.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,nathantjoeaon,1.0,2.0,,,,,,,,,,,
10382100,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,40.0,34.0,2.0,2.0,17.0,17.0,19.0,29.0,3.0,10.0,,,,,,90.0,67.0,7.1,14.0,1,6.0,2.0,,6.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,
10382100,home,Excelsior,Yassin Ayoub,,,yassin-ayoub,Y. Ayoub,M,,175,165,M,151894,EUR,762912000,M,21,21,False,44.0,38.0,4.0,3.0,11.0,11.0,28.0,37.0,3.0,9.0,,,,,,90.0,72.0,7.3,14.0,2,4.0,1.0,1.0,5.0,8.0,,,,4.0,3.0,2.0,1.0,,,1.0,3.0,,,2.0,2.0,,2.0,2.0,,,,,,,,
10382100,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,23.0,19.0,,,3.0,3.0,18.0,25.0,,4.0,,,,,,69.0,44.0,6.6,14.0,2,5.0,2.0,1.0,9.0,3.0,1.0,,,,3.0,3.0,1.0,,,1.0,1.0,,,1.0,2.0,4.0,,1.0,1.0,1.0,,,,,,
10382100,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,28.0,22.0,4.0,2.0,6.0,6.0,16.0,23.0,,2.0,,,,,,78.0,40.0,6.7,9.0,1,1.0,,,3.0,3.0,,,1.0,,2.0,1.0,,,,2.0,2.0,,,2.0,1.0,,,,,,1.0,,,,,
10382100,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,18.0,12.0,2.0,1.0,2.0,2.0,11.0,18.0,,1.0,,,,,,69.0,36.0,6.7,11.0,3,2.0,1.0,,3.0,3.0,2.0,1.0,,,1.0,,2.0,,1.0,,2.0,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,
10382100,home,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,False,15.0,11.0,,,2.0,3.0,9.0,14.0,1.0,2.0,,,,,,90.0,32.0,6.6,11.0,3,2.0,,7.0,13.0,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,
10382100,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,F,22,22,True,8.0,7.0,,,2.0,2.0,5.0,6.0,,2.0,,,,,,21.0,11.0,6.6,3.0,0,,,1.0,3.0,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,
10382100,home,Excelsior,Reda Kharchouch,,,reda-kharchouch,R. Kharchouch,F,99,192,100,M,907909,EUR,809481600,F,9,9,True,5.0,1.0,1.0,,,,1.0,5.0,,,,,,,,21.0,8.0,6.5,5.0,0,,,,1.0,2.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,
