match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_clearanceOffLine,stat_outfielderBlock,stat_ownGoals,stat_keyPass,stat_fouls,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_shotOffTarget,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goals,player_sofascoreId
12504665,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,36.0,26.0,17.0,7.0,0.0,19.0,21.0,7.0,15.0,2.0,2.0,2.0,12.0,2.0,2.0,2.0,90.0,47.0,6.9,10.0,0.00360846,0,-0.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504665,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,D,19,19,False,13.0,8.0,2.0,,0.0,5.0,8.0,3.0,5.0,1.0,4.0,3.0,1.0,,,,45.0,26.0,6.6,6.0,0.00250128,0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504665,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,False,70.0,62.0,7.0,1.0,0.0,48.0,50.0,14.0,20.0,4.0,7.0,3.0,5.0,,,,90.0,83.0,7.2,9.0,0.0137654,0,,1.0,,1.0,3.0,2.0,,,3.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12504665,home,Udinese,Souleymane Isaak Touré,,,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,2.0,1.0,,,0.0,1.0,2.0,,,,,,,,,,4.0,2.0,3.0,1.0,3.85e-06,0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12504665,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,False,39.0,29.0,4.0,3.0,0.0,14.0,18.0,15.0,24.0,,6.0,2.0,8.0,,,,90.0,68.0,6.5,21.0,0.0124827,1,,5.0,2.0,1.0,3.0,,,1.0,,8.0,,,,1.0,2.0,3.0,3.0,1.0,1.0,0.0371,0.0423,,,,,,,,,
12504665,home,Udinese,Florian Thauvin,,,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,M,10,10,False,18.0,15.0,2.0,1.0,0.0,5.0,5.0,10.0,21.0,,4.0,1.0,4.0,,,,75.0,45.0,6.4,19.0,0.0402651,2,,3.0,,,2.0,1.0,,3.0,,6.0,,,,,1.0,8.0,1.0,1.0,2.0,0.1108,0.0827,True,1.0,1.0,,,,,,
12504665,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,27.0,25.0,7.0,6.0,0.0,10.0,10.0,15.0,19.0,,3.0,1.0,2.0,,,,66.0,46.0,6.8,12.0,0.03117,0,,,,1.0,2.0,1.0,,3.0,,4.0,,,,,,2.0,4.0,,1.0,,,,,,,,,,,
12504665,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,61.0,56.0,3.0,3.0,0.0,34.0,37.0,22.0,24.0,1.0,3.0,2.0,4.0,,,,90.0,69.0,7.0,6.0,0.0258577,0,,1.0,1.0,3.0,,,,,2.0,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,
12504665,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,False,29.0,23.0,,,0.0,10.0,11.0,13.0,18.0,1.0,6.0,,1.0,,,,90.0,45.0,6.2,12.0,0.00872547,1,,3.0,1.0,,2.0,2.0,,,1.0,11.0,,1.0,,,4.0,,2.0,,2.0,0.0187,,,2.0,1.0,,,,,,
12504665,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,1.0,2.0,,,,,,45.0,9.0,6.5,3.0,0.00086628,0,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
