match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_outfielderBlock,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_goals,stat_hitWoodwork,stat_penaltyWon
14109804,home,Antalyaspor,Julián Cuesta,julian-cuesta,J. Cuesta,G,1,195,192,M,217110,EUR,670118400,G,1,1,False,24.0,13.0,19.0,8.0,0.0,10.0,10.0,3.0,14.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,90.0,38.0,6.9,11.0,0.00066067,6.8973926233034,1.0,1.0344791280025,0.0,0.1495,0,0.3084,0.08,0.0,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109804,home,Antalyaspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,False,21.0,14.0,3.0,1.0,0.0,8.0,10.0,6.0,11.0,2.0,4.0,2.0,1.0,,,,,,,,,81.0,48.0,6.9,10.0,0.0248516,48.168079102207,4.0,31.71226740981,2.0,,2,,0.27,0.04,-0.03,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.089,0.0213,19.229097838294,40.742015830218,1.0,-0.35,,,,,,,,,,,,,,,
14109804,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,21.0,16.0,5.0,1.0,0.0,12.0,13.0,4.0,8.0,,2.0,3.0,3.0,2.0,,,,,,,,90.0,30.0,6.3,5.0,0.0018849,128.14043858951,12.0,70.368031270921,1.0,,1,,0.13,0.09,-0.12,,,,4.0,,,,,2.0,,,2.0,0.4564,,35.404229235964,47.57824739311,,0.01,True,2.0,1.0,1.0,1.0,,,,,,,,,,
14109804,home,Antalyaspor,Lautaro Giannetti,lautaro-giannetti,L. Giannetti,D,30,184,385,M,233856,EUR,753148800,D,30,30,False,23.0,23.0,2.0,2.0,0.0,16.0,16.0,7.0,7.0,3.0,6.0,9.0,3.0,,,,,,,,,90.0,40.0,7.0,1.0,0.00434087,95.113053239809,10.0,34.450936030021,1.0,,0,,0.27,0.05,-0.06,,,,3.0,,,,,,3.0,1.0,1.0,,,16.828169411731,22.575720608654,,,,2.0,,,,2.0,1.0,1.0,,,,,,,
14109804,home,Antalyaspor,Kenneth Paal,kenneth-paal,K. Paal,D,3,175,247,M,285997,EUR,867110400,D,3,3,False,30.0,22.0,6.0,1.0,0.0,12.0,13.0,10.0,17.0,2.0,9.0,4.0,5.0,1.0,,,,,,,,90.0,54.0,6.5,13.0,0.00218119,158.70617566191,12.0,106.7130008251,3.0,,0,,-0.06,0.1,-0.14,,,,6.0,1.0,,,,1.0,3.0,1.0,3.0,,,31.241625871988,102.57187524505,,,,1.0,,,,,2.0,,4.0,3.0,,,,,
14109804,home,Antalyaspor,Jesper Ceesay,jesper-ceesay,J. Ceesay,M,23,192,178,M,1021269,EUR,1003536000,M,23,23,False,17.0,15.0,,,0.0,6.0,7.0,9.0,10.0,2.0,4.0,6.0,5.0,,,,,,,,,90.0,34.0,7.0,5.0,0.0948012,55.362046869528,5.0,19.963427941155,1.0,,0,,0.34,0.1,0.16,,,,3.0,,,,,2.0,2.0,,1.0,,,20.947247911393,23.355388585935,1.0,,,2.0,,,,,3.0,,,,,,,,
14109804,home,Antalyaspor,Samuel Ballet,samuel-ballet,S. Ballet,F,11,184,199,M,966663,EUR,984355200,M,11,11,False,11.0,5.0,1.0,,0.0,3.0,4.0,2.0,7.0,1.0,7.0,1.0,5.0,1.0,,,,,,,,90.0,42.0,8.3,20.0,0.00186675,157.39820035251,12.0,108.37333678555,5.0,,5,,-0.17,0.34,-0.07,,1.0,,10.0,2.0,2.0,2.0,2.0,,4.0,3.0,1.0,0.3744,0.5549,55.410630368335,109.83535117668,,0.87,,1.0,,1.0,,,7.0,,5.0,1.0,,,2.0,,
14109804,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,26.0,22.0,2.0,,0.0,13.0,16.0,9.0,10.0,2.0,4.0,8.0,3.0,1.0,,,,,,,,90.0,42.0,6.5,7.0,0.00668549,46.02554122972,7.0,-12.555020378256,0.0,,1,,0.08,-0.1,0.2,,1.0,,3.0,1.0,,1.0,,1.0,,,1.0,0.0519,0.1062,,,,-0.14,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,
14109804,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,8,8,False,24.0,22.0,2.0,1.0,1.0,9.0,9.0,13.0,15.0,,3.0,2.0,2.0,1.0,,,,,,,,51.0,38.0,7.2,7.0,0.130388,44.760809944062,7.0,-4.476212839821,0.0,,1,,0.35,0.06,0.18,,4.0,2.0,4.0,,3.0,,1.0,,,,1.0,0.0407,,,,3.0,0.01,,,,,,,,,2.0,2.0,,,,,
14109804,home,Antalyaspor,Doğukan Sinik,dogukan-sinik,D. Sinik,M,70,180,124,M,796114,EUR,916876800,M,70,70,False,18.0,15.0,3.0,3.0,1.0,7.0,7.0,8.0,11.0,1.0,3.0,,1.0,1.0,,,,,,,,61.0,28.0,6.5,7.0,0.0061774,68.589597082919,9.0,48.967394350222,0.0,,1,,0.06,0.02,0.0,,,,5.0,,1.0,,,,,,3.0,0.0039,,,,1.0,-0.03,,,,1.0,,,2.0,,2.0,1.0,,,,,
