match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_clearanceOffLine,stat_errorLeadToAShot,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork
13354790,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,48.0,28.0,31.0,11.0,0.0,24.0,26.0,4.0,22.0,12.0,6.0,7.0,90.0,59.0,8.6,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354790,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,False,42.0,37.0,4.0,4.0,0.0,24.0,26.0,13.0,16.0,10.0,,,90.0,58.0,7.3,8.0,0,,,2.0,6.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
13354790,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,59.0,45.0,11.0,2.0,0.0,29.0,33.0,16.0,26.0,3.0,,,90.0,75.0,7.1,15.0,0,,,8.0,3.0,10.0,,,,,10.0,2.0,,,,,True,3.0,,,,,,,,,,,,,,,,
13354790,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,162,M,918484,EUR,991353600,D,24,24,False,64.0,61.0,3.0,2.0,0.0,44.0,46.0,17.0,18.0,3.0,,,90.0,85.0,7.5,3.0,0,,,1.0,2.0,2.0,,,,,11.0,,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,
13354790,home,Heracles Almelo,Mats Rots,mats-rots,M. Rots,D,39,185,370,M,1387012,EUR,1142035200,D,39,39,False,36.0,30.0,4.0,1.0,0.0,19.0,21.0,11.0,18.0,6.0,,,90.0,69.0,7.7,18.0,2,,,2.0,6.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,,,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,
13354790,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,False,44.0,39.0,1.0,1.0,0.0,20.0,23.0,19.0,22.0,7.0,,,83.0,64.0,7.2,6.0,0,,,1.0,5.0,8.0,2.0,,,,3.0,6.0,5.0,,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,
13354790,home,Heracles Almelo,Jan Žambůrek,jan-zamburek,J. Žambůrek,M,13,182,82,M,930295,EUR,982022400,M,13,13,False,39.0,35.0,2.0,1.0,1.0,16.0,17.0,19.0,22.0,3.0,,,75.0,54.0,8.3,4.0,0,,,2.0,2.0,11.0,,,,,2.0,5.0,3.0,,4.0,1.0,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,
13354790,home,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183,251,M,1149147,EUR,1111708800,M,23,23,False,21.0,16.0,2.0,2.0,0.0,3.0,4.0,14.0,18.0,4.0,,,83.0,34.0,6.8,10.0,3,Juho Talvitie,,,4.0,2.0,2.0,,3.0,2.0,,,,3.0,,,,1.0,,,1.0,,3.0,,1.0,2.0,1.0,,,,,,,
13354790,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,False,24.0,18.0,1.0,,1.0,5.0,5.0,14.0,23.0,5.0,,,70.0,38.0,7.1,14.0,0,,,,5.0,1.0,,1.0,,,1.0,,,2.0,1.0,3.0,,1.0,,,4.0,,,,1.0,4.0,1.0,1.0,,,,,,
13354790,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,M,29,29,False,34.0,27.0,3.0,,0.0,7.0,9.0,20.0,27.0,3.0,,,90.0,58.0,6.8,16.0,1,,,2.0,6.0,8.0,,1.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,,2.0,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,
