match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside
12501587,home,Monza,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,30,30,False,32.0,18.0,21.0,8.0,0.0,12.0,15.0,6.0,17.0,1.0,1.0,13.0,1.0,2.0,1.0,4.0,90.0,45.0,6.8,14.0,0.00175312,0,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501587,home,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,D,13,13,False,45.0,42.0,3.0,2.0,0.0,29.0,30.0,14.0,16.0,2.0,7.0,1.0,,,,,90.0,58.0,7.2,5.0,0.0753413,0,,,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12501587,home,Monza,Luca Caldirola,luca-caldirola,L. Caldirola,D,33,189,134,M,100565,EUR,665366400,D,5,5,False,30.0,26.0,5.0,1.0,0.0,21.0,22.0,5.0,8.0,,2.0,1.0,,,,,90.0,45.0,7.1,4.0,0.00227758,0,,,,,,4.0,,,,,,6.0,1.0,1.0,,2.0,1.0,True,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
12501587,home,Monza,Andrea Carboni,andrea-carboni,A. Carboni,D,44,185,201,M,970978,EUR,981244800,D,44,44,False,40.0,37.0,1.0,1.0,0.0,28.0,29.0,9.0,11.0,1.0,2.0,4.0,,,,,90.0,58.0,7.4,3.0,0.00256914,0,,,,,,3.0,1.0,,,,,8.0,2.0,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
12501587,home,Monza,Samuele Birindelli,samuele-birindelli,S. Birindelli,M,19,175,231,M,856729,EUR,932342400,M,19,19,False,32.0,26.0,4.0,2.0,0.0,16.0,19.0,10.0,14.0,2.0,4.0,3.0,,,,,76.0,42.0,6.3,9.0,0.00541372,1,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2.0,0.0174,,,,,,,,,
12501587,home,Monza,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185,640,M,587628,EUR,856137600,M,11,11,False,25.0,18.0,3.0,1.0,0.0,11.0,14.0,7.0,12.0,2.0,3.0,6.0,,,,,84.0,43.0,6.5,11.0,0.00756217,1,,,,1.0,,7.0,,,2.0,1.0,,,,3.0,1.0,,,,1.0,,,2.0,1.0,,2.0,0.059,1.0,,,,,,,,
12501587,home,Monza,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,31.0,29.0,5.0,4.0,0.0,18.0,19.0,11.0,12.0,,3.0,3.0,,,,,84.0,41.0,6.8,3.0,0.00351599,1,,,,,,1.0,,,2.0,1.0,,3.0,,,,2.0,1.0,,,,,,1.0,,,0.0251,,,,,,,,,
12501587,home,Monza,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,164511,EUR,718761600,M,7,7,False,12.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,6.0,1.0,6.0,,,,,,67.0,22.0,6.3,6.0,0.00171274,0,,,,,,1.0,1.0,,2.0,,,1.0,,,,3.0,,,,2.0,,1.0,,,,,,,,,,,,,
12501587,home,Monza,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,33.0,25.0,2.0,1.0,0.0,8.0,12.0,18.0,28.0,1.0,1.0,5.0,,,,,90.0,57.0,7.0,15.0,0.120899,0,,,,7.0,1.0,2.0,,,,,,3.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
12501587,home,Monza,Dany Mota,dany-mota,D. Mota,F,47,180,827,M,838907,EUR,894067200,F,47,47,False,12.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,9.0,5.0,7.0,2.0,,,,,90.0,25.0,6.9,6.0,0.00290013,2,,,,,,7.0,,,,,,3.0,,,,2.0,,,3.0,,,4.0,2.0,,1.0,0.6495,,,,,,,,,
12501587,home,Monza,Gianluca Caprari,gianluca-caprari,G. Caprari,F,24,170,457,M,148458,EUR,743990400,F,10,10,False,34.0,28.0,4.0,2.0,0.0,9.0,9.0,19.0,28.0,1.0,4.0,,,,,,90.0,46.0,6.8,11.0,0.0603549,2,,,,3.0,,1.0,,,1.0,,,,,,,2.0,1.0,,,2.0,,1.0,,,1.0,0.0873,,2.0,,,,,,,
12501587,home,Monza,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,287057,EUR,765676800,M,6,6,True,9.0,8.0,,,0.0,4.0,5.0,4.0,4.0,1.0,2.0,1.0,,,,,23.0,10.0,6.4,1.0,0.00111814,0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12501587,home,Monza,Silvère Ganvoula,silvere-ganvoula,S. Ganvoula,F,35,191,751,M,787448,EUR,836006400,F,35,35,True,3.0,1.0,,,0.0,,,1.0,3.0,,2.0,1.0,,,,,14.0,6.0,6.5,5.0,0.0004165,0,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,
12501587,home,Monza,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5357,M,1012383,EUR,1094515200,M,8,8,True,6.0,6.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,,,1.0,,,,,10.0,8.0,6.6,1.0,0.00235397,1,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0188,,1.0,kacper_urbanski10,,,,,,
12501587,home,Monza,Patrick Ciurria,patrick-ciurria,P. Ciurria,F,26,178,222,M,346676,EUR,792288000,F,84,84,True,8.0,8.0,,,0.0,4.0,4.0,4.0,6.0,,1.0,2.0,,,,,10.0,11.0,6.7,2.0,0.00655602,0,,,,2.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
