match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_errorLeadToAGoal
12504676,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,38.0,23.0,27.0,13.0,0.0,16.0,18.0,7.0,20.0,1.0,4.0,2.0,90.0,42.0,7.2,15.0,0.00283945,0,0.1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,9.0,6.0,3.0,2.0,1.0,3.0,3.0,4.0,8.0,1.0,3.0,,90.0,29.0,7.2,9.0,0.0435999,2,,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2214,1.0,,,,,,,,,,,,
12504676,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,18.0,14.0,3.0,2.0,0.0,11.0,14.0,3.0,4.0,7.0,3.0,,90.0,36.0,6.8,10.0,0.00264812,0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12504676,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,27.0,19.0,11.0,4.0,0.0,17.0,17.0,2.0,10.0,4.0,2.0,,90.0,39.0,7.9,9.0,0.00256403,1,,,,4.0,5.0,2.0,,,,,,,1.0,,,1.0,1.0,,0.0301,,1.0,1.0,True,1.0,1.0,3.0,0.3299,,,,,
12504676,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,27.0,22.0,4.0,1.0,0.0,17.0,18.0,5.0,10.0,1.0,1.0,,88.0,39.0,6.7,8.0,0.00201646,0,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,
12504676,home,Fiorentina,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,952,M,,317301,EUR,776131200,M,32,32,False,9.0,7.0,1.0,,0.0,4.0,5.0,3.0,4.0,,4.0,,45.0,11.0,6.6,2.0,0.00259256,0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Yacine Adli,,,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,29,29,False,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,,1.0,,44.0,6.0,6.6,,0.0452891,0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12504676,home,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,23,23,False,6.0,5.0,,,0.0,3.0,4.0,2.0,2.0,,2.0,,46.0,11.0,6.5,3.0,0.00068536,1,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,0.0342,,,1.0,,,,,,,,,,
12504676,home,Fiorentina,Lucas Beltrán,,,lucas-beltran,L. Beltrán,M,15,177,3780,M,beltranlucass,962029,EUR,985824000,M,9,9,False,23.0,15.0,2.0,1.0,0.0,6.0,8.0,9.0,15.0,,2.0,,89.0,35.0,6.4,15.0,0.020437,0,,,,4.0,8.0,5.0,1.0,1.0,,,,,,,,4.0,1.0,,,1.0,4.0,1.0,,,,,,1.0,,,,
12504676,home,Fiorentina,Edoardo Bove,,,edoardo-bove,E. Bove,M,15,181,2073,M,,986352,EUR,1021507200,M,4,4,False,4.0,2.0,2.0,,0.0,,,2.0,4.0,,1.0,,44.0,8.0,6.4,5.0,0.00892146,0,,,,,3.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
12504676,home,Fiorentina,Moise Kean,,,moise-kean,M. Kean,F,20,183,15084,M,moise_kean,835601,EUR,951696000,F,20,20,False,7.0,6.0,,,0.0,2.0,2.0,5.0,6.0,2.0,4.0,,89.0,28.0,8.5,9.0,0.00663717,5,,1.0,1.0,1.0,7.0,5.0,3.0,4.0,2.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,0.5056,1.0,2.0,1.0,,4.0,2.0,,1.1764,,1.0,,,
12504676,home,Fiorentina,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,,847467,EUR,873936000,D,5,5,True,19.0,18.0,6.0,5.0,0.0,15.0,15.0,3.0,4.0,5.0,4.0,,46.0,25.0,6.8,1.0,0.00068787,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,D,65,65,True,15.0,12.0,3.0,3.0,0.0,8.0,10.0,6.0,7.0,1.0,2.0,,46.0,33.0,7.3,7.0,0.302484,1,,2.0,2.0,1.0,3.0,4.0,,2.0,1.0,,,,,,,3.0,3.0,,0.011,1.0,,1.0,,1.0,,,0.0165,,1.0,,,
12504676,home,Fiorentina,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,ami2r,1121333,EUR,1011830400,M,24,24,True,16.0,9.0,1.0,,0.0,5.0,5.0,4.0,11.0,1.0,2.0,,46.0,28.0,6.5,11.0,0.00896388,0,,,,5.0,9.0,7.0,1.0,3.0,1.0,,,,,1.0,,1.0,,,,,5.0,1.0,,,,,,,,,,
12504676,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,True,20.0,13.0,5.0,,1.0,9.0,10.0,5.0,11.0,3.0,2.0,,46.0,28.0,6.8,7.0,0.0327062,0,,1.0,1.0,,4.0,2.0,,,,,,,2.0,,,,,,,1.0,2.0,3.0,,,,1.0,,1.0,,,,
12504676,home,Fiorentina,Maat Daniel Caprini,,,maat-daniel-caprini,M. D. Caprini,M,28,180,526,M,,1477340,EUR,1139616000,F,63,63,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,1.0,,1.0,5.0,,2.0,0.00018472,0,,,,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
12504676,home,Fiorentina,Pietro Terracciano,,,pietro-terracciano,P. Terracciano,G,1,193,1591,M,,136856,EUR,636854400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Tommaso Martinelli,,,martinelli-tommaso,T. Martinelli,G,50,194,712,M,,1397756,EUR,1136505600,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Cristiano Biraghi,,,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,,122848,EUR,715305600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504676,home,Fiorentina,Michael Kayode,,,michael-kayode,M. Kayode,D,33,179,2419,M,,1137431,EUR,1089417600,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
