match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyConceded,stat_penaltyFaced,stat_clearanceOffLine
10385593,home,Leicester City,Daniel Iversen,,,daniel-iversen,D. Iversen,G,1,193,286,M,796986,EUR,869270400,G,31,31,False,31.0,16.0,20.0,5.0,12.0,14.0,4.0,17.0,1.0,1.0,3.0,1.0,1.0,2.0,90.0,34.0,6.6,15.0,0.0,0.0,0.00078618,0,-0.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385593,home,Leicester City,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,34.0,30.0,1.0,,16.0,18.0,14.0,17.0,1.0,2.0,6.0,,,,90.0,46.0,7.1,6.0,0.1419,0.2249,0.00511317,1,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385593,home,Leicester City,Wout Faes,,,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,45.0,39.0,5.0,1.0,26.0,28.0,13.0,17.0,3.0,7.0,8.0,,,,90.0,57.0,7.4,6.0,0.0,0.0,0.00658124,0,,,3.0,3.0,,,,3.0,1.0,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385593,home,Leicester City,Çağlar Söyüncü,,,caglar-soyuncu,Ç. Söyüncü,D,4,187,4150,M,758608,EUR,832809600,D,4,4,False,46.0,36.0,4.0,2.0,30.0,31.0,6.0,15.0,6.0,11.0,7.0,,,,90.0,67.0,7.7,11.0,0.1773,0.1309,0.00199139,2,,,,,,1.0,,7.0,1.0,2.0,,,,,2.0,1.0,3.0,,soyuncu_caglar,1.0,,,,,,,,,,,,,,
10385593,home,Leicester City,Victor Kristiansen,,,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,31.0,22.0,6.0,2.0,9.0,13.0,14.0,21.0,2.0,9.0,5.0,,,,90.0,57.0,7.2,14.0,0.0,0.0,0.0411499,0,,3.0,2.0,6.0,1.0,,,4.0,,6.0,1.0,2.0,1.0,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
10385593,home,Leicester City,Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,37.0,24.0,5.0,2.0,13.0,14.0,12.0,25.0,1.0,7.0,3.0,,,,67.0,53.0,5.9,17.0,0.0246,0.0,0.018656,1,,2.0,,8.0,4.0,,,1.0,,2.0,2.0,3.0,1.0,1.0,,1.0,3.0,,youritielemans,,,1.0,True,1.0,1.0,1.0,,,,,,,,
10385593,home,Leicester City,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,42,42,False,41.0,32.0,3.0,2.0,17.0,23.0,15.0,18.0,1.0,8.0,9.0,,,,90.0,60.0,7.0,12.0,0.0,0.0,0.137372,0,,,1.0,9.0,3.0,,,2.0,2.0,3.0,,2.0,5.0,4.0,,2.0,,1.0,,,,,,2.0,,,,,,,,,,
10385593,home,Leicester City,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,M,37,37,False,18.0,15.0,2.0,1.0,6.0,8.0,10.0,12.0,1.0,6.0,3.0,,,,77.0,31.0,6.6,6.0,0.4189,0.0,0.026119,2,,2.0,1.0,6.0,4.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,2.0,2.0,2.0,Tete,,,1.0,,1.0,1.0,,1.0,,,,,,,
10385593,home,Leicester City,Kelechi Iheanacho,,,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,M,14,14,False,17.0,14.0,1.0,1.0,6.0,6.0,8.0,11.0,,4.0,2.0,,,,85.0,31.0,7.1,9.0,0.8399,1.0535,0.0256095,3,,,1.0,6.0,1.0,2.0,1.0,,,1.0,3.0,1.0,2.0,2.0,,,1.0,1.0,kelechi72,1.0,,,,3.0,,,,1.0,,,,,,
10385593,home,Leicester City,Patson Daka,,,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,M,20,20,False,26.0,16.0,,,7.0,10.0,9.0,18.0,4.0,7.0,3.0,,,,90.0,44.0,6.2,18.0,0.6412,0.8718,0.0139477,4,,2.0,5.0,14.0,2.0,3.0,,,1.0,1.0,4.0,6.0,1.0,,,1.0,2.0,,patsondaka,,,,,,1.0,,1.0,,,,,,,
