match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,captain,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_totalContest,stat_outfielderBlock,stat_shotOffTarget,stat_goals,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyMiss,stat_accurateCross,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
14053582,home,Excelsior,Gyan de Regt,,,gyan-de-regt,G. d. Regt,M,11,176,358,M,1126966,EUR,1061164800,F,11,11,False,29.0,19.0,1.0,1.0,0.0,5.0,7.0,14.0,22.0,3.0,1.0,2.0,1.0,,,,,,,90.0,47.0,7.1,22.0,0.219411,161.31457221486,13.0,92.4,23.31,,0,,0.32,0.39,-0.11,,,2.0,4.0,2.0,1.0,,11.0,,,,,,1.0,,,,1.0,,1.0,,,,,,2.0,,,,1.0,,,,
14053582,home,Excelsior,Stan Henderikx,Stan Hendrikx,,henderikx-stan,S. Henderikx,D,5,187,51,M,1133679,EUR,1057622400,D,5,5,True,33.0,26.0,4.0,1.0,0.0,13.0,15.0,13.0,18.0,6.0,3.0,3.0,1.0,,,,,,,75.0,55.0,6.7,11.0,0.0558056,48.190665815862,9.0,3.465,9.66,,1,,0.28,0.04,-0.22,,1.0,,6.0,1.0,1.0,,1.0,,,,5.0,5.0,4.0,0.0096,0.01,1.0,1.0,0.0455,,,,,,,,,,,,,,,
14053582,home,Excelsior,Stijn Middendorp,Stijn,Middendorp,stijn-middendorp,S. Middendorp,M,36,186,61,M,1891895,EUR,1076544000,M,25,25,True,9.0,4.0,,,0.0,4.0,5.0,,4.0,2.0,2.0,3.0,,,,,,,,24.0,16.0,6.6,7.0,0.00031666,25.461830153681,4.0,-6.09,5.04,,0,,-0.2,-0.12,0.28,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
14053582,home,Excelsior,Jerolldino Bergraaf,Jerolldino,Bergraaf,jerolldino-armantrading,J. Bergraaf,F,33,190,97,M,1893852,EUR,1152057600,F,33,33,True,3.0,1.0,,,0.0,,,1.0,3.0,1.0,3.0,,,,,,,,,24.0,9.0,6.7,3.0,0.0406766,12.230623389142,2.0,3.78,6.405,,0,,-0.01,0.09,0.2,,1.0,1.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,
14053582,home,Excelsior,Yoon Do-young,Do-young Yun,,do-young-yun,D. Yun,M,20,172,655,M,1500752,EUR,1161993600,F,7,7,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,1.0,,,,,,,,10.0,7.0,6.5,1.0,0.00295785,,,,,,0,,0.02,,0.14,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14053582,home,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,True,3.0,,,,0.0,,,,3.0,1.0,,,,,,,,,,10.0,4.0,6.5,3.0,,,,,,,0,,-0.07,,-0.01,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,home,Excelsior,Calvin Raatsie,,,calvin-raatsie,C. Raatsie,G,16,188,83,M,961616,EUR,1013212800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,home,Excelsior,Lewis Schouten,,,lewis-schouten,L. Schouten,D,14,191,149,M,1145987,EUR,1075852800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,home,Excelsior,Mathijs Tielemans,,,mathijs-tielemans,M. Tielemans,M,8,181,116,M,966542,EUR,1019779200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,home,Excelsior,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,F,75,181,893,M,1019892,EUR,1029369600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Timo Jansink,,,jansink-timo,T. Jansink,G,16,197,38,M,1189737,EUR,1047772800,G,16,16,False,37.0,26.0,24.0,13.0,0.0,16.0,17.0,10.0,20.0,,1.0,11.0,,,3.0,4.0,,,,90.0,47.0,8.8,11.0,0.0108007,3.5961213828234,1.0,-1.995,-1.995,1.2467,0,0.6617,0.25,0.0,0.14,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14053582,away,Heracles Almelo,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,23,23,False,35.0,27.0,3.0,2.0,0.0,12.0,14.0,15.0,21.0,3.0,2.0,,1.0,,,,,,,81.0,54.0,6.5,14.0,0.0307282,60.619737956505,8.0,23.835,16.59,,0,,0.01,-0.09,-0.19,,2.0,,3.0,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,
14053582,away,Heracles Almelo,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,60.0,52.0,12.0,6.0,0.0,36.0,39.0,16.0,21.0,3.0,4.0,3.0,1.0,,,,,,,90.0,73.0,7.0,11.0,0.010449,78.121049708733,9.0,-33.495,10.395,,0,,0.22,0.07,0.43,,6.0,1.0,7.0,,1.0,True,,,,,1.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Alec Van Hoorenbeeck,,,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,18,18,False,51.0,39.0,8.0,2.0,0.0,31.0,36.0,8.0,15.0,4.0,8.0,2.0,,,,,,,,90.0,60.0,6.4,12.0,0.0065652,172.10958426618,20.0,41.79,15.855,,0,,-0.23,-0.02,-0.14,,2.0,3.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,
14053582,away,Heracles Almelo,Ivan Mesík,,,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,28.0,13.0,2.0,1.0,0.0,8.0,14.0,5.0,14.0,3.0,2.0,1.0,,,,,,,,90.0,54.0,5.8,19.0,0.0297628,20.181408537005,5.0,-0.42000000000001,3.465,,1,,-0.35,0.05,0.29,,3.0,1.0,5.0,1.0,1.0,,3.0,,,1.0,2.0,2.0,1.0,0.0724,-0.12,,,,,,1.0,,,,,,,,1.0,,,,
14053582,away,Heracles Almelo,Bryan Limbombe,,,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,M,7,7,False,11.0,9.0,,,0.0,2.0,3.0,7.0,8.0,1.0,,1.0,1.0,,,,,,,60.0,23.0,6.1,12.0,0.0921577,34.992146069022,6.0,-7.14,3.255,,0,,0.02,0.08,-0.07,,,,6.0,,3.0,,5.0,1.0,,,,,4.0,,,,,,1.0,,,,,,1.0,,,,,,,,
14053582,away,Heracles Almelo,Ajdin Hrustić,,,ajdin-hrustic,A. Hrustić,M,70,183,342,M,788284,EUR,836524800,M,70,70,False,53.0,44.0,5.0,4.0,1.0,17.0,18.0,27.0,35.0,4.0,1.0,6.0,1.0,,,,,,,90.0,85.0,7.3,31.0,0.236826,229.72293538102,23.0,-82.53,13.545,,0,,0.1,0.2,-0.02,,,,2.0,,4.0,,18.0,1.0,,,1.0,,,,,,1.0,,3.0,1.0,,,2.0,,2.0,,,,3.0,,,,
14053582,away,Heracles Almelo,Jan Žambůrek,,,jan-zamburek,J. Žambůrek,M,13,182,81,M,930295,EUR,982022400,M,13,13,False,26.0,22.0,5.0,3.0,0.0,14.0,15.0,8.0,11.0,3.0,1.0,2.0,,,,,,,,59.0,32.0,6.8,6.0,0.0100495,41.022697660667,6.0,-5.355,3.78,,0,,0.02,0.02,0.14,,1.0,2.0,2.0,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Walid Ould-Chikh,,,walid-ould-chikh,W. Ould-Chikh,M,73,186,187,M,1066450,EUR,941846400,M,73,73,False,27.0,19.0,4.0,,0.0,5.0,8.0,14.0,19.0,10.0,1.0,3.0,5.0,,,,,,,81.0,48.0,8.5,14.0,0.142388,173.47116613056,20.0,-63.63,10.71,,1,,0.07,0.31,-0.04,,1.0,,4.0,1.0,2.0,,2.0,1.0,,,3.0,2.0,,0.0421,0.54,1.0,,0.2791,3.0,,,1.0,2.0,,1.0,,,,,,,,
14053582,away,Heracles Almelo,Luka Kulenović,,,luka-kulenovic,L. Kulenović,F,19,190,730,M,998999,EUR,938476800,F,19,19,False,22.0,16.0,1.0,1.0,0.0,2.0,3.0,14.0,19.0,10.0,4.0,4.0,1.0,,,,,,,90.0,39.0,7.9,14.0,0.20834,34.938781263804,7.0,-23.625,0.73500000000001,,2,,0.03,0.13,0.17,,3.0,9.0,8.0,,7.0,,,1.0,1.0,,,,4.0,0.1778,0.52,1.0,1.0,0.8341,,,,1.0,,,2.0,,,,,,,,1.0
14053582,away,Heracles Almelo,Jizz Hornkamp,,,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,F,9,9,False,12.0,6.0,,,1.0,1.0,2.0,5.0,10.0,3.0,,2.0,1.0,,,,,,,90.0,22.0,6.7,7.0,0.0417697,67.148582268682,7.0,4.2,12.81,,5,,-0.29,0.39,-0.06,,1.0,,5.0,1.0,,,,1.0,1.0,,1.0,,2.0,0.8722,0.23,2.0,,1.0443,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,
14053582,away,Heracles Almelo,Thomas Bruns,,,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,10,10,True,17.0,12.0,3.0,1.0,0.0,9.0,11.0,3.0,6.0,3.0,2.0,4.0,1.0,,,,,,,31.0,25.0,6.8,6.0,0.00046473,81.376297827646,8.0,-62.16,1.68,,0,,-0.08,0.06,0.2,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
14053582,away,Heracles Almelo,Mario Engels,,,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,True,7.0,6.0,1.0,,0.0,2.0,2.0,4.0,5.0,1.0,,,,,,,,,,30.0,14.0,7.1,5.0,0.0695888,72.82775694102,6.0,-42.0,10.92,,1,,-0.01,0.04,0.13,,,,1.0,,,,,,,,,,,0.1737,-0.32,1.0,,0.3356,2.0,,,,1.0,,,,,,,,,,
14053582,away,Heracles Almelo,Jannes Wieckhoff,,,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,,,,,,,9.0,12.0,6.8,1.0,0.0357206,16.306219734582,3.0,6.405,4.095,,0,,0.02,0.07,0.16,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Djevencio van der Kust,,,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,True,4.0,4.0,,,0.0,,,4.0,4.0,,,1.0,,,,,,,,9.0,5.0,6.7,1.0,0.0837091,18.474601993509,3.0,-9.87,2.1,,0,,-0.07,0.29,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Fabian de Keijzer,,,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Robin Mantel,,,robin-mantel,R. Mantel,G,30,195,29,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053582,away,Heracles Almelo,Lorenzo Milani,,,lorenzo-milani,L. Milani,D,20,178,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
