match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotValueNormalized,stat_aerialLost,stat_clearanceOffLine,captain,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_wonContest,stat_hitWoodwork,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside
14598949,home,Barnsley,Murphy Cooper,,,mahoney-murphy,M. Mahoney,G,13,186.0,43,M,1179246,EUR,1009411200.0,G,1,1,False,25.0,15.0,15.0,5.0,0.0,11.0,13.0,4.0,12.0,1.0,1.0,8.0,1.0,4.0,5.0,2.0,2.0,90.0,38.0,5.0,10.0,0.7573,0,0.0,0.0,-0.59,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598949,home,Barnsley,Maël de Gevigney,,,mael-de-gevigney,M. d. Gevigney,D,6,186.0,40,M,1013947,EUR,937872000.0,D,6,6,False,44.0,37.0,3.0,1.0,0.0,27.0,32.0,10.0,12.0,8.0,1.0,4.0,5.0,,,,,90.0,72.0,5.8,13.0,,1,0.07,0.07,-0.92,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.21,,,,,,,,,,,,,,,,
14598949,home,Barnsley,Jake Rooney,,,jake-rooney,J. Rooney,D,20,188.0,85,M,1068582,EUR,1061510400.0,D,18,18,False,43.0,39.0,7.0,4.0,0.0,33.0,36.0,6.0,7.0,2.0,4.0,,,,,,,81.0,53.0,5.9,5.0,,0,0.04,0.03,-0.56,,1.0,,2.0,,,,,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
14598949,home,Barnsley,Jack Shepherd,,,jack-shepherd,J. Shepherd,D,5,189.0,36,M,1513463,EUR,983836800.0,D,5,5,False,27.0,23.0,3.0,2.0,0.0,11.0,14.0,12.0,13.0,2.0,2.0,6.0,1.0,,,,,58.0,34.0,6.6,5.0,,0,0.04,0.01,-0.43,,,,2.0,,,,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
14598949,home,Barnsley,Nathanael Ogbeta,,,nathanael-ogbeta,N. Ogbeta,D,14,179.0,91,M,970360,EUR,988416000.0,D,14,14,False,14.0,14.0,1.0,1.0,0.0,9.0,9.0,5.0,5.0,3.0,1.0,,2.0,,,,,58.0,25.0,6.2,3.0,,0,0.17,0.06,-0.51,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14598949,home,Barnsley,Luca Connell,,,luca-connell,L. Connell,M,48,177.0,125,M,972348,EUR,987724800.0,M,48,48,False,37.0,30.0,4.0,2.0,0.0,19.0,21.0,11.0,16.0,5.0,1.0,4.0,1.0,,,,,57.0,49.0,7.1,8.0,,0,0.22,0.09,-0.19,,2.0,,,,,,1.0,1.0,4.0,3.0,,,,,,True,1.0,1.0,,,,,,,,,,,
14598949,home,Barnsley,Vimal Yoganathan,,,vimal-yoganathan,V. Yoganathan,M,45,191.0,192,M,1519980,EUR,1137110400.0,M,45,45,False,33.0,26.0,2.0,1.0,0.0,19.0,23.0,7.0,10.0,7.0,,7.0,3.0,,,,,90.0,42.0,6.4,8.0,,0,-0.15,0.05,-0.36,,,2.0,3.0,,1.0,,,2.0,2.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,
14598949,home,Barnsley,Neil Farrugia,,,neil-farrugia,N. Farrugia,M,20,185.0,66,M,910389,EUR,927072000.0,M,23,23,False,28.0,24.0,,,0.0,11.0,13.0,13.0,15.0,8.0,,8.0,5.0,,,,,90.0,50.0,6.1,15.0,,1,-0.1,0.17,-0.38,,2.0,1.0,9.0,2.0,4.0,1.0,,1.0,2.0,2.0,3.0,2.0,-0.09,,,,,,1.0,,,,,,,,,,
14598949,home,Barnsley,Jon Russell,,,russell-jon,J. Russell,M,13,193.0,472,M,976273,EUR,971049600.0,M,3,3,False,32.0,26.0,1.0,,0.0,10.0,12.0,16.0,20.0,4.0,,5.0,,,,,,90.0,44.0,6.1,12.0,,1,0.02,0.53,-0.38,,,1.0,6.0,,3.0,1.0,,,1.0,1.0,5.0,2.0,-0.18,3.0,,,,,,2.0,,,,,,,,,
14598949,home,Barnsley,Reyes Cleary,,,reyes-cleary,R. Cleary,M,19,185.0,267,M,1099057,EUR,1081814400.0,M,19,19,False,9.0,5.0,,,0.0,2.0,2.0,3.0,7.0,8.0,,2.0,3.0,,,,,90.0,32.0,6.3,17.0,,0,-0.06,0.16,-0.34,,5.0,,6.0,1.0,8.0,,,,1.0,1.0,3.0,1.0,,,,,,,,4.0,1.0,,,,,,,,
