match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAShot,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
13472722,home,Juventude,Jandrei,,,jandrei,Jandrei,G,93,186.0,1016,M,874979,EUR,730944000,G,13,13,False,20.0,14.0,14.0,9.0,0.0,11.0,12.0,3.0,8.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,90.0,27.0,7.1,6.0,0.0010371,0,-0.6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Reginaldo,,,reginaldo,Reginaldo,D,93,174.0,102,M,555456,EUR,730339200,D,93,93,False,15.0,14.0,,,0.0,6.0,6.0,8.0,9.0,5.0,1.0,,,,,,60.0,31.0,6.5,7.0,0.00364683,1,,4.0,1.0,1.0,1.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Luan Freitas,,,luan-freitas,Luan Freitas,D,4,184.0,248,M,986064,EUR,979948800,D,3,3,False,29.0,26.0,4.0,2.0,0.0,20.0,20.0,6.0,9.0,6.0,,,,,,,90.0,40.0,7.1,3.0,0.0928434,0,,,,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Wilker Ángel,,,wilker-angel,W. Ángel,D,4,190.0,807,M,147358,EUR,732412800,D,4,4,False,22.0,21.0,1.0,,0.0,16.0,16.0,5.0,6.0,3.0,,,,,,,90.0,29.0,6.7,1.0,0.00092021,1,,,3.0,,,0.1827,,1.0,2.0,,1.0,,,2.0,1.0,2.0,1.0,0.5213,,,,,,,,,,,,,,
13472722,home,Juventude,Alan Ruschel,,,alan-ruschel,A. L. Ruschel,D,28,175.0,447,M,551674,EUR,619833600,D,28,28,False,20.0,16.0,2.0,1.0,0.0,13.0,16.0,3.0,4.0,2.0,4.0,,,,,,90.0,49.0,6.3,16.0,0.0020002,0,,3.0,5.0,,,,1.0,5.0,,,1.0,,,,,2.0,1.0,,True,3.0,3.0,3.0,,,,,,,,,,
13472722,home,Juventude,Rafael Bilú,,,rafael-bilu,Rafael Bilú,F,99,174.0,313,M,959005,EUR,924652800,M,99,99,False,7.0,6.0,,,0.0,3.0,3.0,3.0,4.0,,3.0,,,,,,45.0,17.0,6.7,6.0,0.00197203,0,,3.0,,,,,1.0,4.0,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,
13472722,home,Juventude,Jádson,,,jadson,Jádson,M,16,171.0,454,M,243651,EUR,746668800,M,16,16,False,21.0,18.0,2.0,,0.0,13.0,13.0,5.0,8.0,,2.0,,,,,,76.0,29.0,6.4,6.0,0.0274298,0,,1.0,4.0,1.0,,,,2.0,,,,,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,
13472722,home,Juventude,Caique Gonçalves,,,caique-goncalves,Caique,M,95,178.0,364,M,871032,EUR,813283200,M,95,95,False,28.0,26.0,2.0,2.0,0.0,20.0,22.0,6.0,6.0,3.0,5.0,,,,,,90.0,39.0,7.0,2.0,0.0029445,0,,,,,,,1.0,5.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Luis Mandaca,Luis Mandaca,,luis-mandaca,L. Mandaca,M,44,178.0,388,M,1116677,EUR,1001980800,M,44,44,False,24.0,17.0,2.0,2.0,0.0,7.0,13.0,10.0,11.0,3.0,6.0,,,,,,90.0,42.0,6.4,12.0,0.00572153,1,,1.0,7.0,2.0,,0.0806,,3.0,,1.0,,,,2.0,,3.0,,,,,2.0,3.0,,,,1.0,,,,,,
13472722,home,Juventude,Gabriel Taliari,,,gabriel-taliari,G. Taliari,F,19,176.0,441,M,933955,EUR,860889600,M,19,19,False,6.0,4.0,2.0,1.0,0.0,3.0,4.0,1.0,2.0,2.0,4.0,,,,,,83.0,23.0,6.2,7.0,0.0119369,2,,2.0,11.0,,,0.0374,,2.0,1.0,,2.0,1.0,,2.0,,4.0,,,,3.0,1.0,,1.0,2.0,,2.0,,,,,,
13472722,home,Juventude,Nenê,,,nene,Nenê,M,10,181.0,1562,M,5672,EUR,364348800,F,10,10,False,13.0,10.0,3.0,2.0,0.0,3.0,4.0,7.0,9.0,,4.0,,,,,,61.0,25.0,7.1,8.0,0.0526579,0,,5.0,2.0,2.0,,,,5.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,2.0,2.0,,2.0,,,,,,,
13472722,home,Juventude,Gabriel Veron,,,gabriel-veron,G. Veron,M,27,176.0,2553,M,1002819,EUR,1031011200,F,7,7,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,,45.0,6.0,6.3,3.0,,1,,,8.0,,,0.061,,1.0,,1.0,1.0,1.0,,2.0,,2.0,,,,1.0,,,,3.0,,1.0,,,,,,
13472722,home,Juventude,Igor Formiga,,,igor-formiga,Igor Formiga,D,32,175.0,269,M,1009030,EUR,915753600,D,32,32,True,6.0,5.0,,,0.0,3.0,4.0,2.0,2.0,,2.0,,,,,,30.0,22.0,6.7,6.0,0.0199129,0,,2.0,3.0,1.0,,,,3.0,,2.0,2.0,1.0,,1.0,,,,,,2.0,2.0,,1.0,,1.0,,,,,,,
13472722,home,Juventude,Matheus Babi,,,matheus-babi,Matheus Babi,F,17,191.0,465,M,1007431,EUR,869184000,F,17,17,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,29.0,4.0,6.3,3.0,0.00020182,0,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
13472722,home,Juventude,Lucas Fernandes,,,lucas-fernandes,Lucas Fernandes,M,33,176.0,222,M,837871,EUR,874713600,M,33,33,True,4.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,14.0,7.0,6.3,2.0,0.00031889,0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
13472722,home,Juventude,Gilberto,,,gilberto,Gilberto,F,9,178.0,814,M,158561,EUR,613008000,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,11.0,4.0,6.4,2.0,2.853e-05,0,,,4.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,
13472722,home,Juventude,Gastón Guruceaga,,,gaston-guruceaga,G. Guruceaga,G,22,190.0,124,M,589614,EUR,795225600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Marcelo Hermes,,,marcelo-hermes,M. Hermes,D,22,177.0,288,M,783490,EUR,791596800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Bernardo Tichz Toffolo,Bernardo,Tichz Toffolo,bernardo-tichz-toffolo,B. T. Toffolo,D,43,,36,M,1631649,EUR,1110499200,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Peixoto,,,peixoto,Peixoto,M,72,181.0,94,M,1049781,EUR,867628800,M,72,72,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Ênio,,,enio,Ênio,M,97,168.0,256,M,1015935,EUR,983577600,M,97,97,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Giovanny,,,giovanny,Giovanny,M,11,175.0,203,M,797649,EUR,874627200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472722,home,Juventude,Juan Sforza,,,juan-sforza,J. Sforza,M,13,179.0,1614,M,1003013,EUR,1013644800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
