match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_clearanceOffLine,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceMissed
13472788,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,11.0,7.0,9.0,5.0,0.0,3.0,3.0,4.0,8.0,4.0,4.0,2.0,3.0,2.0,90.0,21.0,6.5,4.0,0.00042875,0,-0.6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,,37.0,26.0,7.0,1.0,0.0,13.0,15.0,13.0,22.0,5.0,4.0,,,,90.0,47.0,6.3,12.0,0.005698,0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,,15.0,13.0,2.0,1.0,0.0,9.0,10.0,4.0,5.0,8.0,2.0,,,,90.0,34.0,7.2,2.0,0.00094717,1,,,3.0,1.0,10.0,1.0,,7.0,,,,,,1.0,1.0,4.0,0.0152,0.1944,,,,,,,,,,,,,,
13472788,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,35.0,27.0,7.0,2.0,0.0,11.0,13.0,16.0,22.0,9.0,6.0,,,,90.0,52.0,7.1,9.0,0.013226,0,,2.0,2.0,5.0,3.0,,1.0,1.0,,2.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,
13472788,home,São Paulo,Cédric Soares,cedric-soares,C. Soares,M,6,172,2813,M,44760,EUR,683596800,M,6,6,False,,31.0,22.0,4.0,1.0,0.0,9.0,12.0,13.0,19.0,1.0,4.0,,,,90.0,58.0,7.1,14.0,0.0379906,0,,,1.0,2.0,8.0,,,6.0,1.0,,2.0,,,,,4.0,,,1.0,,3.0,2.0,2.0,1.0,,,,,,,,
13472788,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,,18.0,12.0,1.0,1.0,0.0,7.0,9.0,5.0,9.0,1.0,5.0,,,,54.0,25.0,6.4,7.0,0.0085822,0,,,,5.0,2.0,1.0,,2.0,,3.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
13472788,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,,33.0,25.0,5.0,1.0,0.0,13.0,18.0,12.0,15.0,3.0,3.0,,,,90.0,46.0,6.5,9.0,0.0053222,0,,1.0,,5.0,6.0,2.0,,3.0,1.0,2.0,1.0,Pablo Maia,,,1.0,2.0,,,,,,,,,3.0,,,,,,,
13472788,home,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,M,13,13,False,,30.0,23.0,3.0,,1.0,8.0,10.0,15.0,20.0,3.0,5.0,,,,90.0,75.0,6.7,29.0,0.467769,2,,2.0,3.0,8.0,9.0,,,4.0,3.0,,2.0,,,,,1.0,0.0423,,4.0,,5.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,,
13472788,home,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,F,20,20,False,,23.0,21.0,2.0,1.0,1.0,4.0,5.0,17.0,18.0,,4.0,,,,65.0,31.0,7.1,8.0,0.241134,0,,1.0,,4.0,2.0,1.0,,,5.0,1.0,1.0,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,
13472788,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,,32.0,26.0,2.0,1.0,0.0,9.0,13.0,17.0,19.0,2.0,3.0,,,,90.0,47.0,7.5,10.0,0.0352825,2,,1.0,3.0,2.0,5.0,1.0,,,3.0,,,,,1.0,,,1.0242,0.9953,1.0,,,,,1.0,2.0,,1.0,,luciano10,1.0,,
13472788,home,São Paulo,Gonzalo Tapia,tapia-gonzalo,G. Tapia,F,14,178,4048,M,1002947,EUR,1014336000,F,14,14,False,,7.0,4.0,,,0.0,2.0,2.0,2.0,5.0,,2.0,,,,82.0,19.0,7.7,7.0,0.00131621,5,,4.0,2.0,7.0,4.0,,1.0,1.0,3.0,3.0,,,,2.0,,1.0,0.667,0.8649,1.0,,1.0,,,1.0,,,3.0,,,1.0,,
13472788,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,True,,20.0,18.0,3.0,2.0,0.0,5.0,6.0,13.0,14.0,1.0,2.0,,,,36.0,26.0,6.6,4.0,0.010497,0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,
13472788,home,São Paulo,Rodriguinho,rodriguinho,Rodriguinho,M,15,185,1942,M,1200730,EUR,1079395200,M,15,15,True,,8.0,6.0,,,0.0,,1.0,6.0,7.0,,,,,,25.0,22.0,7.3,6.0,0.10501,1,,,1.0,2.0,7.0,,,1.0,,,2.0,Rodriguinho,,1.0,,1.0,0.0262,0.0347,4.0,,4.0,2.0,1.0,3.0,2.0,,,,,,1.0,
13472788,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,F,7,7,True,,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,,8.0,7.0,6.5,1.0,0.00174595,1,,,1.0,1.0,1.0,,,,,,,,,,,,0.0869,,1.0,,,,,,,,1.0,,lucasmoura7,,,
13472788,home,São Paulo,Young,young,Young,G,50,201,1659,M,1116957,EUR,1015459200,G,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Young,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Maílton,mailton,Maílton,D,22,169,775,M,973857,EUR,896572800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Wendell,wendell,Wendell,D,18,176,3255,M,335033,EUR,743126400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Felipe Negrucci,felipe-negrucci,F. Negrucci,M,43,180,1098,M,1485598,EUR,1084492800,M,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Felipe Negrucci,,,,,,,,,,,,,,,,,,,,
13472788,home,São Paulo,Oscar,oscar,Oscar,M,8,179,11909,M,39400,EUR,684374400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oscar_emboaba,,,
13472788,home,São Paulo,Juan Dinenno,juan-dinenno,J. Dinenno,F,19,186,2673,M,350082,EUR,778032000,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472788,away,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,243529,EUR,566352000,G,21,21,False,,21.0,13.0,12.0,4.0,0.0,9.0,11.0,4.0,10.0,1.0,7.0,1.0,3.0,,90.0,30.0,6.5,8.0,0.00175007,0,0.0892,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,Weverton,,,
13472788,away,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,1106603,EUR,1074211200,D,4,4,False,,13.0,10.0,2.0,1.0,0.0,6.0,6.0,4.0,7.0,,3.0,,,,45.0,34.0,6.4,7.0,0.0562164,0,,1.0,,2.0,4.0,,,3.0,,,1.0,Agustín Giay,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,
13472788,away,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,220833,EUR,736646400,D,15,15,False,True,29.0,19.0,5.0,,0.0,17.0,18.0,2.0,11.0,8.0,4.0,,,,90.0,49.0,6.8,14.0,0.0006392,0,,3.0,7.0,4.0,13.0,,1.0,2.0,,,,,,,,1.0,,,2.0,,2.0,,1.0,2.0,2.0,,,,gustavogomez,,,
13472788,away,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,874729,EUR,859420800,D,26,26,False,,18.0,12.0,3.0,2.0,0.0,8.0,9.0,4.0,9.0,3.0,1.0,,,,45.0,24.0,6.3,6.0,0.00218213,0,,2.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
13472788,away,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,881110,EUR,903916800,D,22,22,False,,18.0,15.0,2.0,,0.0,8.0,9.0,7.0,9.0,1.0,1.0,,,,65.0,34.0,6.3,9.0,0.00572693,1,,,,2.0,,,1.0,,2.0,1.0,,,,1.0,,,0.0163,0.0103,,,1.0,,1.0,,,,,,,,,
13472788,away,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,977677,EUR,926553600,M,5,5,False,,29.0,26.0,2.0,1.0,1.0,10.0,11.0,16.0,18.0,4.0,1.0,,,,90.0,42.0,6.7,6.0,0.4314,0,,2.0,,7.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,,,,
13472788,away,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,840020,EUR,803520000,M,23,23,False,,12.0,12.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,,2.0,,,,45.0,25.0,6.2,5.0,0.0147264,2,,,,4.0,2.0,,,,,1.0,,,,,,,0.0377,,2.0,,2.0,,1.0,,2.0,,1.0,1.0,raphaelveiga,,,
13472788,away,Palmeiras,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14310,M,285949,EUR,820454400,M,8,8,False,,38.0,32.0,7.0,3.0,0.0,13.0,16.0,19.0,22.0,,2.0,,,,90.0,51.0,6.4,15.0,0.0314251,0,,,,3.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,9.0,2.0,,,,,,,andreaspereira,,,
13472788,away,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,152276,EUR,734832000,M,7,7,False,,18.0,16.0,,,0.0,5.0,5.0,11.0,13.0,1.0,3.0,,,,65.0,33.0,6.3,10.0,0.0105179,0,,,,2.0,2.0,,,,5.0,,,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,,F_Andersoon,,,
13472788,away,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,1094179,EUR,976060800,F,42,42,False,,22.0,15.0,2.0,2.0,0.0,3.0,4.0,12.0,18.0,,3.0,,,,90.0,36.0,8.0,12.0,0.202248,4,,1.0,2.0,4.0,3.0,,,,4.0,2.0,3.0,José López,,2.0,,,0.1559,0.898,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,
13472788,away,Palmeiras,Vitor Roque,vitor-roque,V. Roque,F,9,174,72751,M,1150391,EUR,1109548800,F,9,9,False,,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,2.0,,,,90.0,33.0,6.6,15.0,0.0970479,4,,3.0,,16.0,6.0,,,1.0,1.0,,1.0,Vitor Roque,,2.0,,1.0,0.2469,0.6252,9.0,,,,6.0,2.0,3.0,,1.0,1.0,VRoque,1.0,,1.0
13472788,away,Palmeiras,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,True,,16.0,12.0,2.0,1.0,0.0,6.0,7.0,6.0,9.0,3.0,4.0,,,,45.0,24.0,6.9,4.0,0.00379713,1,,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,1.0,,1.0,0.165,,,,,,,,,,,,,,,1.0
13472788,away,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,18,18,True,,17.0,13.0,3.0,,2.0,5.0,6.0,8.0,11.0,,5.0,,,,45.0,22.0,7.6,5.0,0.0683903,1,,,,2.0,2.0,,,1.0,,1.0,2.0,,,,,1.0,0.0217,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,
