match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_punches,stat_lastManTackle,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside
14083426,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,31.0,25.0,19.0,13.0,0.0,21.0,25.0,4.0,6.0,1.0,1.0,6.0,3.0,1.0,6.0,90.0,40.0,7.5,6.0,0.00077661,0.8157,0,0.118,0.04,-0.02,-0.39,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083426,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,43.0,34.0,7.0,1.0,0.0,16.0,16.0,18.0,27.0,2.0,1.0,4.0,,,,90.0,63.0,5.9,13.0,0.029668,,0,,0.1,0.12,-0.55,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083426,home,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,False,49.0,48.0,3.0,2.0,0.0,38.0,38.0,10.0,11.0,3.0,1.0,4.0,,,,90.0,51.0,5.3,1.0,0.0613777,,0,,0.27,0.03,-1.0,,,2.0,1.0,1.0,,,,,,2.0,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083426,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,50.0,49.0,8.0,8.0,0.0,35.0,36.0,14.0,14.0,,,4.0,,,,90.0,59.0,6.6,1.0,0.0123555,,1,,0.26,0.02,-0.39,,,,5.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.1468,-0.2,,,,,,,,,,,,,,,,
14083426,home,Levante UD,Diego Pampín,diego-pampin,D. Pampín,D,6,173,127,M,855837,EUR,953078400,D,6,6,False,41.0,37.0,5.0,2.0,0.0,20.0,20.0,17.0,21.0,4.0,1.0,6.0,,,,90.0,60.0,6.1,7.0,0.0550814,,0,,0.08,0.19,-0.64,,,6.0,3.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14083426,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,27.0,24.0,1.0,1.0,0.0,6.0,7.0,18.0,20.0,6.0,,5.0,,,,74.0,46.0,6.2,14.0,0.0366961,,2,,0.31,0.22,-0.33,,1.0,2.0,,,,2.0,,5.0,,1.0,2.0,,,,,1.0,,,,0.2041,-0.52,,3.0,2.0,,1.0,1.0,0.0976,,,,,,,,,
14083426,home,Levante UD,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,966802,EUR,974246400,M,12,12,False,32.0,25.0,3.0,1.0,0.0,17.0,22.0,8.0,10.0,6.0,3.0,4.0,,,,65.0,39.0,6.5,8.0,0.277495,,0,,0.4,0.09,-0.3,,1.0,4.0,1.0,,,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,
14083426,home,Levante UD,Oriol Rey,rey-oriol,O. Rey,M,20,175,383,M,859769,EUR,888364800,M,20,20,False,53.0,49.0,5.0,4.0,0.0,21.0,21.0,28.0,32.0,2.0,,2.0,,,,90.0,61.0,6.9,4.0,0.054559,,0,,0.32,0.17,-0.18,,1.0,1.0,3.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
14083426,home,Levante UD,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,8,8,False,18.0,15.0,2.0,,0.0,10.0,12.0,5.0,6.0,3.0,,4.0,,,,65.0,30.0,6.4,7.0,0.0386109,,2,,0.06,0.09,-0.13,,2.0,4.0,2.0,,,1.0,,2.0,1.0,2.0,1.0,,,,1.0,,,,,0.0609,-0.19,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,
14083426,home,Levante UD,Etta Eyong,etta-eyong,E. Eyong,F,21,181,18339,M,1393673,EUR,1066089600,F,21,21,False,15.0,12.0,,,0.0,6.0,7.0,6.0,8.0,6.0,1.0,,,,,74.0,38.0,8.0,12.0,0.00353647,,4,,0.07,0.31,0.19,,,7.0,,,,4.0,2.0,6.0,,1.0,,Etta Eyong,,,3.0,,,,1.0,0.9258,0.52,1.0,3.0,,,1.0,2.0,0.9935,,,1.0,,,,,,
