match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_challengeLost,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_hitWoodwork,stat_goals
13981543,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800,G,22,22,False,38.0,29.0,21.0,12.0,0.0,21.0,25.0,8.0,13.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,90.0,51.0,6.8,9.0,0.00272402,49.464373541821,6.0,14.175,12.075,-0.0001,0,-0.758,0.08,0.14,0.15,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981543,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,37.0,30.0,3.0,1.0,0.0,26.0,31.0,4.0,6.0,1.0,1.0,6.0,4.0,,,,90.0,67.0,6.4,11.0,0.00532277,42.375686987828,8.0,-11.13,3.885,,1,,-0.02,-0.09,-0.05,,True,1.0,1.0,2.0,4.0,1.0,1.0,0.0093,-0.03,,,,,,,,,,,,,,,,,,,,,,,,
13981543,home,Pisa,Raúl Albiol,raul-albiol,R. Albiol,D,39,190.0,1235,M,3041,EUR,494640000,D,39,39,False,47.0,37.0,13.0,5.0,0.0,25.0,27.0,12.0,20.0,,1.0,7.0,3.0,,,,80.0,57.0,6.5,10.0,0.00653496,118.24691153695,18.0,23.73,8.295,,0,,0.1,0.07,0.15,,,3.0,,1.0,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13981543,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,31.0,25.0,8.0,4.0,0.0,18.0,19.0,7.0,12.0,1.0,3.0,7.0,3.0,,,,90.0,46.0,6.8,7.0,0.00705785,164.54320528869,12.0,129.15,30.87,,0,,0.07,0.12,-0.06,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
13981543,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,34.0,23.0,4.0,3.0,0.0,6.0,7.0,17.0,27.0,4.0,6.0,3.0,6.0,,,,90.0,53.0,7.9,19.0,0.683327,92.51239050323,11.0,25.095,25.095,,1,,0.79,0.19,-0.05,,,4.0,,,1.0,2.0,,0.06,0.02,,,4.0,,,2.0,3.0,1.0,1.0,1.0,1.0,0.1816,3.0,,,,,,,,,,,
13981543,home,Pisa,Gabriele Piccinini,gabriele-piccinini,G. Piccinini,M,36,184.0,125,M,970778,EUR,986515200,M,36,36,False,15.0,11.0,1.0,1.0,0.0,6.0,8.0,5.0,7.0,1.0,8.0,1.0,2.0,,,,71.0,32.0,7.5,10.0,0.549627,71.749863616871,9.0,47.88,12.495,,2,,0.53,0.01,0.13,,,4.0,,,,2.0,1.0,0.1815,-0.32,,,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,,0.0101,1.0,2.0,1.0,1.0,1.0,,,,,,,
13981543,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,52.0,45.0,8.0,5.0,0.0,23.0,26.0,22.0,26.0,1.0,3.0,3.0,8.0,,,,90.0,67.0,7.0,14.0,0.0736355,103.06790323153,18.0,3.255,11.97,,0,,0.35,0.12,-0.03,,,4.0,,1.0,,2.0,2.0,,,,,3.0,,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,
13981543,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,24.0,18.0,3.0,1.0,0.0,8.0,11.0,10.0,13.0,,1.0,1.0,4.0,,,,90.0,32.0,6.3,9.0,0.17839,65.29436739305,9.0,26.25,13.125,,0,,0.3,-0.05,-0.24,,,5.0,,,,2.0,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,
13981543,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,12.0,9.0,2.0,1.0,0.0,2.0,2.0,7.0,10.0,1.0,3.0,1.0,1.0,,,,71.0,22.0,6.8,7.0,0.0255423,37.696901655698,5.0,5.67,6.93,,0,,0.17,0.03,-0.04,,,,,,,1.0,,,,,,4.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
13981543,home,Pisa,Henrik Wendel Meister,henrik-wendel-meister,H. W. Meister,F,9,191.0,686,M,1184248,EUR,1068681600,F,9,9,False,11.0,10.0,1.0,,0.0,2.0,3.0,8.0,8.0,1.0,3.0,,5.0,,,,89.0,21.0,5.7,2.0,0.00966067,57.243693382413,4.0,37.275,21.735,,3,,0.03,0.32,-0.03,,,8.0,1.0,,,,2.0,1.0971,-1.0,Henrik Meister,,,,,2.0,4.0,,,,,,,1.0,,2.0,,1.0,2.0,,,,,
13981543,home,Pisa,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185.0,2430,M,788061,EUR,840326400,F,18,18,False,11.0,9.0,2.0,2.0,0.0,1.0,1.0,8.0,10.0,3.0,8.0,,6.0,,,,89.0,27.0,7.0,8.0,0.00920832,126.96743474871,10.0,89.145,42.105,,3,,-0.11,0.49,0.0,,,4.0,1.0,,,2.0,1.0,0.3729,-0.57,,,2.0,,,3.0,2.0,1.0,,,1.0,,1.0,3.0,2.0,2.0,,,,,,,,
