match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_wonContest,stat_errorLeadToAShot,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss,stat_goals,stat_penaltySave,stat_penaltyFaced,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyConceded
11406831,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,43.0,36.0,18.0,12.0,0.0,33.0,35.0,3.0,8.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,90.0,52.0,7.2,8.0,0.00048231,0,0.2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,96.0,84.0,6.0,4.0,0.0,42.0,50.0,44.0,50.0,1.0,4.0,,6.0,,,,90.0,129.0,7.5,18.0,0.25457,2,,dilorenzo22,True,4.0,2.0,7.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.1549,2.0,,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,72.0,69.0,8.0,7.0,0.0,41.0,43.0,28.0,29.0,,1.0,,1.0,,,,65.0,80.0,7.2,3.0,0.00972253,0,,,,,,3.0,2.0,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,71.0,62.0,10.0,6.0,0.0,42.0,46.0,20.0,25.0,,2.0,2.0,8.0,,,,90.0,77.0,6.7,9.0,0.00672511,0,,,,,,3.0,2.0,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,76.0,68.0,3.0,2.0,0.0,31.0,35.0,37.0,41.0,2.0,2.0,,6.0,,,,90.0,89.0,7.1,9.0,0.0572127,1,,,,,,1.0,,,1.0,,2.0,,,1.0,,,0.0585,1.0,1.0,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,59.0,52.0,4.0,2.0,0.0,19.0,22.0,33.0,38.0,,2.0,1.0,4.0,,,,90.0,75.0,6.6,15.0,0.0767304,2,,anguiss_29,,1.0,,7.0,1.0,2.0,,1.0,,,,3.0,2.0,1.0,0.6002,2.0,1.0,2.0,1.0,1.0,1.0,0.6477,,,,,,,,,,,,,
11406831,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,65.0,60.0,5.0,2.0,0.0,34.0,35.0,26.0,30.0,,3.0,1.0,5.0,,,,90.0,73.0,6.9,5.0,0.0158871,0,,StanLobotka,,,,1.0,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11406831,home,Napoli,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,M,8,8,False,35.0,31.0,3.0,2.0,0.0,9.0,10.0,22.0,29.0,,2.0,,6.0,,,,65.0,52.0,7.1,12.0,0.1112,2,,,,4.0,,3.0,,2.0,1.0,,1.0,,,2.0,1.0,1.0,0.0623,3.0,,1.0,,1.0,,0.4362,,,1.0,1.0,,,,,,,,,
11406831,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,39.0,32.0,5.0,2.0,0.0,8.0,9.0,26.0,34.0,,4.0,,3.0,,,,65.0,52.0,7.2,9.0,0.0694067,2,,,,4.0,2.0,2.0,1.0,,,,,2.0,,,2.0,,0.1763,1.0,1.0,,,1.0,1.0,0.2358,,,,,,,,,,,,,
11406831,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,9.0,5.0,,,0.0,4.0,5.0,1.0,4.0,3.0,6.0,,,,,,90.0,21.0,6.6,10.0,0.00023275,1,,Osimhen9,,,,3.0,,1.0,,,,,,5.0,3.0,,0.7884,,2.0,,1.0,1.0,,0.975,,,,,1.0,1.0,1.0,,,,,,
11406831,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,41.0,38.0,3.0,3.0,0.0,5.0,5.0,33.0,38.0,1.0,8.0,,2.0,,,,89.0,62.0,7.8,12.0,0.0380648,3,,Kvaradona,,2.0,,4.0,,4.0,,,,,,4.0,5.0,1.0,0.1533,,,1.0,,2.0,1.0,0.3723,,,2.0,,,,,1.0,,,,,
