match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,description,reason,playerName,rescinded,confirmed
11406831,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11406831,,,,,90,3.0,,1,,,substitution,122465214.0,False,True,regular,,,,,,,,
11406831,,,,,90,,,1,,,substitution,122465196.0,False,False,regular,,,,,,,,
11406831,,,,,90,,,1,,,substitution,122465195.0,False,False,regular,,,,,,,,
11406831,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,,,,,
11406831,,2.0,1.0,,88,,,3,,,goal,179189191.0,,True,regular,,865651.0,Giacomo Raspadori,,,,,
11406831,,,,,88,,,3,,,inGamePenalty,118453640.0,,True,missed,,822471.0,Victor Osimhen,Goalkeeper save,goalkeeperSave,,,
11406831,,,,,87,,,4,,,card,121179395.0,,False,yellow,,1149138.0,Joseph Nonge,,Foul,Joseph Nonge Boende,False,
11406831,,,,,86,,,5,,,varDecision,23954.0,,True,penaltyNotAwarded,,822471.0,Victor Osimhen,,,,,False
11406831,,1.0,1.0,,81,,,10,,,goal,179188917.0,,False,regular,,845386.0,Federico Chiesa,,,,,
11406831,,,,,76,,,15,,,substitution,122465139.0,False,False,regular,,,,,,,,
11406831,,,,,76,,,15,,,substitution,122465138.0,False,False,regular,,,,,,,,
11406831,,,,,66,,,25,,,substitution,122465120.0,False,False,regular,,,,,,,,
11406831,,,,,65,,,26,,,substitution,122465118.0,False,True,regular,,,,,,,,
11406831,,,,,65,,,26,,,substitution,122465119.0,False,True,regular,,,,,,,,
11406831,,,,,65,,,26,,,substitution,122465117.0,True,True,injury,,,,,,,,
11406831,,,,,47,,,44,,,card,121179300.0,,True,yellow,,892924.0,Hamed Junior Traorè,,Foul,Hamed Junior Traorè,False,
11406831,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11406831,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,,,,,,
11406831,,1.0,0.0,,42,,,4,,,goal,179186735.0,,True,regular,,889259.0,Khvicha Kvaratskhelia,,,,,
11406831,,,,,28,,,18,,,card,121179186.0,,False,yellow,,917048.0,Andrea Cambiaso,,Foul,Andrea Cambiaso,False,
11406831,,,,,26,,,20,,,card,121179184.0,,False,yellow,,885197.0,Bremer,,Foul,Bremer,False,
11406831,,,,,18,,,28,,,card,121179171.0,,False,yellow,,832208.0,Dušan Vlahović,,Persistent fouling,Dušan Vlahović,False,
11406831,,,,,-5,,,6,,,card,121179407.0,,True,yellow,,,,,Argument,Francesco Calzona,False,
