match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_shotOffTarget,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId
14167933,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,23.0,18.0,10.0,5.0,0.0,15.0,15.0,3.0,8.0,1.0,4.0,2.0,3.0,90.0,31.0,7.4,5.0,0.00137131,0.4546,0,0.3619,0.09,0.01,0.29,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,38.0,32.0,3.0,,0.0,11.0,13.0,21.0,25.0,,4.0,,,90.0,59.0,7.3,16.0,0.0340397,,1,,0.22,0.26,-0.09,,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.2161,0.04,,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,36.0,31.0,5.0,2.0,0.0,24.0,24.0,7.0,12.0,8.0,2.0,,,90.0,49.0,6.8,5.0,0.197471,,1,,-0.48,0.05,0.32,,,,5.0,6.0,7.0,,,,2.0,2.0,,,,1.0,0.009,-0.09,5.0,1.0,,,,,,,,,,,,,,,
14167933,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,30.0,24.0,2.0,,0.0,14.0,15.0,10.0,15.0,7.0,2.0,,,90.0,51.0,7.2,10.0,0.0178369,,0,,0.16,0.01,0.35,,1.0,,5.0,4.0,7.0,,,1.0,,,,1.0,3.0,1.0,,,3.0,,True,,,,,,,,,,,,,,
14167933,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,44.0,36.0,7.0,7.0,0.0,7.0,8.0,29.0,36.0,1.0,6.0,,,90.0,78.0,8.0,21.0,0.403851,,2,,0.66,0.56,-0.01,,10.0,3.0,,7.0,6.0,4.0,,1.0,1.0,1.0,,,1.0,,0.1642,-0.59,,2.0,,1.0,6.0,4.0,3.0,,,,,,,,,,
14167933,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,44.0,39.0,3.0,1.0,0.0,11.0,12.0,28.0,32.0,2.0,11.0,,,90.0,62.0,6.7,16.0,0.118628,,1,,0.22,0.26,-0.11,,10.0,2.0,1.0,6.0,1.0,,,1.0,,,,1.0,,,0.0426,-0.02,,1.0,,4.0,2.0,,2.0,1.0,,,,,,,,,
14167933,home,Toulouse,Mario Sauer,,,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,False,16.0,12.0,1.0,1.0,0.0,8.0,9.0,4.0,7.0,1.0,,,,60.0,20.0,6.6,4.0,0.00209232,,1,,0.07,0.08,-0.01,,,,2.0,3.0,2.0,,,1.0,,,,,,,0.0104,-0.04,2.0,1.0,,1.0,,,,,,,,,,,,,
14167933,home,Toulouse,Dayann Methalie,,,dayann-methalie,D. Methalie,M,24,186,426,M,1894003,EUR,1139961600,M,24,24,False,27.0,17.0,3.0,,0.0,4.0,8.0,13.0,19.0,,5.0,,,79.0,53.0,6.3,26.0,0.0542833,,0,,-0.02,0.25,0.13,,5.0,,,8.0,3.0,1.0,,,1.0,,,4.0,,2.0,,,,,,,7.0,2.0,,,,,,,,,,,
14167933,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,27.0,20.0,1.0,,0.0,1.0,1.0,19.0,26.0,,7.0,,,90.0,60.0,6.9,24.0,0.276774,,4,,0.29,0.5,0.13,,6.0,1.0,,8.0,5.0,3.0,3.0,1.0,,,,4.0,1.0,,0.1644,-0.31,,1.0,,,9.0,4.0,3.0,,,,,,,,,,
14167933,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,17.0,9.0,,,0.0,2.0,3.0,7.0,14.0,1.0,1.0,,,79.0,37.0,6.8,14.0,0.369279,,1,,0.24,0.25,0.22,,,,1.0,6.0,6.0,1.0,,,1.0,1.0,,5.0,4.0,,0.0971,-0.35,5.0,,,,,,3.0,1.0,1.0,0.1327,,,,,,,
14167933,home,Toulouse,Emersonn,Emersonn,,emersonn,Emersonn,F,20,186,545,M,1128844,EUR,1089936000,F,20,20,False,13.0,10.0,,,0.0,2.0,3.0,8.0,10.0,1.0,3.0,,,90.0,26.0,6.3,6.0,0.0118143,,5,,0.07,0.04,0.16,,,,4.0,9.0,5.0,,2.0,1.0,1.0,1.0,,3.0,,5.0,0.3252,-0.52,4.0,3.0,,,,,1.0,,,,,,,,,,
14167933,home,Toulouse,Alexis Vossah,,,alexis-vossah,A. Vossah,M,17,181,216,M,2193194,EUR,1205193600,M,45,45,True,11.0,7.0,,,0.0,2.0,4.0,5.0,7.0,,,,,30.0,15.0,6.5,5.0,0.00655779,,1,,-0.03,0.03,0.0,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,0.0544,-0.04,,,,,1.0,,,,1.0,0.0588,,,,,,,
14167933,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,D,12,12,True,7.0,6.0,,,0.0,,,6.0,7.0,,,,,11.0,11.0,6.6,2.0,0.0214966,,1,,0.08,0.16,0.13,,1.0,,,2.0,,,1.0,1.0,,,,,,1.0,0.0338,-0.13,1.0,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Noah Edjouma,Noah,Edjouma,noah-edjouma,N. Edjouma,F,20,182,400,M,1512354,EUR,1128384000,F,31,31,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,11.0,5.0,6.3,3.0,7.277e-05,,0,,-0.03,-0.04,0.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
14167933,home,Toulouse,Kjetil Haug,,,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Seny Koumbassa,Seny Koumbassa,,seny-koumbassa,S. Koumbassa,D,35,187,80,M,2077075,EUR,1182297600,D,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Rafik Messali,Rafik Messali,,rafik-messali,R. Messali,M,22,177,837,M,1198264,EUR,1051488000,M,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167933,home,Toulouse,Abu Francis,,,francis-abu,A. Francis,M,17,182,1495,M,988801,EUR,988329600,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
