match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,player_firstName,player_lastName,stat_wasFouled,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,captain,stat_errorLeadToAGoal,stat_hitWoodwork,stat_bigChanceMissed
11725037,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190,3804,M,Munir,141967,EUR,610761600,G,1,1,False,15.0,10.0,7.0,2.0,9.0,11.0,1.0,4.0,8.0,5.0,6.0,90.0,28.0,7.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11725037,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184,20,M,,872205,EUR,668476800,D,2,2,False,30.0,23.0,5.0,2.0,16.0,19.0,9.0,17.0,6.0,,,90.0,50.0,6.4,15.0,0,6.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11725037,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190,4432,M,,877103,EUR,699321600,D,5,5,False,39.0,35.0,4.0,4.0,25.0,25.0,10.0,14.0,6.0,,,90.0,58.0,6.8,7.0,2,,,,3.0,1.0,9.0,2.0,,,4.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11725037,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184,231,M,,156401,EUR,612835200,D,6,6,False,42.0,34.0,13.0,8.0,15.0,18.0,19.0,24.0,7.0,,,90.0,49.0,7.3,9.0,0,,,1.0,2.0,,4.0,,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11725037,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170,30,M,,1106232,EUR,1009411200,D,27,27,False,21.0,16.0,,,11.0,11.0,5.0,11.0,6.0,,,68.0,36.0,6.1,11.0,0,1.0,,2.0,3.0,,1.0,1.0,,,,3.0,,1.0,,,3.0,1.0,,,,Hawsawi Islam Ahmed,,3.0,,,,,,,,,
11725037,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173,80,M,,1085115,EUR,916617600,M,24,24,False,8.0,5.0,,,2.0,2.0,3.0,8.0,4.0,,,68.0,22.0,6.0,13.0,1,2.0,,2.0,8.0,,,1.0,1.0,1.0,,1.0,,6.0,,,2.0,,,,,Abdulaziz Noor,,,1.0,1.0,,,,,,,
11725037,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182,171,M,,256671,EUR,603936000,M,87,87,False,30.0,27.0,6.0,5.0,6.0,6.0,22.0,25.0,5.0,,,90.0,50.0,7.8,9.0,5,1.0,1.0,1.0,8.0,,1.0,,2.0,1.0,3.0,10.0,4.0,1.0,2.0,3.0,1.0,,,,,,,4.0,,,3.0,1.0,2.0,,,,
11725037,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176,23,M,,911303,EUR,626832000,M,4,4,False,51.0,39.0,9.0,5.0,23.0,25.0,16.0,26.0,4.0,,,75.0,59.0,6.0,13.0,0,,,,3.0,,1.0,,3.0,,1.0,5.0,,1.0,,2.0,,,,,,,,1.0,1.0,,,,1.0,True,1.0,,
11725037,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178,1037,M,,143786,EUR,586396800,M,76,76,False,70.0,64.0,11.0,10.0,27.0,27.0,40.0,50.0,8.0,,,90.0,82.0,7.3,13.0,0,7.0,3.0,,2.0,1.0,,1.0,,5.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11725037,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183,692,M,,220113,EUR,692841600,M,23,23,False,29.0,27.0,2.0,1.0,12.0,12.0,15.0,18.0,5.0,,,87.0,35.0,6.5,4.0,2,1.0,,,3.0,2.0,,,,,,2.0,1.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,,
