match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalCross,stat_lastManTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_errorLeadToAGoal,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals
12764224,home,GNK Dinamo Zagreb,Danijel Zagorac,danijel-zagorac,D. Zagorac,G,1,186,619,M,65485,EUR,539654400,G,1,1,False,33.0,15.0,25.0,8.0,0.0,8.0,9.0,7.0,24.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,90.0,42.0,6.6,20.0,0.0008456,0,0.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Stefan Ristovski,stefan-ristovski,S. Ristovski,D,33,180,897,M,73146,EUR,697852800,D,22,22,False,24.0,18.0,3.0,,0.0,10.0,15.0,8.0,9.0,3.0,5.0,,,,,,90.0,49.0,6.6,7.0,0.0198738,0,,True,3.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Kévin Théophile-Catherine,kevin-theophile-catherine,K. Théophile-Catherine,D,28,183,786,M,44225,EUR,625536000,D,28,28,False,25.0,20.0,4.0,2.0,0.0,15.0,16.0,5.0,9.0,2.0,3.0,,,,,,90.0,37.0,6.3,5.0,0.00105716,0,,,2.0,1.0,5.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Maxime Bernauer,maxime-bernauer,M. Bernauer,D,6,184,560,M,802137,EUR,899251200,D,6,6,False,25.0,17.0,3.0,,0.0,10.0,14.0,7.0,12.0,6.0,,2.0,,,,,90.0,39.0,6.1,10.0,0.00642027,0,,,5.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Raúl Torrente,raul-torrente,R. Torrente,D,4,193,726,M,1134758,EUR,1000080000,D,4,4,False,27.0,21.0,7.0,2.0,0.0,15.0,17.0,6.0,10.0,3.0,1.0,2.0,,,,,90.0,37.0,5.4,7.0,0.0044379,0,,,5.0,1.0,5.0,,,1.0,,2.0,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,900,M,826293,EUR,897696000,D,18,18,False,25.0,22.0,2.0,1.0,0.0,7.0,7.0,15.0,19.0,6.0,,,,,,,90.0,46.0,6.6,9.0,0.0158323,1,,,4.0,,3.0,,,4.0,3.0,,2.0,1.0,,,,,,,,,1.0,3.0,2.0,1.0,0.0263,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Marko Rog,marko-rog,M. Rog,M,,180,1193,M,573616,EUR,806112000,M,30,30,False,30.0,21.0,,,0.0,8.0,11.0,13.0,21.0,7.0,7.0,2.0,,,,,90.0,50.0,6.4,18.0,0.208874,0,,,7.0,3.0,,,,1.0,,1.0,,2.0,,,4.0,,,,1.0,,2.0,4.0,3.0,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Branko Pavić,branko-pavic,B. Pavić,M,66,184,615,M,1493479,EUR,1162857600,M,66,66,False,19.0,18.0,,,0.0,10.0,11.0,8.0,8.0,4.0,4.0,,,,,,73.0,25.0,6.5,2.0,0.00338771,0,,,3.0,1.0,1.0,,,3.0,3.0,1.0,,,,,,,Branko Pavic,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Luka Stojković,luka-stojkovic,L. Stojković,M,7,182,1543,M,1102829,EUR,1067299200,M,7,7,False,17.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,13.0,6.0,1.0,3.0,,,,,62.0,34.0,6.8,5.0,0.00988489,2,,,3.0,,2.0,,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,0.0487,2.0,1.0,,,,,,,,,
12764224,home,GNK Dinamo Zagreb,Lukas Kačavenda,lukas-kacavenda,L. Kačavenda,M,44,174,993,M,1083207,EUR,1046563200,F,8,8,False,19.0,15.0,1.0,,0.0,6.0,8.0,9.0,11.0,4.0,5.0,,,,,,73.0,36.0,6.1,16.0,0.00705359,0,,,12.0,,,,,2.0,,2.0,2.0,,,,3.0,1.0,,,1.0,,5.0,4.0,1.0,,,,1.0,,,,,,,,,
