match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,player_lastName,stat_accurateLongBalls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_keyPass,stat_wonContest,stat_errorLeadToAShot,stat_wasFouled,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock,captain,stat_goalAssist,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
12134234,home,New York Red Bulls II,Aidan Stokes,Aidan Stokes,aidan-stokes,A. Stokes,G,21,183.0,66,M,1210151,EUR,1200268800,G,21,21,False,23.0,21.0,2.0,19.0,20.0,2.0,3.0,1.0,1.0,7.0,2.0,5.0,90.0,34.0,7.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Copeland Berkley,Copeland Berkley,copeland-berkley,C. Berkley,D,45,,2,M,1808013,EUR,1152403200,D,45,45,False,38.0,30.0,2.0,6.0,8.0,25.0,33.0,1.0,,2.0,,,56.0,58.0,6.8,14.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Davi Alexandre,Davi Alexandre,davi-alexandre,D. Alexandre,D,27,182.0,32,M,1214283,EUR,1170460800,D,27,27,False,100.0,89.0,10.0,43.0,52.0,46.0,48.0,5.0,1.0,9.0,,,90.0,110.0,7.4,12.0,2,,,9.0,,2.0,2.0,1.0,,,4.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Juan Esteban Gutierrez,Juan Esteban Gutierrez,juan-esteban-gutierrez,J. E. Gutierrez,D,,186.0,22,M,1808005,EUR,1109116800,D,34,34,False,103.0,95.0,1.0,37.0,41.0,58.0,62.0,1.0,1.0,6.0,,,90.0,108.0,6.7,9.0,0,,,4.0,2.0,,,,1.0,,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Omar Valencia,Omar Valencia,valencia-omar,O. Valencia,D,5,180.0,229,M,1384342,EUR,1086652800,D,42,42,False,78.0,72.0,2.0,22.0,22.0,52.0,66.0,1.0,,7.0,,,90.0,114.0,7.8,18.0,1,10.0,2.0,5.0,2.0,,2.0,4.0,1.0,,1.0,,,,,4.0,,,1.0,,,1.0,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Ibrahim Kasule,Ibrahim Kasule,kasule-ibrahim,I. Kasule,M,,,54,M,1457620,EUR,1076976000,M,82,82,False,50.0,37.0,,6.0,7.0,31.0,45.0,4.0,2.0,5.0,,,90.0,71.0,8.8,23.0,3,2.0,,2.0,1.0,1.0,1.0,,5.0,,,,,1.0,1.0,,,7.0,1.0,,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,
12134234,home,New York Red Bulls II,Bento Estrela,Bento Estrela,bento-estrela,B. Estrela,M,6,182.0,191,M,1107867,EUR,1139529600,M,91,91,False,63.0,57.0,4.0,15.0,16.0,42.0,48.0,6.0,2.0,6.0,,,70.0,77.0,7.4,11.0,2,1.0,,5.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,2.0,,,,1.0,,,,,,,
12134234,home,New York Red Bulls II,Aiden Jarvis,Aiden Jarvis,aiden-jarvis,A. Jarvis,M,88,183.0,29,M,1383964,EUR,1163462400,M,44,44,False,94.0,88.0,1.0,27.0,28.0,61.0,66.0,2.0,1.0,7.0,,,90.0,108.0,8.2,7.0,3,,,3.0,,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,,1.0,,,1.0,,,,,,
12134234,home,New York Red Bulls II,Dylan Sullivan,Dylan Sullivan,dylan-sullivan,D. Sullivan,M,,175.0,2,M,1808010,EUR,978739200,F,46,46,False,31.0,21.0,,5.0,7.0,16.0,25.0,9.0,4.0,3.0,,,90.0,44.0,8.1,15.0,3,1.0,,5.0,4.0,,,3.0,,,,,1.0,,1.0,2.0,2.0,3.0,1.0,,,2.0,1.0,2.0,1.0,2.0,,,True,,,,,
12134234,home,New York Red Bulls II,Mohammed Sofo,Mohammed Sofo,mohammed-sofo,M. Sofo,M,37,175.0,216,M,1802297,EUR,1099180800,F,37,37,False,14.0,11.0,,2.0,2.0,10.0,15.0,5.0,,3.0,,,69.0,31.0,8.1,8.0,3,3.0,1.0,6.0,6.0,,2.0,1.0,,,,3.0,,2.0,,1.0,1.0,3.0,4.0,,1.0,1.0,,1.0,1.0,2.0,,,,1.0,2.0,,,
12134234,home,New York Red Bulls II,Steven Sserwadda,,steven-sserwadda,S. Sserwadda,D,,160.0,51,M,933069,EUR,1030492800,F,65,65,False,64.0,51.0,2.0,6.0,8.0,46.0,58.0,6.0,2.0,5.0,,,90.0,91.0,8.7,21.0,6,2.0,1.0,6.0,5.0,,,3.0,3.0,,,,,1.0,2.0,1.0,,5.0,3.0,,,3.0,2.0,2.0,,,,,,1.0,,,,
12134234,home,New York Red Bulls II,Juan Mina,Juan González,juan-mina,J. Mina,D,20,183.0,114,M,1199272,EUR,1090886400,D,20,20,True,30.0,28.0,,11.0,12.0,17.0,20.0,,,3.0,,,34.0,42.0,7.2,4.0,1,2.0,,4.0,3.0,,,1.0,,,,,,1.0,,1.0,,,3.0,,,,,,,,1.0,1.0,,,,,,
12134234,home,New York Red Bulls II,Malick Dembele,Malick Dembele,malick-dembele,M. Dembele,M,,,21,M,1820534,EUR,1081123200,M,90,90,True,12.0,11.0,,3.0,3.0,8.0,9.0,2.0,1.0,1.0,,,21.0,19.0,6.8,3.0,4,,,,1.0,,,,,,,,,1.0,,,,,,,,3.0,,,1.0,,,,,,2.0,,,
12134234,home,New York Red Bulls II,Adri Mehmeti,Adri Mehmeti,adri-mehmeti,A. Mehmeti,M,77,183.0,100,M,1823640,EUR,1238976000,M,77,77,True,25.0,20.0,,5.0,6.0,15.0,19.0,,,1.0,,,20.0,31.0,7.0,5.0,1,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Alan Rutkowski,Alan Rutkowski,alan-rutkowski,A. Rutkowski,G,,,2,M,1393059,EUR,1161820800,G,57,57,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Jeffrey Bryjak,Jeffrey Bryjak,jeffrey-bryjak,J. Bryjak,D,76,,2,M,1824541,EUR,1171843200,M,76,76,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Rafael Mosquera,Rafael Mosquera,rafael-mosquera,R. Mosquera,M,79,180.0,152,M,1384345,EUR,1116892800,F,79,79,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,home,New York Red Bulls II,Frank Ssebuufu,Frank Ssebuufu,frank-ssebuufu,F. Ssebuufu,F,,,23,M,1457624,EUR,999993600,F,97,97,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Steven Ortiz,Steven Ortiz,steven-ortiz,S. Ortiz,G,,,1,,1200953,EUR,936144000,G,1,1,False,29.0,7.0,24.0,6.0,12.0,1.0,17.0,1.0,1.0,10.0,6.0,8.0,90.0,47.0,7.3,24.0,0,,,3.0,,,,2.0,,,3.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,3.0,3.0,
12134234,away,Hudson Valley Hammers,Samory Powder,Samory Powder,samory-powder,S. Powder,F,7,180.0,6,,1500081,EUR,983923200,D,29,29,False,31.0,23.0,1.0,14.0,18.0,9.0,13.0,3.0,1.0,4.0,,,90.0,40.0,5.5,10.0,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Erick Ramos,Erick Ramos,erick-ramos,E. Ramos,D,13,,0,,1824220,EUR,956620800,D,13,13,False,26.0,18.0,7.0,15.0,18.0,3.0,8.0,2.0,1.0,9.0,,,90.0,45.0,7.1,9.0,0,,,2.0,,8.0,4.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,1.0,,,,,3.0,,,,,,1.0
12134234,away,Hudson Valley Hammers,Dylan Evande,Dylan Evande,dylan-evande,D. Evande,D,33,,1,M,1479773,EUR,904694400,D,33,33,False,3.0,1.0,1.0,1.0,3.0,,,1.0,,,,,12.0,7.0,3.0,3.0,0,,,2.0,,,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Devin Heanue,Devin Heanue,devin-heanue,D. Heanue,D,21,,0,M,1824216,EUR,997920000,D,22,22,False,21.0,14.0,6.0,9.0,12.0,5.0,9.0,3.0,2.0,3.0,,,45.0,39.0,6.6,9.0,1,,,3.0,,4.0,3.0,3.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Matthew Wyant,Matthew Wyant,matthew-wyant,M. Wyant,M,7,,0,,1824271,EUR,972086400,M,7,7,False,23.0,14.0,4.0,9.0,12.0,5.0,11.0,5.0,1.0,3.0,,,84.0,47.0,6.8,15.0,0,,,6.0,2.0,2.0,4.0,2.0,3.0,,1.0,,,,,2.0,1.0,,1.0,,3.0,,2.0,,,,,2.0,True,,,,,
12134234,away,Hudson Valley Hammers,Brian Canales,Brian Canales,brian-canales,B. Canales,M,9,,0,,1824203,EUR,1025481600,M,60,60,False,11.0,8.0,1.0,7.0,8.0,1.0,3.0,1.0,,4.0,,,19.0,14.0,6.5,4.0,0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Antonio La Gamba,Antonio La Gamba,antonio-la-gamba,A. L. Gamba,M,52,,0,,1824199,EUR,970617600,M,52,52,False,27.0,18.0,4.0,14.0,17.0,5.0,11.0,1.0,,3.0,,,90.0,39.0,6.8,10.0,1,1.0,1.0,2.0,,3.0,1.0,2.0,,,1.0,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,
12134234,away,Hudson Valley Hammers,Israel Neto,Israel Neto,israel-neto,I. Neto,M,12,,4,M,1824155,EUR,1014768000,F,21,21,False,34.0,20.0,8.0,9.0,15.0,11.0,19.0,9.0,1.0,9.0,,,90.0,64.0,8.6,19.0,6,,,13.0,11.0,,1.0,4.0,1.0,,3.0,4.0,1.0,3.0,1.0,2.0,,2.0,8.0,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,
12134234,away,Hudson Valley Hammers,Ryan Peterson,Ryan Peterson,ryan-peterson,R. Peterson,F,59,180.0,0,M,1193055,EUR,819936000,F,59,59,False,16.0,10.0,2.0,9.0,14.0,1.0,2.0,8.0,1.0,3.0,,,45.0,20.0,6.5,7.0,1,,,1.0,,,,,1.0,,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
12134234,away,Hudson Valley Hammers,Jorge Umana,Jorge Umana,jorge-umana,J. Umana,F,31,,0,,1824246,EUR,978912000,F,31,31,False,17.0,13.0,1.0,8.0,9.0,5.0,8.0,3.0,1.0,3.0,,,69.0,25.0,6.4,8.0,2,,,2.0,3.0,,,,2.0,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
12134234,away,Hudson Valley Hammers,Alberto Molina,Alberto Molina,alberto-molina,A. Molina,D,54,,0,,1824144,EUR,1036022400,D,54,54,True,14.0,10.0,5.0,5.0,7.0,5.0,9.0,5.0,3.0,3.0,,,71.0,22.0,5.8,9.0,0,2.0,,,,2.0,,,2.0,,3.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,
12134234,away,Hudson Valley Hammers,Paul Makaj,Paul Makaj,paul-makaj,P. Makaj,M,8,,1,,1824171,EUR,951436800,M,8,8,True,16.0,14.0,,9.0,11.0,7.0,8.0,3.0,1.0,4.0,,,45.0,30.0,6.8,6.0,0,3.0,2.0,3.0,2.0,2.0,,1.0,1.0,,,,,,,1.0,,3.0,2.0,,,,2.0,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Andre Vieira,Andre Vieira,andre-vieira,A. Vieira,M,58,,0,,1824061,EUR,1001289600,M,58,58,True,11.0,9.0,,8.0,8.0,1.0,3.0,4.0,2.0,3.0,,,45.0,26.0,6.4,6.0,3,,,4.0,2.0,,,,2.0,,,,,1.0,,,1.0,,2.0,,2.0,2.0,1.0,,,1.0,,,,,1.0,,,
12134234,away,Hudson Valley Hammers,Hugo Guerra,Hugo Guerra,hugo-guerra,H. Guerra,M,9,,1,M,1481087,EUR,941068800,M,9,9,True,7.0,6.0,,2.0,2.0,4.0,5.0,2.0,1.0,1.0,,,21.0,14.0,6.6,3.0,0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Rodrigo Guerra,Rodrigo Guerra,rodrigo-guerra,R. Guerra,M,10,,0,,1824123,EUR,850953600,M,10,10,True,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,10.0,2.0,6.4,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Murilo De Oliveira,Murilo De Oliveira,murilo-de-oliveira,M. D. Oliveira,M,57,,0,,1824081,EUR,952300800,M,57,57,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134234,away,Hudson Valley Hammers,Preston Rushmore,Preston Rushmore,preston-rushmore,P. Rushmore,,55,,0,,1824245,EUR,981849600,D,55,55,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
