match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_wonContest,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_keyPass,stat_accurateCross,captain,player_lastName,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt
11067293,home,Flamengo,Matheus Cunha,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,1105835,EUR,990662400,G,25,25,False,30.0,21.0,12.0,3.0,21.0,24.0,6.0,1.0,4.0,1.0,1.0,1.0,90.0,37.0,7.1,9.0,0.0,0.0,0.00019737,0,0.0391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067293,home,Flamengo,Wesley,,wesley-franca,Wesley,D,43,178,26920,M,1134200,EUR,1062806400,D,43,43,False,50.0,43.0,4.0,1.0,19.0,21.0,31.0,2.0,7.0,,,,90.0,77.0,7.0,13.0,0.0946,0.0,0.018904,1,,WesleyFranca03,24.0,2.0,3.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,
11067293,home,Flamengo,Fabrício Bruno,,fabricio-bruno,F. Bruno,D,15,192,6526,M,840220,EUR,824083200,D,15,15,False,77.0,66.0,8.0,3.0,41.0,45.0,32.0,2.0,4.0,,,,90.0,80.0,7.0,11.0,0.0,0.0,0.00833467,0,,fabriciobruno96,25.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
11067293,home,Flamengo,Léo Pereira,,leo-pereira,L. Pereira,D,4,189,8450,M,358548,EUR,823046400,D,4,4,False,97.0,86.0,11.0,6.0,44.0,51.0,47.0,3.0,9.0,,,,90.0,112.0,7.5,15.0,0.0858,0.0,0.06868,1,,leopereira4,42.0,1.0,,1.0,3.0,6.0,2.0,2.0,,1.0,,1.0,3.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,
11067293,home,Flamengo,Ayrton Lucas,,ayrton-lucas,A. Lucas,D,6,180,7146,M,818473,EUR,866678400,D,6,6,False,52.0,48.0,1.0,1.0,28.0,30.0,30.0,1.0,10.0,,,,90.0,96.0,7.4,17.0,0.0,0.0,0.0161548,0,,AyrtonLucas,20.0,8.0,2.0,2.0,9.0,19.0,1.0,11.0,,,,1.0,3.0,3.0,1.0,7.0,1.0,,8.0,2.0,,,,,,,,,
11067293,home,Flamengo,Erick Pulgar,,erick-pulgar,E. Pulgar,M,5,186,12411,M,590262,EUR,758592000,M,5,5,False,65.0,58.0,2.0,1.0,29.0,30.0,35.0,,5.0,,,,90.0,79.0,7.2,11.0,0.0928,0.267,0.225093,2,,erick05,29.0,,3.0,3.0,9.0,6.0,,2.0,,1.0,,,3.0,1.0,1.0,,5.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
11067293,home,Flamengo,Thiago Maia,,thiago-maia,T. Maia,M,29,179,1392,M,358550,EUR,859075200,M,8,8,False,35.0,31.0,3.0,3.0,18.0,19.0,17.0,,6.0,,,,65.0,37.0,7.0,5.0,0.0,0.0,0.0155617,0,,,13.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,
11067293,home,Flamengo,Luiz Araújo,,luiz-araujo,L. Araújo,M,7,175,16511,M,840451,EUR,833673600,M,31,31,False,7.0,6.0,,,1.0,1.0,7.0,,1.0,,,,35.0,15.0,6.4,3.0,0.2962,0.5819,0.0370516,2,,l_araujo11ofi,6.0,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,2.0,,,,,,2.0,,,1.0,,,,
11067293,home,Flamengo,Giorgian De Arrascaeta,,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,333587,EUR,770428800,M,14,14,False,4.0,4.0,1.0,1.0,,,5.0,,2.0,,,,16.0,8.0,7.2,1.0,0.0,0.0,0.0419481,0,,G10DeArrascaeta,5.0,1.0,,,,2.0,,,,,,,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,
11067293,home,Flamengo,Bruno Henrique,,bruno-henrique,B. Henrique,F,27,184,33811,M,795291,EUR,662515200,M,27,27,False,8.0,4.0,,,3.0,3.0,5.0,,2.0,,,,66.0,25.0,6.5,9.0,0.0,0.0,0.00086557,0,,B.henrique,1.0,,2.0,2.0,6.0,7.0,2.0,2.0,,,,,3.0,2.0,1.0,3.0,,,,,,,,,,,,,
11067293,home,Flamengo,Gabriel Barbosa,,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,358554,EUR,841363200,F,10,10,False,10.0,6.0,2.0,1.0,3.0,4.0,7.0,,1.0,,,,65.0,13.0,6.5,6.0,0.024,0.0,0.0139793,1,,Gabigol,3.0,1.0,1.0,,3.0,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,True,,,
11067293,home,Flamengo,Victor Hugo,,victor-hugo,V. Hugo,M,30,184,3548,M,1170954,EUR,1084233600,M,29,29,True,24.0,16.0,,,8.0,11.0,13.0,,3.0,,,,74.0,34.0,6.6,12.0,0.0724,0.2195,0.0185738,1,,,8.0,,1.0,3.0,5.0,7.0,2.0,2.0,,,,1.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,
11067293,home,Flamengo,Everton Ribeiro,,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,7,7,True,27.0,24.0,,,3.0,3.0,27.0,,2.0,,,,55.0,43.0,6.8,10.0,0.0,0.0,0.175041,0,,evertonri,22.0,3.0,,,5.0,4.0,3.0,1.0,,,,,,,1.0,3.0,2.0,,1.0,,,,,2.0,1.0,,,,
11067293,home,Flamengo,Allan,,allan,Allan,M,29,172,5267,M,828839,EUR,857347200,M,21,21,True,24.0,23.0,4.0,3.0,5.0,5.0,19.0,,3.0,,,,25.0,25.0,6.7,1.0,0.0,0.0,0.149612,0,,,18.0,,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
