match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,player_sofascoreId,stat_accurateCross,captain,stat_dispossessed,stat_hitWoodwork,stat_wasFouled,stat_totalOffside,stat_penaltyConceded,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_goals
11392849,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,22.0,20.0,8.0,6.0,20.0,21.0,1.0,8.0,1.0,2.0,1.0,5.0,90.0,36.0,7.5,2.0,0.0,0.0,0.0002,0,0.1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392849,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,56.0,52.0,3.0,2.0,30.0,32.0,25.0,4.0,,,,,90.0,68.0,7.0,6.0,0.0,0.0,0.086525,0,,,,22.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11392849,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,54.0,49.0,7.0,4.0,23.0,25.0,29.0,5.0,,,,,90.0,65.0,6.3,5.0,0.1988,0.0,0.0232601,3,,,,26.0,,3.0,8.0,3.0,3.0,6.0,,,,,,1.0,,4.0,1.0,2.0,,,,,,,,,,,,,,,,
11392849,home,Lorient,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,36.0,32.0,1.0,,17.0,19.0,17.0,2.0,,,,,45.0,44.0,7.2,4.0,0.3788,0.3595,0.0239362,3,,,,15.0,,1.0,2.0,3.0,,3.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11392849,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,M,24,24,False,35.0,28.0,4.0,2.0,9.0,12.0,24.0,4.0,,,,,58.0,51.0,6.4,10.0,0.0,0.0,0.0653289,0,,,,20.0,1.0,,6.0,2.0,4.0,1.0,,,,,1.0,1.0,,,,,3.0,2.0,,gedeon_K2,1.0,,,,,,,,,,,
11392849,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,55.0,45.0,4.0,2.0,24.0,29.0,28.0,10.0,,,,,90.0,78.0,6.5,17.0,0.0,0.0,0.0392024,0,,,,21.0,2.0,,11.0,5.0,4.0,5.0,,3.0,3.0,2.0,,1.0,,1.0,,,4.0,2.0,,,,True,3.0,,,,,,,,,
11392849,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,M,21,21,False,56.0,53.0,1.0,1.0,17.0,18.0,38.0,5.0,,,,,76.0,64.0,6.7,6.0,0.0,0.0,0.049648,0,,,,36.0,,,3.0,1.0,,2.0,,1.0,,,1.0,1.0,2.0,,,,3.0,1.0,,,,,,,,,,,,,,
11392849,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,M,25,25,False,33.0,27.0,4.0,2.0,11.0,13.0,24.0,4.0,,,,,58.0,47.0,7.1,8.0,0.0308,0.0,0.183873,1,,,,18.0,4.0,,1.0,,,1.0,,,,,,1.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,
11392849,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,F,10,10,False,49.0,44.0,1.0,1.0,9.0,9.0,42.0,3.0,,,,,90.0,67.0,7.0,16.0,0.0574,0.0665,0.162076,1,,,,35.0,2.0,,6.0,2.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,4.0,1.0,1.0,,,,2.0,,,,,,,,,
11392849,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,F,37,37,False,50.0,41.0,1.0,,15.0,18.0,33.0,2.0,,,,,90.0,66.0,7.1,14.0,0.0551,0.0,0.0425666,1,,,,26.0,1.0,,2.0,5.0,1.0,1.0,,,2.0,1.0,3.0,,,,1.0,,3.0,2.0,,,,,,1.0,1.0,,,,,,,
