match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside
14062178,home,Bayer 04 Leverkusen,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,28,28,False,20.0,13.0,12.0,5.0,0.0,9.0,11.0,4.0,9.0,1.0,9.0,1.0,2.0,3.0,1.0,90.0,30.0,7.9,7.0,0.00073737,13.784659604483,3.0,7.77,4.83,0.6065,0,0.5524,0.0,0.0,0.22,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062178,home,Bayer 04 Leverkusen,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10345,M,1003339,EUR,1043798400,D,4,4,False,45.0,40.0,5.0,2.0,0.0,20.0,20.0,20.0,25.0,6.0,1.0,,,,,90.0,60.0,7.3,6.0,0.0750552,115.07016654858,12.0,61.95,43.575,,0,,0.27,0.08,0.27,,jarellquansah,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,59.6812085936,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14062178,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,D,8,8,False,50.0,46.0,7.0,3.0,0.0,33.0,34.0,13.0,16.0,4.0,2.0,,,,,90.0,63.0,7.1,5.0,0.0119189,99.361488003328,12.0,52.71,23.94,,0,,0.21,0.09,-0.01,,,,,,3.0,5.0,,,2.0,24.693122605292,1.0,1.0,True,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
14062178,home,Bayer 04 Leverkusen,Loïc Badé,loic-bade,L. Badé,D,5,191,3191,M,1006489,EUR,955411200,D,5,5,False,61.0,55.0,3.0,1.0,0.0,39.0,41.0,16.0,20.0,3.0,3.0,,,,,90.0,83.0,8.0,7.0,0.289148,196.57402501368,18.0,108.15,50.82,,2,,0.41,0.21,0.59,,,1.0,1.0,,4.0,3.0,1.0,5.0,2.0,94.237505907362,2.0,,,3.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.6722,0.5742,0.22,,,,,,,,
14062178,home,Bayer 04 Leverkusen,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,59984,M,255239,EUR,678326400,M,21,21,False,24.0,20.0,2.0,1.0,0.0,6.0,7.0,14.0,17.0,1.0,3.0,,,,,57.0,37.0,7.6,8.0,0.0167641,67.654564076922,10.0,0.10500000000002,5.04,,1,,-0.15,0.05,-0.05,,LucasVaz91,,,,1.0,2.0,,,1.0,,,,,,,,,2.0,2.0,,,,,1.0,,0.3667,0.8587,0.51,,,1.0,1.0,,,,
14062178,home,Bayer 04 Leverkusen,Ibrahim Maza,maza-ibrahim,I. Maza,M,30,181,33822,M,1407524,EUR,1132790400,M,30,30,False,52.0,50.0,,,1.0,23.0,23.0,27.0,29.0,1.0,7.0,,,,,72.0,63.0,7.5,4.0,0.412726,104.78440684261,17.0,27.405,10.605,,2,,0.36,0.22,0.23,,ibo_mz10,1.0,,,1.0,3.0,1.0,,,15.274548242092,1.0,1.0,,,3.0,2.0,,,,,,,,,,0.0542,,-0.37,,,,,1.0,2.0,1.0,
14062178,home,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,81.0,76.0,4.0,3.0,0.0,29.0,30.0,47.0,51.0,,4.0,,,,,72.0,90.0,7.1,9.0,0.0493746,145.91443612994,21.0,33.705,14.28,,0,,0.31,0.07,-0.04,,AlexGarcia97,2.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
14062178,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,63.0,56.0,2.0,1.0,0.0,29.0,32.0,27.0,31.0,3.0,6.0,,,,,90.0,83.0,6.4,15.0,0.0246957,104.43832976002,13.0,62.895,13.02,,2,,-0.26,0.18,0.19,,grimaldo35,3.0,,,5.0,2.0,3.0,,,13.211961852806,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,1.0,1.0,2.0,,0.2674,0.5135,-0.51,,,1.0,,,,,
14062178,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,53.0,41.0,1.0,1.0,0.0,21.0,26.0,20.0,27.0,4.0,10.0,,,,,90.0,72.0,7.2,16.0,0.153463,128.38333338675,19.0,16.275,15.855,,2,,0.11,0.27,0.28,,,1.0,,1.0,2.0,5.0,1.0,,1.0,30.158441105491,2.0,2.0,,1.0,3.0,2.0,,1.0,,,1.0,1.0,,,1.0,0.0556,,-0.29,,,,,1.0,1.0,,
14062178,home,Bayer 04 Leverkusen,Ernest Poku,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,F,19,19,False,22.0,19.0,,,0.0,5.0,6.0,14.0,16.0,,3.0,,,,,57.0,29.0,5.9,8.0,0.142751,122.44188444974,10.0,90.72,23.835,,1,,-0.41,0.24,-0.01,,,1.0,,,4.0,1.0,3.0,,,86.899079757789,5.0,2.0,,,,,,,,,2.0,1.0,1.0,,,0.5888,,-0.71,,,,,,1.0,,1.0
