match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,captain,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_clearanceOffLine,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_bigChanceMissed
10411202,home,Salernitana,Luigi Sepe,luigi-sepe,L. Sepe,G,185.0,170,M,46714,EUR,673660800,G,33,33,False,25.0,20.0,11.0,6.0,18.0,18.0,2.0,7.0,9.0,1.0,1.0,3.0,3.0,1.0,1.0,90.0,36.0,6.7,6.0,0.0,0.0,0.000432968,0,0.8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411202,home,Salernitana,Dylan Bronn,dylan-bronn,D. Bronn,D,186.0,1740,M,845271,EUR,803520000,D,2,2,False,50.0,41.0,4.0,1.0,25.0,27.0,16.0,23.0,5.0,,,,,,,90.0,66.0,7.6,9.0,0.1794,0.0362,0.00536197,1,,25,1.0,5.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
10411202,home,Salernitana,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,189.0,301,M,224456,EUR,710121600,D,23,23,False,53.0,49.0,6.0,3.0,37.0,37.0,12.0,16.0,8.0,,,,,,,90.0,60.0,6.9,4.0,0.0,0.0,0.00791289,0,,23,2.0,3.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411202,home,Salernitana,Federico Fazio,federico-fazio,F. Fazio,D,195.0,373,M,27569,EUR,542937600,D,17,17,False,51.0,42.0,4.0,,13.0,13.0,29.0,39.0,4.0,,,,,,,90.0,65.0,6.7,13.0,0.0731,0.0,0.0177303,2,,,1.0,3.0,3.0,,3.0,,4.0,,,1.0,,3.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411202,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180.0,936,M,27982,EUR,541468800,M,87,87,False,38.0,29.0,8.0,3.0,10.0,11.0,23.0,34.0,6.0,,,,,,,90.0,57.0,6.8,13.0,0.0964,0.0,0.344475,2,,87,,5.0,1.0,,2.0,,,,,1.0,4.0,,,7.0,,,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,
10411202,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179.0,526,M,791566,EUR,886118400,M,20,20,False,25.0,15.0,3.0,1.0,3.0,3.0,12.0,22.0,1.0,1.0,,,,,,54.0,33.0,6.8,11.0,0.0287,0.0,0.0771202,1,,28,1.0,3.0,4.0,,,,,3.0,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,
10411202,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183.0,2761,M,804621,EUR,829094400,M,18,18,False,56.0,51.0,1.0,1.0,27.0,28.0,24.0,28.0,7.0,1.0,,,,,,73.0,67.0,6.4,10.0,0.0,0.0,0.0128313,0,,29,,8.0,3.0,,,1.0,,2.0,,3.0,,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,
10411202,home,Salernitana,Tonny Vilhena,tonny-vilhena,T. Vilhena,M,175.0,505,M,149659,EUR,789091200,M,10,10,False,54.0,45.0,9.0,4.0,16.0,18.0,29.0,38.0,2.0,,,,,,,90.0,74.0,6.9,14.0,0.1116,0.0,0.0173769,4,,52,,6.0,8.0,,,,1.0,5.0,2.0,1.0,,,,2.0,3.0,3.0,1.0,,2.0,2.0,1.0,,,2.0,,,,,,,
10411202,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,183.0,1368,M,377512,EUR,806803200,M,30,30,False,13.0,10.0,1.0,1.0,3.0,3.0,8.0,11.0,4.0,3.0,,,,,,62.0,30.0,7.2,8.0,0.0,0.0,0.0505733,0,,30,1.0,4.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,5.0,,,1.0,1.0,,,,,3.0,1.0,,,,,,
10411202,home,Salernitana,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,182.0,985,M,284363,EUR,864172800,F,9,9,False,29.0,23.0,2.0,1.0,11.0,11.0,12.0,18.0,5.0,4.0,,,,,,90.0,40.0,7.0,11.0,0.1162,0.0205,0.030353,3,,90,1.0,2.0,3.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,
