match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded,stat_penaltyMiss
12765013,home,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189,145,M,909953,EUR,990576000,G,21,21,False,25.0,5.0,25.0,5.0,0.0,5.0,25.0,3.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,90.0,35.0,8.2,20.0,0.0010738,0,1.0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765013,home,Cercle Brugge,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178,2178,M,1168646,EUR,1067558400,D,2,2,False,19.0,13.0,5.0,2.0,0.0,4.0,5.0,3.0,4.0,,,,,,,90.0,35.0,7.1,7.0,0.00295509,0,,Ibrahim Diakité,,9.0,14.0,4.0,5.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
12765013,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,209,M,1191212,EUR,1027987200,D,66,66,False,19.0,14.0,3.0,1.0,0.0,5.0,8.0,5.0,5.0,,,,,,,61.0,33.0,7.3,5.0,0.0100214,1,,,,9.0,11.0,4.0,2.0,8.0,,1.0,2.0,1.0,,3.0,,2.0,1.0,0.0525,,,,,,,,,,,,,,,,,,
12765013,home,Cercle Brugge,Senna Miangue,senna-miangue,S. Miangue,D,18,195,115,M,827573,EUR,855100800,D,18,18,False,31.0,18.0,11.0,6.0,0.0,10.0,21.0,6.0,6.0,,,,,,,90.0,50.0,7.5,16.0,0.0168493,0,,Senna,Miangue,8.0,10.0,4.0,6.0,7.0,1.0,1.0,3.0,3.0,3.0,,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
12765013,home,Cercle Brugge,Malamine Efekele,efekele-malamine,M. Efekele,M,21,180,213,M,1385508,EUR,1090195200,M,7,7,False,13.0,7.0,2.0,,0.0,5.0,9.0,,2.0,,,,,,,62.0,28.0,7.3,11.0,0.0326161,1,,,,2.0,4.0,1.0,5.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,,0.0978,1.0,3.0,1.0,1.0,1.0,0.763,1.0,,,,,,,,,,,
12765013,home,Cercle Brugge,Nils De Wilde,de-wilde-nils,N. D. Wilde,M,27,182,75,M,1101701,EUR,1043625600,M,27,27,False,28.0,18.0,9.0,5.0,1.0,14.0,22.0,,4.0,,,,,,,72.0,37.0,7.1,13.0,0.112432,0,,,,4.0,7.0,,6.0,4.0,3.0,,,3.0,3.0,1.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
12765013,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,37.0,24.0,4.0,,0.0,16.0,26.0,5.0,6.0,,,,,,,90.0,56.0,7.4,14.0,0.0226484,1,,,,8.0,11.0,2.0,6.0,9.0,,,3.0,7.0,4.0,,3.0,3.0,,0.0573,1.0,,,1.0,,0.4362,,,,,,,,,,,,
12765013,home,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173,154,M,990265,EUR,939686400,M,15,15,False,31.0,17.0,6.0,1.0,0.0,18.0,36.0,2.0,6.0,,,,,,,90.0,64.0,8.0,28.0,0.286351,1,,,,2.0,4.0,1.0,9.0,5.0,4.0,,2.0,2.0,1.0,1.0,2.0,,,0.0347,2.0,,4.0,1.0,1.0,0.1401,5.0,9.0,3.0,1.0,1.0,,,,,,,
12765013,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,23.0,19.0,5.0,3.0,0.0,14.0,17.0,2.0,2.0,,,,,,,90.0,53.0,7.2,15.0,0.0106822,3,,,,5.0,6.0,2.0,8.0,6.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,0.2155,5.0,1.0,,1.0,,0.0563,2.0,,,,,True,1.0,1.0,,,,
12765013,home,Cercle Brugge,Paris Brunner,paris-brunner,P. Brunner,F,29,185,2040,M,1403216,EUR,1139961600,F,13,13,False,17.0,12.0,1.0,1.0,0.0,11.0,15.0,1.0,5.0,,,,,,,85.0,38.0,7.6,8.0,0.0310229,5,,,,1.0,2.0,2.0,6.0,9.0,,,,1.0,,1.0,2.0,3.0,2.0,0.3068,1.0,1.0,6.0,2.0,,0.5522,,,,5.0,,,,1.0,1.0,2.0,,
