match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalOffside,stat_totalCross,stat_shotOffTarget,stat_goodHighClaim,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt
10583802,home,Al Batin,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,True,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,22.0,6.0,4.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583802,home,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,,18.0,10.0,7.0,6.0,12.0,6.0,7.0,,,,,90.0,24.0,5.8,8.0,0,Bader Alhwidy Alshammary,,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10583802,home,Al Batin,Mohammed Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,,13.0,7.0,7.0,4.0,6.0,7.0,5.0,,,,,90.0,24.0,6.0,8.0,0,Mohammed,Naji,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
10583802,home,Al Batin,Ibrahim Jamal,ibrahim-jamal,I. Jamal,D,5,180.0,7,M,1184652,EUR,1030752000.0,D,5,5,False,,6.0,5.0,1.0,5.0,6.0,,1.0,,,,,90.0,16.0,6.0,1.0,0,,,1.0,,2.0,2.0,,,1.0,1.0,1.0,,,6.0,,2.0,,1.0,,,,,,,,,,,,,,
10583802,home,Al Batin,Maurício Antônio,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,,31.0,20.0,9.0,17.0,21.0,10.0,3.0,,,,,90.0,45.0,6.2,12.0,0,,,4.0,3.0,3.0,4.0,,,,1.0,2.0,2.0,,10.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
10583802,home,Al Batin,Saqr Al-Enazi,saqr-al-enazi,S. Al-Enazi,D,2,,1,M,1134254,EUR,907372800.0,D,24,24,False,,25.0,19.0,1.0,14.0,15.0,10.0,5.0,,,,,89.0,47.0,6.5,13.0,0,Saqr Al-Enazi,,1.0,5.0,5.0,7.0,1.0,,4.0,,1.0,,1.0,2.0,,,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,
10583802,home,Al Batin,Abdulrahman Saad Al Dhafiri,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,M,19,19,False,,3.0,2.0,,,1.0,2.0,3.0,,,,,24.0,11.0,6.8,4.0,0,Abdulrahman Saad,,,2.0,3.0,5.0,3.0,2.0,1.0,1.0,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,
10583802,home,Al Batin,Othman Awad,othman-awad,O. Awad,M,80,166.0,2,M,1190921,EUR,1057104000.0,M,14,14,False,,12.0,11.0,,10.0,11.0,1.0,2.0,,,,,68.0,14.0,6.3,1.0,0,Othman Awad,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583802,home,Al Batin,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,M,6,6,False,,31.0,19.0,6.0,10.0,18.0,13.0,5.0,,,,,90.0,58.0,6.4,20.0,0,Mohammed Bassam Alhurayji,,4.0,9.0,8.0,10.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,5.0,2.0,1.0,,,,,,,,,,,,
10583802,home,Al Batin,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,M,7,7,False,,16.0,6.0,2.0,3.0,4.0,12.0,3.0,,,,,90.0,30.0,6.4,11.0,0,,,,3.0,5.0,9.0,1.0,,4.0,,4.0,3.0,,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,
