match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
14053755,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186.0,589,M,253875,EUR,817948800,G,22,22,False,36.0,23.0,19.0,6.0,0.0,15.0,18.0,8.0,18.0,6.0,1.0,1.0,2.0,90.0,45.0,6.0,14.0,0.00241663,0.3089,0,-0.5689,0.1,0.02,-0.2,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053755,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175.0,1840,M,1388535,EUR,1149206400,D,26,26,False,36.0,33.0,1.0,,0.0,16.0,17.0,17.0,19.0,2.0,1.0,,,70.0,68.0,6.8,12.0,0.152503,,2,,0.3,-0.56,-0.17,,6.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0985,0.1839,2.0,-0.42,,,,,,,,,,,,,,
14053755,home,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190.0,1549,M,825899,EUR,922406400,D,21,21,False,60.0,55.0,1.0,,0.0,32.0,33.0,23.0,27.0,9.0,,,,90.0,71.0,6.9,5.0,0.331203,,0,,0.31,0.43,-0.27,,,,3.0,4.0,4.0,,,,,,,5.0,2.0,,2.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
14053755,home,Feyenoord,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1359,M,942213,EUR,855100800,D,4,4,False,74.0,70.0,4.0,3.0,0.0,49.0,50.0,21.0,24.0,3.0,1.0,,,90.0,82.0,6.2,5.0,0.0256318,,2,,0.21,-0.96,-0.34,,,,1.0,3.0,5.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2866,,1.0,-0.62,3.0,,,,1.0,1.0,,,,,,,,
14053755,home,Feyenoord,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180.0,733,M,1144138,EUR,1035849600,D,15,15,False,47.0,42.0,2.0,1.0,0.0,15.0,15.0,27.0,32.0,2.0,1.0,,,90.0,69.0,6.9,11.0,0.165351,,1,,0.46,0.15,-0.35,,1.0,1.0,1.0,4.0,4.0,,1.0,,1.0,1.0,,2.0,2.0,,,0.2392,,3.0,-0.54,,4.0,2.0,,2.0,,,,,,,,,
14053755,home,Feyenoord,Sem Steijn,,,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,17.0,15.0,1.0,1.0,0.0,4.0,6.0,11.0,11.0,1.0,2.0,,,70.0,28.0,7.7,5.0,0.0403329,,4,,0.3,0.02,-0.02,,,,2.0,3.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,0.8385,0.8734,1.0,0.52,,,,,1.0,,True,2.0,1.0,,,,,
14053755,home,Feyenoord,Oussama Targhalline,Oussama Targhalline,,oussama-targhalline,O. Targhalline,M,28,186.0,7779,M,1095731,EUR,1021852800,M,28,28,False,49.0,43.0,1.0,1.0,1.0,18.0,19.0,25.0,30.0,3.0,,,,86.0,67.0,7.8,7.0,0.210769,,1,,0.45,0.26,0.26,,,,3.0,5.0,8.0,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,0.0205,0.0287,2.0,-0.08,3.0,2.0,2.0,,1.0,1.0,,,,targhaoussama,,,,
14053755,home,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189.0,1443,M,1121400,EUR,1065225600,M,40,40,False,56.0,50.0,,,0.0,15.0,15.0,35.0,41.0,4.0,4.0,,,90.0,67.0,7.0,12.0,0.402745,,1,,0.65,0.31,-0.13,,,,1.0,5.0,2.0,1.0,2.0,,,,,,1.0,,1.0,0.0623,,2.0,-0.15,1.0,,,,,,,1.0,,,,,,
14053755,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176.0,22039,M,1218066,EUR,1013385600,F,23,23,False,25.0,17.0,1.0,,0.0,2.0,2.0,15.0,23.0,3.0,2.0,,,90.0,54.0,6.7,27.0,0.111835,,1,,0.03,0.34,-0.01,,12.0,1.0,,6.0,3.0,1.0,2.0,2.0,,,,1.0,,1.0,,0.0408,,2.0,-0.29,,5.0,2.0,1.0,,,,1.0,,hadj.a20,,,,
14053755,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182.0,7400,M,985823,EUR,904262400,F,9,9,False,22.0,14.0,,,0.0,2.0,4.0,12.0,18.0,2.0,5.0,,,90.0,51.0,9.0,17.0,0.0415335,,6,,-0.37,0.61,0.16,,,,3.0,8.0,12.0,,2.0,,1.0,2.0,4.0,3.0,,4.0,1.0,1.6868,2.0592,1.0,0.82,7.0,4.0,2.0,1.0,,,,,2.0,bee18,,,,
14053755,home,Feyenoord,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184.0,1850,M,1150938,EUR,1134691200,F,16,16,False,16.0,15.0,,,0.0,,,15.0,16.0,,3.0,,,90.0,34.0,7.7,7.0,0.349534,,3,,0.43,0.49,-0.01,,1.0,,,3.0,5.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,0.1145,0.2656,2.0,-0.51,,5.0,4.0,,1.0,,,1.0,,,,,,
14053755,home,Feyenoord,Jordan Lotomba,,,jordan-lotomba,J. Lotomba,D,30,177.0,509,M,796279,EUR,907027200,D,30,30,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,20.0,10.0,6.4,1.0,0.00453779,,0,,0.01,-0.08,-0.16,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
14053755,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177.0,3381,M,889689,EUR,843177600,M,6,6,True,10.0,9.0,1.0,,0.0,2.0,2.0,7.0,8.0,2.0,,,,20.0,15.0,6.7,1.0,0.0740582,,1,,0.3,0.06,-0.05,,1.0,1.0,,,2.0,,,,,,,,1.0,,,0.0306,,1.0,-0.18,1.0,,,,1.0,,,1.0,,Hwang,,,,
14053755,home,Feyenoord,Cyle Larin,,,cyle-larin,C. Larin,F,9,187.0,1609,M,790179,EUR,798076800,F,10,10,True,2.0,2.0,,,1.0,,,2.0,2.0,,,,,9.0,3.0,6.9,,0.425199,,0,,0.25,-0.67,0.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
14053755,home,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190.0,1329,M,556696,EUR,885427200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053755,home,Feyenoord,Liam Bossin,,,liam-bossin,L. Bossin,G,39,190.0,153,M,307364,EUR,837388800,G,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053755,home,Feyenoord,Jan Plug,Jan Plug,,jan-plug,J. Plug,D,25,188.0,236,M,1545079,EUR,1112400000,D,43,43,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
