match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_wonContest,stat_hitWoodwork,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_aerialWon,stat_errorLeadToAGoal,stat_penaltyConceded,stat_totalOffside
12764864,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190.0,13900,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,False,41.0,38.0,4.0,1.0,0.0,38.0,40.0,1.0,1.0,13.0,1.0,4.0,7.0,90.0,60.0,8.7,3.0,7.104e-05,0,1.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764864,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190.0,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,77.0,69.0,8.0,4.0,1.0,44.0,48.0,29.0,2.0,4.0,1.0,,,90.0,91.0,8.2,10.0,0.0193209,1,,25.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0939,0.3173,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12764864,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196.0,10512,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,98.0,97.0,8.0,8.0,0.0,82.0,83.0,15.0,,2.0,,,,90.0,105.0,8.0,1.0,0.006656,1,,15.0,2.0,1.0,,,1.0,1.0,4.0,,,,0.1064,0.7249,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764864,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194.0,10530,M,badiashile,904827,EUR,985564800,D,5,5,False,63.0,60.0,2.0,2.0,0.0,46.0,46.0,17.0,1.0,4.0,,,,90.0,69.0,7.1,4.0,0.00648717,2,,14.0,2.0,,1.0,,1.0,,1.0,1.0,,1.0,0.1671,0.0866,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12764864,home,Chelsea,Renato Veiga,renato-veiga,R. Veiga,D,12,190.0,11674,M,renatoveiga95,1087359,EUR,1059436800,D,40,40,False,70.0,61.0,8.0,4.0,0.0,39.0,43.0,27.0,2.0,5.0,,,,90.0,90.0,7.8,11.0,0.187529,2,,22.0,1.0,,,1.0,,,2.0,2.0,1.0,,0.0634,,2.0,,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12764864,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177.0,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,30.0,27.0,2.0,2.0,3.0,14.0,14.0,18.0,3.0,5.0,,,,45.0,38.0,8.6,4.0,0.155114,1,,15.0,4.0,2.0,,1.0,1.0,,,2.0,2.0,1.0,0.0308,0.157,3.0,1.0,,,,,,1.0,,1.0,1.0,True,2.0,2.0,1.0,,,,,,,,,,
12764864,home,Chelsea,Tyrique George,tyrique-george,T. George,F,19,181.0,12338,M,,1403061,EUR,1139011200,M,32,32,False,34.0,28.0,2.0,1.0,0.0,7.0,7.0,29.0,,5.0,,,,68.0,39.0,7.5,8.0,0.575463,1,,22.0,2.0,1.0,,1.0,,,1.0,,,,0.0377,,4.0,,,Tyrique George,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,
12764864,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175.0,48776,M,Nkunku,769333,EUR,879465600,M,18,18,False,23.0,22.0,,,1.0,9.0,9.0,14.0,2.0,2.0,,,,79.0,40.0,8.0,5.0,0.0604952,7,,13.0,7.0,,1.0,3.0,5.0,2.0,1.0,1.0,,3.0,1.9167,2.418,2.0,1.0,,,,3.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
12764864,home,Chelsea,João Félix,joao-felix,J. Félix,F,79,181.0,126099,M,JFélix,851671,EUR,942192000,M,14,14,False,38.0,30.0,8.0,5.0,0.0,9.0,11.0,28.0,5.0,1.0,1.0,,,90.0,56.0,9.2,12.0,0.13669,7,,21.0,3.0,,,6.0,3.0,2.0,,,,1.0,1.7408,1.2327,2.0,,,,,1.0,3.0,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,
12764864,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175.0,54249,M,MMudryk10,958966,EUR,978652800,M,10,10,False,28.0,22.0,2.0,1.0,0.0,8.0,8.0,22.0,3.0,2.0,1.0,,,90.0,44.0,8.2,11.0,0.537671,3,,14.0,2.0,,,4.0,2.0,1.0,1.0,,,,0.2619,0.7019,4.0,,1.0,,,,1.0,,,,,,2.0,,2.0,,,,,,,,,,
