match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_goals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
14425851,home,Cambridge United,Jake Eastwood,,,jake-eastwood,J. Eastwood,G,1,185.0,29,M,891894,EUR,844300800.0,G,1,1,False,30.0,9.0,29.0,8.0,0.0,2.0,2.0,7.0,28.0,1.0,10.0,1.0,2.0,3.0,1.0,1.0,90.0,41.0,6.6,22.0,0.3202,0,0.23,-0.01,-0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425851,home,Cambridge United,James Gibbons,,,james-gibbons,J. Gibbons,D,26,174.0,14,M,845492,EUR,890006400.0,D,26,26,False,31.0,22.0,3.0,2.0,0.0,7.0,9.0,15.0,22.0,2.0,4.0,,,,,,90.0,54.0,6.5,19.0,,1,0.16,-0.01,-0.28,,True,1.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.02,,,,,,,,,,,,,,
14425851,home,Cambridge United,Zeno Ibsen Rossi,,,zeno-ibsen-rossi,Z. I. Rossi,D,16,191.0,31,M,1020667,EUR,972691200.0,D,16,16,False,17.0,8.0,2.0,,0.0,7.0,12.0,1.0,5.0,6.0,1.0,,,,,,90.0,32.0,6.7,10.0,,2,-0.19,0.02,0.4,,,,4.0,6.0,4.0,9.0,,,2.0,1.0,,1.0,0.07,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
14425851,home,Cambridge United,Kelland Watts,,,kelland-watts,K. Watts,D,6,196.0,43,M,941670,EUR,941587200.0,D,6,6,False,40.0,24.0,15.0,5.0,0.0,15.0,23.0,9.0,17.0,12.0,7.0,,,,,,90.0,57.0,7.2,16.0,,0,0.28,0.07,-0.05,,,,,6.0,,8.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,
14425851,home,Cambridge United,Zak Bradshaw,Zak,Bradshaw,zak-bradshaw,Z. Bradshaw,D,22,188.0,12,M,1394299,EUR,1069459200.0,D,22,22,False,50.0,31.0,15.0,6.0,1.0,14.0,20.0,17.0,30.0,2.0,3.0,,,,,,90.0,77.0,8.3,30.0,,1,0.37,0.08,-0.19,,,2.0,2.0,5.0,2.0,7.0,,,2.0,1.0,,2.0,0.32,,1.0,,1.0,,,1.0,,,,,,,
14425851,home,Cambridge United,James Brophy,,,james-brophy,J. Brophy,M,7,180.0,35,M,804525,EUR,775094400.0,M,7,7,False,17.0,7.0,3.0,,0.0,3.0,5.0,4.0,12.0,,1.0,,,,,,63.0,24.0,8.0,11.0,,2,0.17,0.06,0.23,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,0.5,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,
14425851,home,Cambridge United,Pelly Ruddock Mpanzu,,,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175.0,295,M,387116,EUR,742867200.0,M,17,17,False,13.0,8.0,2.0,1.0,0.0,2.0,4.0,6.0,9.0,1.0,2.0,,,,,,62.0,24.0,6.8,10.0,,0,-0.01,0.25,-0.04,,,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,4.0,1.0,,,,2.0,2.0,,,,
14425851,home,Cambridge United,Shane McLoughlin,,,shane-mcloughlin,S. McLoughlin,M,21,175.0,24,M,829522,EUR,857174400.0,M,21,21,False,31.0,22.0,5.0,,0.0,13.0,16.0,9.0,15.0,1.0,8.0,,,,,,90.0,41.0,6.5,11.0,,0,0.07,0.04,-0.09,,,,,,3.0,3.0,2.0,,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,
14425851,home,Cambridge United,Ben Knight,,,ben-knight,B. Knight,F,14,170.0,246,M,1010870,EUR,1024012800.0,M,14,14,False,14.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,12.0,,1.0,,,,,,72.0,23.0,6.5,6.0,,1,0.14,0.03,-0.06,,,,2.0,1.0,3.0,4.0,,1.0,,,1.0,1.0,-0.08,,,,3.0,3.0,,,,,,,,,
14425851,home,Cambridge United,Kylian Kouassi,Kylian Kouassi,,kylian-kouassi,K. Kouassi,F,20,189.0,46,M,1133297,EUR,1055894400.0,F,20,20,False,10.0,4.0,,,0.0,,1.0,4.0,9.0,,,,,,,,63.0,19.0,8.0,7.0,,2,-0.13,0.3,-0.04,,,,3.0,7.0,7.0,10.0,1.0,,1.0,,2.0,1.0,0.49,1.0,1.0,,,2.0,,1.0,,,,1.0,1.0,1.0,
