match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_keyPass,stat_outfielderBlock,stat_accurateCross,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_ownGoals
11369861,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188.0,1350,M,599114,EUR,802569600,G,1,1,False,41.0,38.0,11.0,8.0,38.0,39.0,2.0,6.0,1.0,90.0,43.0,6.6,3.0,0.0,0.0,0.00025367,0,-0.3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369861,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175.0,224,M,889387,EUR,927158400,D,34,34,False,85.0,70.0,5.0,1.0,32.0,34.0,53.0,10.0,,90.0,111.0,7.2,19.0,0.1842,0.0,0.509409,2,,38.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11369861,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,104.0,96.0,15.0,10.0,71.0,72.0,32.0,1.0,,90.0,112.0,7.0,10.0,0.1175,0.0904,0.0327168,2,,25.0,,3.0,3.0,4.0,2.0,,,,,,1.0,,,,True,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
11369861,home,Royal Antwerp FC,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190.0,1098,M,1001858,EUR,1066089600,D,44,44,False,113.0,109.0,3.0,2.0,82.0,82.0,31.0,8.0,,90.0,117.0,6.9,5.0,0.0,0.0,0.0149422,0,,27.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
11369861,home,Royal Antwerp FC,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174.0,794,M,836673,EUR,943747200,D,5,5,False,78.0,74.0,2.0,2.0,52.0,53.0,32.0,10.0,,90.0,95.0,7.6,10.0,0.0143,0.0131,0.132953,1,,23.0,7.0,3.0,1.0,7.0,,1.0,1.0,,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
11369861,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180.0,4699,M,1149127,EUR,1107734400,M,48,48,False,59.0,55.0,3.0,3.0,18.0,18.0,43.0,6.0,,90.0,72.0,9.3,6.0,0.8101,0.9491,0.449023,2,,38.0,2.0,,6.0,3.0,2.0,1.0,,,,1.0,2.0,1.0,,1.0,,,2.0,1.0,5.0,,1.0,3.0,Arthur Vermeeren,,arthurvermeeren,1.0,1.0,1.0,,,,,,
11369861,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188.0,1195,M,904887,EUR,954892800,M,24,24,False,37.0,35.0,1.0,1.0,12.0,12.0,26.0,7.0,,90.0,58.0,7.8,10.0,0.7054,0.4879,0.297913,2,,23.0,1.0,,6.0,4.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,2.0,1.0,,3.0,,,1.0,,,,,3.0,,2.0,2.0,,,,
11369861,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180.0,1237,M,1110136,EUR,1020988800,M,27,27,False,61.0,57.0,2.0,1.0,27.0,27.0,34.0,9.0,,90.0,76.0,6.8,6.0,0.0571,0.0,0.0277098,2,,30.0,,,5.0,4.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,2.0,Mandela Keita,,,,,,,,1.0,,,
11369861,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179.0,523,M,890695,EUR,912297600,F,11,11,False,46.0,41.0,3.0,2.0,14.0,15.0,38.0,2.0,,90.0,67.0,7.1,16.0,1.3913,1.0021,0.503156,4,,28.0,7.0,,5.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,1.0,,,,2.0,,1.0,,1.0,,Arbnor,Muja,,,1.0,1.0,1.0,1.0,,1.0,,
11369861,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,25.0,24.0,1.0,1.0,3.0,3.0,23.0,4.0,,90.0,45.0,8.7,3.0,1.1589,0.4853,0.487483,10,,22.0,1.0,1.0,4.0,4.0,,2.0,1.0,2.0,5.0,1.0,1.0,,,1.0,,2.0,3.0,1.0,4.0,,1.0,,,,,,2.0,,1.0,,2.0,,,
