match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,captain,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_outfielderBlock,stat_hitWoodwork
11352545,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190.0,545,M,45959,EUR,719798400,G,24,24,False,22.0,14.0,10.0,2.0,12.0,16.0,2.0,6.0,7.0,1.0,5.0,5.0,90.0,33.0,7.3,8.0,0.00036685,0,-0.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189.0,102,M,372342,EUR,841622400,D,16,16,False,43.0,40.0,2.0,,22.0,22.0,18.0,21.0,4.0,,,,90.0,56.0,6.6,4.0,0.00553115,2,,1.0,3.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,0.7732,0.9501,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Teden Mengi,teden-mengi,T. Mengi,D,15,183.0,754,M,979233,EUR,1020124800,D,15,15,False,55.0,45.0,7.0,1.0,34.0,36.0,11.0,19.0,6.0,,,,90.0,71.0,7.0,11.0,0.0032522,1,,,1.0,3.0,,,,,6.0,4.0,2.0,,0.0969,,,,,5.0,9.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179.0,289,M,369674,EUR,768096000,D,29,29,False,3.0,2.0,1.0,,2.0,2.0,,1.0,,,,,5.0,3.0,,1.0,3.182e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180.0,16736,M,1006189,EUR,989625600,M,12,12,False,23.0,20.0,1.0,,7.0,8.0,13.0,20.0,5.0,,,,90.0,41.0,6.7,12.0,0.0126555,0,,,3.0,6.0,1.0,,,,,,1.0,,,,,,,,6.0,,,1.0,1.0,3.0,issa_kabore_29,5.0,3.0,2.0,1.0,,,,,,,,,,,
11352545,home,Luton Town,Jordan Clark,jordan-clark,J. Clark,M,18,183.0,134,M,150477,EUR,748656000,M,18,18,False,32.0,27.0,5.0,2.0,17.0,18.0,11.0,16.0,5.0,,,,90.0,48.0,6.7,9.0,0.132153,0,,,1.0,5.0,1.0,,,,,,1.0,,,,2.0,,,1.0,6.0,,,3.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,
11352545,home,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188.0,2411,M,98435,EUR,755049600,M,6,6,False,53.0,46.0,10.0,6.0,22.0,23.0,24.0,32.0,7.0,,,,90.0,67.0,6.9,11.0,0.0293524,2,,,,3.0,1.0,,,,,1.0,,,0.0741,,1.0,,,,5.0,1.0,,2.0,1.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,
11352545,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183.0,521,M,945792,EUR,945734400,M,45,45,False,45.0,37.0,6.0,1.0,26.0,27.0,15.0,31.0,8.0,,,,90.0,71.0,6.9,19.0,0.347701,2,,1.0,,5.0,4.0,1.0,,,,1.0,1.0,,0.0788,,3.0,,,1.0,1.0,,,,,,,13.0,,,,4.0,,2.0,,,,,,,,
11352545,home,Luton Town,Andros Townsend,andros-townsend,A. Townsend,F,30,181.0,590,M,47992,EUR,679622400,F,30,30,False,7.0,5.0,2.0,1.0,2.0,3.0,3.0,7.0,1.0,,,,53.0,13.0,6.5,6.0,0.00257288,1,,,,1.0,,,,,,,,1.0,0.0903,,,,,,,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,
11352545,home,Luton Town,Tahith Chong,tahith-chong,T. Chong,M,24,185.0,1632,M,825845,EUR,944265600,F,14,14,False,15.0,14.0,,,8.0,9.0,6.0,7.0,4.0,,,,84.0,37.0,7.2,9.0,0.00786063,3,,,1.0,7.0,1.0,,,1.0,,,,,0.4086,0.7056,,,,,7.0,,,2.0,1.0,5.0,,1.0,3.0,,2.0,,2.0,2.0,1.0,,,,,,,
11352545,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185.0,1069,M,358222,EUR,819072000,F,9,9,False,12.0,10.0,,,4.0,4.0,6.0,9.0,1.0,,,,90.0,21.0,7.9,6.0,0.397498,3,,,2.0,4.0,,1.0,,2.0,1.0,,1.0,1.0,0.4777,0.5978,3.0,,,4.0,4.0,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,True,,,,,,
11352545,home,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181.0,757,M,849309,EUR,862444800,F,7,7,True,30.0,25.0,1.0,,12.0,14.0,13.0,20.0,3.0,,,,85.0,52.0,6.8,12.0,0.00731008,0,,,1.0,3.0,,,,,4.0,,,,,,,,,3.0,10.0,,,,,5.0,,4.0,4.0,3.0,1.0,,1.0,,,,1.0,,,,,
11352545,home,Luton Town,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185.0,1033,M,897334,EUR,926899200,D,27,27,True,19.0,17.0,1.0,1.0,14.0,15.0,3.0,4.0,3.0,,,,37.0,23.0,6.4,3.0,0.00122346,0,,,1.0,2.0,,,,,1.0,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11352545,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175.0,298,M,387116,EUR,742867200,M,17,17,True,6.0,5.0,,,2.0,2.0,3.0,4.0,1.0,,,,13.0,6.0,6.4,1.0,0.0016082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,James Shea,james-shea,J. Shea,G,1,180.0,47,M,137789,EUR,677030400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Tim Krul,tim-krul,T. Krul,G,,193.0,418,M,18154,EUR,576028800,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Axel Piesold,axel-piesold,A. Piesold,M,6,,13,M,1468580,EUR,1112227200,D,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Axel Piesold,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Zack Nelson,zack-nelson,Z. Nelson,M,37,183.0,86,M,1394950,EUR,1095984000,M,43,43,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Zack Nelson,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Luke Berry,luke-berry,L. Berry,M,8,177.0,75,M,97465,EUR,710899200,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,home,Luton Town,Cauley Woodrow,cauley-woodrow,C. Woodrow,F,12,184.0,112,M,140487,EUR,786326400,F,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352545,away,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,61053,M,158263,EUR,715392000,G,1,1,False,56.0,44.0,23.0,11.0,34.0,34.0,10.0,22.0,13.0,6.0,2.0,2.0,90.0,71.0,7.3,13.0,0.00937186,0,0.2535,,,,,,,,,,,,,,,,,,,,,,,,EmiMartínez,,,,,,,,,,,1.0,1.0,,,
11352545,away,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,833956,EUR,870912000,D,2,2,False,40.0,36.0,5.0,3.0,24.0,25.0,12.0,16.0,2.0,,,,90.0,63.0,7.3,12.0,0.00524685,0,,,1.0,5.0,,,,,3.0,,2.0,,,,,,,,4.0,,,4.0,3.0,,mattycash622,1.0,1.0,,1.0,,1.0,,,,,,,1.0,2.0,
11352545,away,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,827679,EUR,877564800,D,4,4,False,39.0,39.0,,,32.0,32.0,7.0,7.0,3.0,,,,90.0,49.0,6.6,,0.00273431,0,,,,1.0,,,,,7.0,,1.0,,,,,,,,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11352545,away,Aston Villa,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186.0,7982,M,580550,EUR,803347200,D,17,17,False,68.0,57.0,10.0,6.0,46.0,53.0,11.0,16.0,3.0,,,,90.0,80.0,7.0,12.0,0.00420033,1,,,1.0,1.0,,,,,6.0,,,,0.0939,,,,,2.0,2.0,1.0,,,,,clement_lenglet,1.0,,,,,,,,,,,,,2.0,
11352545,away,Aston Villa,Álex Moreno,alex-moreno,Á. Moreno,D,24,179.0,1206,M,294593,EUR,739497600,D,15,15,False,30.0,29.0,3.0,3.0,23.0,23.0,6.0,7.0,2.0,,,,79.0,52.0,6.7,3.0,0.00435238,0,,,1.0,3.0,1.0,,,,4.0,1.0,,,,,,,,,4.0,,,2.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
11352545,away,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175.0,3895,M,250223,EUR,782438400,M,7,7,False,46.0,41.0,3.0,2.0,24.0,26.0,18.0,21.0,7.0,,,,90.0,55.0,7.0,8.0,0.370572,0,,,2.0,6.0,,,,,,1.0,3.0,,,,2.0,,,1.0,4.0,,,3.0,2.0,,,1.0,,,2.0,1.0,1.0,,,True,,,,,,
11352545,away,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175.0,11801,M,867887,EUR,894672000,M,6,6,False,48.0,43.0,5.0,3.0,29.0,31.0,14.0,18.0,3.0,,,,90.0,53.0,7.0,6.0,0.0212753,1,,1.0,2.0,4.0,,1.0,,,,,2.0,,0.1226,,1.0,,,,2.0,1.0,,,,2.0,Douglas_Luiz,1.0,,,,,,,,,,,,,,
11352545,away,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178.0,7677,M,808590,EUR,871084800,M,31,31,False,29.0,23.0,,,12.0,15.0,12.0,16.0,6.0,,,,79.0,46.0,7.6,12.0,0.476361,1,,1.0,1.0,6.0,2.0,1.0,,1.0,,1.0,2.0,,0.061,0.0224,4.0,,,2.0,7.0,,,2.0,,,leonbailey,2.0,3.0,3.0,4.0,1.0,1.0,,,,,,,,1.0,
11352545,away,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177.0,9789,M,331737,EUR,862963200,M,8,8,False,26.0,18.0,1.0,,9.0,12.0,10.0,16.0,3.0,,,,79.0,35.0,6.7,11.0,0.0501768,0,,,,3.0,1.0,,,,,,,,,,1.0,,,1.0,3.0,,,,,,youritielemans,2.0,3.0,2.0,,1.0,1.0,,,,,,,,1.0,
11352545,away,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180.0,3186,M,975937,EUR,991008000,M,41,41,False,9.0,8.0,,,5.0,6.0,3.0,3.0,3.0,,,,29.0,14.0,6.8,3.0,0.00069365,2,,,,2.0,,,,1.0,,,1.0,,0.7304,0.1082,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,
11352545,away,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179.0,19908,M,555386,EUR,820281600,F,11,11,False,23.0,17.0,,,4.0,4.0,13.0,20.0,1.0,,,,90.0,42.0,8.5,14.0,0.017967,5,,,6.0,10.0,,,1.0,4.0,1.0,,2.0,1.0,0.6365,1.7267,,,,3.0,6.0,1.0,,1.0,,3.0,OllieWatkins,1.0,,,4.0,,3.0,,2.0,,,,,,,1.0
11352545,away,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13638,M,948261,EUR,1027641600,F,27,27,True,14.0,12.0,1.0,1.0,6.0,7.0,6.0,8.0,2.0,,,,50.0,24.0,7.1,4.0,0.0653127,1,,,,4.0,1.0,,,1.0,2.0,,3.0,,0.0295,0.4088,2.0,,,2.0,5.0,,,,,1.0,mrogers,1.0,2.0,2.0,1.0,,,,,,,,,,,
11352545,away,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178.0,4442,M,96538,EUR,743126400,D,12,12,True,6.0,5.0,,,2.0,2.0,3.0,5.0,1.0,,,,11.0,13.0,7.6,2.0,0.00174158,1,,,1.0,1.0,,,,1.0,2.0,,1.0,,0.2799,0.565,,,,1.0,1.0,,,,,,LDigne,1.0,,,,,,,1.0,,,,,,,
11352545,away,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170.0,7575,M,855817,EUR,931305600,F,19,19,True,5.0,4.0,,,,,5.0,6.0,,,,,11.0,7.0,7.2,2.0,0.240202,0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,moussadiaby,1.0,,,1.0,1.0,,,,,,,,,,
11352545,away,Aston Villa,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182.0,764,M,1085950,EUR,1056931200,M,47,47,True,4.0,3.0,,,2.0,3.0,1.0,1.0,,,,,11.0,6.0,6.6,1.0,0.00076661,0,,,,3.0,1.0,,,,,,2.0,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
11352545,away,Aston Villa,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189.0,9127,M,864898,EUR,930873600,M,22,22,True,,,,,,,,,,,,,11.0,3.0,6.3,3.0,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,nicolozaniolo,,,,2.0,,1.0,,,,,,,,,
