match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_punches,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_totalOffside
11067431,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,19.0,15.0,14.0,10.0,11.0,11.0,4.0,8.0,12.0,3.0,1.0,4.0,90.0,35.0,7.7,7.0,0.0,0.0,0.00079464,0,0.8616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067431,home,Botafogo,Rafael,,,rafael,Rafael,D,,172,477,M,39623,EUR,647481600,D,2,2,False,17.0,14.0,2.0,2.0,6.0,6.0,9.0,18.0,2.0,,,,31.0,33.0,7.2,11.0,0.0,0.0,0.056995,0,,7.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067431,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,47.0,41.0,9.0,6.0,34.0,37.0,7.0,10.0,1.0,,,,90.0,62.0,7.1,6.0,0.1834,0.0134,0.00277307,2,,,,2.0,2.0,3.0,3.0,,,,,,1.0,1.0,,1.0,1.0,8.0,3.0,1.0,,,,,,,,,,,,,
11067431,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,56.0,52.0,6.0,5.0,32.0,33.0,20.0,23.0,4.0,,,,90.0,72.0,7.5,5.0,0.0,0.0,0.00745328,0,,,,3.0,5.0,6.0,12.0,1.0,,5.0,4.0,,2.0,1.0,,,,2.0,2.0,,True,1.0,,,,,,,,,,,
11067431,home,Botafogo,Hugo,,,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,False,38.0,34.0,2.0,1.0,13.0,15.0,24.0,27.0,2.0,,,,90.0,62.0,7.4,8.0,0.0,0.0,0.185654,0,,4.0,3.0,2.0,,8.0,6.0,,,6.0,3.0,1.0,,3.0,3.0,,,1.0,,,,2.0,1.0,,,,,,,,,,
11067431,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,39.0,34.0,4.0,4.0,9.0,10.0,26.0,31.0,2.0,,,,72.0,47.0,6.9,8.0,0.0141,0.0,0.135602,1,,2.0,1.0,,,3.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,
11067431,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,53.0,41.0,9.0,5.0,18.0,22.0,23.0,31.0,6.0,,,,90.0,66.0,7.2,14.0,0.0527,0.0,0.0813236,1,,,,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,
11067431,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,29.0,24.0,3.0,2.0,6.0,8.0,18.0,22.0,6.0,,,,90.0,45.0,7.0,12.0,0.1659,0.1104,0.0456108,3,,1.0,,4.0,4.0,8.0,7.0,3.0,2.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,
11067431,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,36.0,31.0,7.0,5.0,9.0,9.0,22.0,29.0,5.0,,,,84.0,55.0,6.8,13.0,0.1173,0.0337,0.0694961,2,,2.0,,,1.0,3.0,4.0,2.0,,,,2.0,3.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,
11067431,home,Botafogo,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,42.0,32.0,3.0,3.0,12.0,14.0,21.0,30.0,3.0,,,,72.0,55.0,8.0,13.0,0.1965,0.5458,0.316473,1,,2.0,1.0,,1.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,1.0,,,,,,,
