match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12514019,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,10.0,6.0,,,0.0,3.0,4.0,3.0,10.0,1.0,,,,,,90.0,23.0,7.8,11.0,0.0227019,3,,,,4.0,,3.0,1.0,5.0,3.0,,1.0,1.0,,,,,2.0,1.0,2.0,1.0,,0.3575,1.0,,,,,,2.0,1.0,0.3952,,,
12514019,home,CF Estrela Amadora,Igor Jesus,igor-jesus,Igor Jesus,M,6,179,1490,M,1170912,EUR,1046995200,M,6,6,True,29.0,25.0,1.0,1.0,0.0,11.0,13.0,14.0,16.0,2.0,,,,,,45.0,47.0,7.2,7.0,0.0305764,4,,,,,,,2.0,4.0,7.0,1.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,2.0,1.0,0.0871,1.0,,2.0,2.0,,,,,,,,
12514019,home,CF Estrela Amadora,Diogo Travassos,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,D,2,2,True,15.0,12.0,3.0,3.0,0.0,6.0,7.0,6.0,9.0,2.0,,,,,,28.0,28.0,6.8,9.0,0.0164931,1,,,,1.0,,,,2.0,,,1.0,,,,,,2.0,,,1.0,1.0,0.01,,,1.0,,,,,,,,,
12514019,home,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,,,,,,,28.0,4.0,6.5,1.0,0.00691243,0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,
12514019,home,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,F,97,97,True,5.0,4.0,,,0.0,1.0,1.0,3.0,8.0,4.0,,,,,,19.0,18.0,6.6,7.0,0.0122505,2,,,,4.0,,,,1.0,3.0,,3.0,2.0,,,,,1.0,1.0,,2.0,,0.1141,,,,,,,,,,,,
12514019,home,CF Estrela Amadora,Caio Santana,caio-santana,C. Santana,F,38,188,49,M,1902003,EUR,1079913600,F,38,38,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,,,,,,15.0,11.0,6.3,4.0,0.00040301,0,,Caio Santana,,,,,,2.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
12514019,home,CF Estrela Amadora,Francisco Meixedo,francisco-meixedo,F. Meixedo,G,1,184,107,M,954721,EUR,990144000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,home,CF Estrela Amadora,Bilal Mazhar,bilal-mazhar,B. Mazhar,F,,182,706,M,1416499,EUR,1069286400,F,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,Bilal,Mazhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,away,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,False,21.0,3.0,21.0,3.0,0.0,1.0,2.0,2.0,19.0,1.0,,,1.0,,,90.0,25.0,5.6,19.0,0.00022514,0,-1.4735,Tomé Sousa,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,
12514019,away,Boavista,Pedro Gomes,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,False,13.0,9.0,4.0,2.0,0.0,6.0,9.0,3.0,4.0,,,,,,,78.0,28.0,6.6,7.0,0.00581475,0,,Pedro Gomes,,,,,3.0,3.0,6.0,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,
12514019,away,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,22.0,7.0,14.0,1.0,0.0,5.0,9.0,3.0,14.0,1.0,,,,,,90.0,44.0,6.7,23.0,0.0685884,0,,,,1.0,1.0,1.0,2.0,4.0,3.0,,2.0,,8.0,1.0,1.0,,,,,,,,2.0,,1.0,,1.0,,,,,,1.0,
12514019,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,28.0,13.0,10.0,,0.0,5.0,12.0,8.0,17.0,4.0,,,,,,77.0,40.0,6.4,19.0,0.00353933,1,,Filipe,Ferreira,1.0,,,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,0.0162,1.0,,,1.0,,,,,,,,
12514019,away,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,18.0,10.0,3.0,,0.0,7.0,11.0,4.0,11.0,4.0,,,,,,90.0,43.0,7.0,16.0,0.0108068,2,,,,4.0,1.0,3.0,3.0,8.0,6.0,,2.0,,5.0,,3.0,2.0,1.0,,1.0,1.0,,0.2377,,,2.0,,,,1.0,1.0,0.7448,,,
12514019,away,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,26.0,19.0,4.0,2.0,0.0,11.0,12.0,8.0,14.0,6.0,,,,,,90.0,39.0,6.8,8.0,0.0109777,0,,,,,,3.0,,5.0,4.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,,True,,,,,,,,,,
12514019,away,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,False,24.0,10.0,9.0,1.0,0.0,7.0,9.0,3.0,15.0,5.0,,,,,,90.0,45.0,6.8,15.0,0.00186459,0,,,,,,2.0,2.0,5.0,6.0,,1.0,1.0,9.0,5.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
12514019,away,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,False,16.0,10.0,1.0,1.0,0.0,5.0,5.0,5.0,11.0,3.0,,,,,,67.0,28.0,7.6,8.0,0.00649025,1,,Ilija,Vukotić,,,2.0,3.0,3.0,5.0,1.0,,,2.0,,1.0,1.0,,1.0,,,2.0,0.9135,,,,,,,1.0,1.0,0.9947,,,
12514019,away,Boavista,Gonçalo Miguel,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,F,35,35,False,4.0,2.0,,,0.0,,,2.0,4.0,1.0,,,,,,36.0,12.0,6.8,5.0,0.0117051,0,,Gonçalo Miguel,Cardoso de Almeida,,,,1.0,3.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,2.0,,2.0,,1.0,,,,,,,
12514019,away,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,10.0,6.0,1.0,1.0,0.0,3.0,5.0,3.0,5.0,3.0,,,,,,78.0,22.0,6.4,7.0,0.00443327,3,,,,,,3.0,,6.0,,,,,4.0,,,,3.0,,3.0,1.0,,0.2878,,,,1.0,,,1.0,,0.0316,,,1.0
12514019,away,Boavista,Salvador Agra,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,F,7,7,False,21.0,15.0,,,0.0,7.0,8.0,8.0,15.0,7.0,,,,,,90.0,38.0,6.5,14.0,0.0100669,3,,,,2.0,,1.0,,7.0,3.0,,2.0,1.0,1.0,1.0,,,4.0,2.0,3.0,3.0,,0.1132,,,2.0,,1.0,,,,,,,
12514019,away,Boavista,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,True,8.0,6.0,,,0.0,3.0,4.0,3.0,5.0,2.0,,,,,,54.0,19.0,6.4,6.0,0.00216505,0,,Joel Silva,,1.0,,2.0,1.0,6.0,2.0,,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,
12514019,away,Boavista,João Barros,joao-barros,J. Barros,F,77,184,46,M,1896795,EUR,1136851200,F,71,71,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,2.0,,,,,,23.0,15.0,6.8,4.0,0.00228825,1,,João Barros,,,,2.0,,5.0,5.0,2.0,1.0,1.0,,,4.0,2.0,,,1.0,,,0.2282,,,,1.0,,,,,,,,
12514019,away,Boavista,Augusto Dabo,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,13.0,6.0,6.6,,0.00103607,0,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
12514019,away,Boavista,Marco Ribeiro,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,M,88,88,True,4.0,3.0,1.0,,0.0,1.0,1.0,3.0,4.0,,,,,,,12.0,6.0,6.4,1.0,0.0452871,0,,Marco Ribeiro,,1.0,1.0,2.0,,4.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,
12514019,away,Boavista,Tiago Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,8.0,6.0,1.0,1.0,0.0,,,7.0,10.0,2.0,,,,,,12.0,13.0,7.1,3.0,0.0977758,2,,Tiago,Machado,2.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,0.1241,1.0,,,1.0,1.0,,1.0,,0.1228,,,
12514019,away,Boavista,César Dutra,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,away,Boavista,Tomás Silva,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,0,,Tomás Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,away,Boavista,Alexandre Marques,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,,,,,,,,,,,,,,,,,,,,,0,,Alexandre Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514019,away,Boavista,Manuel Namora,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
