match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalContest,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,player_sofascoreId,stat_punches
10388531,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,19.0,9.0,15.0,5.0,4.0,6.0,5.0,13.0,1.0,9.0,2.0,2.0,1.0,1.0,90.0,25.0,7.5,10.0,0.0,0.0,0.00310432,0,0.4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,,23.0,14.0,6.0,2.0,10.0,12.0,4.0,11.0,,5.0,,,,,58.0,30.0,6.8,9.0,0.0,0.0,0.00326841,0,,,,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,,42.0,33.0,6.0,3.0,24.0,30.0,9.0,12.0,3.0,8.0,,,,,90.0,48.0,6.7,9.0,0.0,0.0,0.0131795,0,,,,4.0,6.0,5.0,1.0,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,D,20,20,False,,28.0,22.0,6.0,1.0,13.0,13.0,9.0,15.0,,9.0,,,,,74.0,32.0,6.4,6.0,0.0,0.0,0.00942401,0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,M,21,21,False,,29.0,17.0,4.0,,7.0,8.0,12.0,29.0,,4.0,,,,,90.0,59.0,7.0,28.0,0.0,0.0,0.316987,0,,,,1.0,7.0,4.0,1.0,3.0,2.0,,,1.0,3.0,1.0,8.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,25.0,18.0,2.0,,3.0,4.0,15.0,21.0,,11.0,,,,,90.0,42.0,7.4,9.0,0.1213,0.0153,0.0243279,2,,,,2.0,7.0,8.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,
10388531,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,False,,44.0,33.0,4.0,2.0,7.0,11.0,26.0,33.0,,8.0,,,,,90.0,60.0,7.3,13.0,0.07,0.0631,0.0693665,2,,,,,6.0,6.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10388531,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,21.0,17.0,1.0,1.0,8.0,9.0,11.0,16.0,,4.0,,,,,85.0,48.0,7.0,10.0,0.0,0.0,0.152296,0,,,,,3.0,3.0,2.0,3.0,2.0,,1.0,,1.0,,4.0,2.0,,1.0,,,,,1.0,,,,,,,,,
10388531,home,1. FSV Mainz 05,Marcus Ingvartsen,marcus-ingvartsen,M. Ingvartsen,F,7,182,364,M,280721,EUR,820713600,F,11,11,False,,21.0,18.0,,,6.0,6.0,12.0,15.0,2.0,1.0,,,,,90.0,37.0,6.6,13.0,0.3993,0.838,0.0650054,2,,,,2.0,8.0,2.0,,,,,1.0,3.0,,,,,2.0,6.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,
10388531,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,,26.0,15.0,3.0,3.0,6.0,6.0,9.0,21.0,,8.0,,,,,74.0,36.0,8.1,15.0,0.2166,0.4616,0.024126,2,,,,2.0,2.0,4.0,,1.0,1.0,,,,2.0,1.0,1.0,,,3.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,
