match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goals
10411660,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,23.0,12.0,16.0,5.0,9.0,9.0,3.0,14.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,90.0,37.0,7.6,11.0,0.0,0.0,0.00167714,0,0.5421,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411660,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,43.0,38.0,2.0,1.0,19.0,20.0,19.0,23.0,3.0,4.0,5.0,,2.0,1.0,,,,,,90.0,50.0,6.9,5.0,0.271,0.0654,0.00565699,1,,,,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411660,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,58.0,56.0,1.0,,44.0,45.0,12.0,13.0,4.0,4.0,8.0,,2.0,1.0,,,,,,90.0,72.0,7.5,3.0,0.0574,0.0,0.00509715,1,,,,2.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10411660,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,50.0,45.0,2.0,1.0,27.0,28.0,18.0,22.0,5.0,5.0,4.0,,1.0,,,,,,,90.0,68.0,7.2,7.0,0.2135,0.0,0.00478352,1,,,,2.0,4.0,1.0,,,2.0,1.0,1.0,,2.0,2.0,,True,1.0,1.0,1.0,,,,,,,,,
10411660,home,Torino,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,M,34,34,False,45.0,33.0,6.0,1.0,15.0,16.0,21.0,34.0,7.0,2.0,9.0,,,,,,,,,90.0,78.0,7.7,20.0,0.1196,0.0,0.468582,1,,,,1.0,4.0,,,,2.0,,,1.0,1.0,3.0,2.0,,6.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,,,
10411660,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,67.0,60.0,4.0,3.0,20.0,22.0,41.0,49.0,2.0,2.0,4.0,,1.0,1.0,,,,,,90.0,85.0,6.7,15.0,0.0,0.0,0.373113,0,,,,,4.0,,,,,,,,1.0,1.0,,,2.0,,1.0,,4.0,1.0,2.0,,,,,
10411660,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,34.0,31.0,2.0,,14.0,14.0,18.0,21.0,2.0,,5.0,,1.0,1.0,,,,,,76.0,47.0,6.6,7.0,0.0,0.0,0.0425354,0,,,,1.0,4.0,2.0,,,,1.0,,1.0,,3.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,
10411660,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,57.0,45.0,7.0,4.0,22.0,25.0,23.0,32.0,2.0,,6.0,,1.0,,,,,,,90.0,84.0,6.4,19.0,0.0879,0.1485,0.0223614,3,,,,,6.0,1.0,,1.0,,,,1.0,1.0,1.0,,,3.0,1.0,,,,,3.0,,2.0,,,
10411660,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,F,59,59,False,42.0,35.0,1.0,,6.0,7.0,31.0,38.0,5.0,,3.0,,,,,,,,,87.0,57.0,7.7,10.0,0.0972,0.0,0.647818,1,,,,,1.0,1.0,,,,,,,,2.0,4.0,,1.0,1.0,4.0,,3.0,2.0,,1.0,1.0,,Miranchuk,
10411660,home,Torino,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185,1024,M,802149,EUR,899856000,F,7,7,False,11.0,10.0,,,4.0,4.0,6.0,7.0,,,1.0,,,,,,,,,55.0,20.0,6.8,6.0,0.8136,1.0158,0.00859991,2,,,,,6.0,1.0,,2.0,1.0,,,,,,,,4.0,,,,,,,,,2.0,,1.0
