match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_wonContest,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_hitWoodwork
11373419,home,Notts County,Cedwyn Scott,cedwyn-scott,C.Scott,F,19,178,25,M,931264,EUR,881366400,F,19,19,False,6.0,6.0,,,4.0,4.0,2.0,2.0,,1.0,,,,76.0,7.0,6.4,1.0,0,,,,1.0,4.0,1.0,1.0,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11373419,home,Notts County,John Bostock,john-bostock,J. Bostock,M,15,188,56,M,31483,EUR,695433600,M,16,16,True,65.0,61.0,1.0,,36.0,39.0,25.0,27.0,1.0,5.0,,,,79.0,72.0,6.8,6.0,0,John,Bostock,1.0,1.0,1.0,3.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
11373419,home,Notts County,Jodi Jones,jodi-jones,J. Jones,M,10,177,159,M,788042,EUR,877478400,F,10,10,True,9.0,8.0,,,4.0,4.0,6.0,9.0,,,,,,22.0,16.0,6.7,4.0,1,,,4.0,,2.0,1.0,1.0,,,1.0,,,,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,
11373419,home,Notts County,Junior Morias,junior-morias,J. Morias,M,7,173,27,M,255187,EUR,804816000,F,27,27,True,,,,,,,,,,,,,,14.0,1.0,6.4,1.0,0,Junior,Morias,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11373419,home,Notts County,Oliver Tipton,oliver-tipton,O. Tipton,M,16,191,18,M,1067993,EUR,1064188800,D,33,33,True,27.0,23.0,3.0,,7.0,8.0,16.0,21.0,1.0,,,,,14.0,36.0,6.6,7.0,0,Oliver Tipton,,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11373419,home,Notts County,Connell Rawlinson,connell-rawlinson,C. Rawlinson,D,5,185,8,M,123204,EUR,685497600,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373419,home,Notts County,Aaron Nemane,aaron-nemane,A. Nemane,M,16,170,30,M,792320,EUR,875232000,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373419,home,Notts County,Macaulay Langstaff,macaulay-langstaff,M. Langstaff,F,17,178,341,M,909908,EUR,854928000,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373419,away,Lincoln City,Lukas Jensen,jensen-lukas,L. Jensen,G,1,198,76,M,1033351,EUR,921715200,G,1,1,False,22.0,7.0,17.0,2.0,5.0,8.0,2.0,14.0,1.0,8.0,,1.0,2.0,90.0,31.0,6.9,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
11373419,away,Lincoln City,Timothy Eyoma,eyoma-timothy,T. Eyoma,D,3,180,45,M,859899,EUR,949104000,D,22,22,False,42.0,29.0,9.0,2.0,18.0,20.0,11.0,22.0,3.0,5.0,,,,90.0,51.0,7.4,13.0,0,,,,3.0,,4.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11373419,away,Lincoln City,Paudie O’Connor,oconnor-paudie,P. O’Connor,D,15,191,67,M,806241,EUR,868838400,D,15,15,False,34.0,28.0,4.0,3.0,22.0,25.0,6.0,9.0,9.0,,,,,90.0,51.0,8.0,6.0,1,,,,1.0,2.0,3.0,,,,2.0,1.0,,5.0,,True,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,
11373419,away,Lincoln City,Sean Roughan,sean-roughan,S. Roughan,D,23,175,113,M,1064269,EUR,1062288000,D,23,23,False,46.0,39.0,8.0,3.0,28.0,28.0,12.0,19.0,6.0,10.0,,,,90.0,63.0,7.6,12.0,2,Sean Roughan,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,
11373419,away,Lincoln City,Lasse Sørensen,lasse-sorensen,L. Sørensen,D,2,185,75,M,826063,EUR,940464000,M,2,2,False,20.0,15.0,1.0,,7.0,8.0,8.0,13.0,,3.0,,,,82.0,38.0,7.7,10.0,2,,,1.0,1.0,5.0,5.0,2.0,1.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,1.0,,,2.0,,1.0,,,,,,1.0,
11373419,away,Lincoln City,Alistair Smith,alistair-smith,A. Smith,M,12,187,35,M,962649,EUR,927072000,M,8,8,False,26.0,21.0,,,10.0,12.0,11.0,14.0,1.0,10.0,,,,82.0,33.0,6.5,8.0,0,,,,,6.0,1.0,,,,,3.0,1.0,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,
11373419,away,Lincoln City,Ethan Erhahon,ethan-erhahon,E. Erhahon,M,21,173,43,M,892163,EUR,989366400,M,6,6,False,31.0,26.0,2.0,1.0,15.0,15.0,11.0,16.0,2.0,1.0,,,,71.0,41.0,6.8,7.0,0,,,,,2.0,1.0,,1.0,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
11373419,away,Lincoln City,Jaden Brown,jaden-brown,J. Brown,M,,175,21,M,826132,EUR,917136000,M,3,3,False,13.0,12.0,,,7.0,7.0,5.0,8.0,,4.0,,,,90.0,25.0,6.9,4.0,0,,,2.0,,3.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
11373419,away,Lincoln City,Reeco Hackett-Fairchild,reeco-hackett-fairchild,R. Hackett-Fairchild,M,7,191,58,M,892954,EUR,884304000,F,7,7,False,24.0,20.0,1.0,1.0,6.0,6.0,14.0,19.0,,7.0,,,,70.0,40.0,7.7,7.0,2,,,1.0,1.0,2.0,3.0,,,,,,3.0,4.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,4.0,,,,,,,
11373419,away,Lincoln City,Daniel Mandroiu,daniel-mandroiu,D. Mandroiu,M,14,178,86,M,877558,EUR,908841600,F,14,14,False,33.0,23.0,7.0,2.0,8.0,8.0,17.0,29.0,1.0,7.0,,,,90.0,54.0,8.3,13.0,7,,,4.0,,3.0,6.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,1.0,,,4.0,2.0,4.0,2.0,1.0,5.0,1.0,,,1.0,,,1.0
11373419,away,Lincoln City,Tyler Walker,tyler-walker,T. Walker,F,10,179,44,M,1173581,EUR,844646400,F,19,19,False,6.0,6.0,,,2.0,2.0,4.0,4.0,,4.0,,,,63.0,18.0,7.1,2.0,2,,,,,6.0,5.0,,1.0,,3.0,2.0,1.0,,,,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,,,,,,,,
11373419,away,Lincoln City,Ben House,ben-house,B. House,F,18,175,43,M,920691,EUR,931132800,F,18,18,True,4.0,2.0,,,1.0,2.0,1.0,2.0,,2.0,,,,27.0,13.0,6.8,4.0,2,,,,,1.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,2.0,,,,,,,,,
11373419,away,Lincoln City,Ethan Hamilton,ethan-hamilton,E. Hamilton,M,48,187,61,M,992410,EUR,908668800,M,11,11,True,8.0,5.0,,,4.0,5.0,1.0,3.0,,2.0,,,,19.0,11.0,6.8,3.0,1,,,,1.0,2.0,3.0,,,,,2.0,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,
11373419,away,Lincoln City,Dylan Duffy,dylan-duffy,D. Duffy,M,11,189,63,M,1068781,EUR,1038441600,F,17,17,True,5.0,5.0,,,1.0,1.0,4.0,4.0,,2.0,,,,20.0,10.0,7.0,1.0,1,,,,,3.0,3.0,,,,,1.0,1.0,,,,3.0,3.0,1.0,,,1.0,,,1.0,,,,,,,
11373419,away,Lincoln City,Oisin Gallagher,oisin-gallagher,O. Gallagher,M,26,180,33,M,1145036,EUR,1101945600,F,26,26,True,3.0,,1.0,,,1.0,,2.0,1.0,2.0,,,,8.0,4.0,6.5,3.0,0,Oisin Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373419,away,Lincoln City,Jay Benn,jay-benn,J. Benn,M,2,177,20,M,1082503,EUR,998438400,D,20,20,True,4.0,3.0,,,1.0,2.0,2.0,3.0,,1.0,,,,8.0,8.0,7.2,2.0,0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,
11373419,away,Lincoln City,Jordan Wright,jordan-wright,J. Wright,G,28,190,17,M,839805,EUR,920160000,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373419,away,Lincoln City,Jovon Makama,jovon-makama,J. Makama,F,24,184,1169,M,1133296,EUR,1075593600,F,27,27,True,,,,,,,,,,,,,,,,,,0,Jovon Makama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
