match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_goodHighClaim,stat_goals,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
11368607,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,25.0,17.0,14.0,7.0,11.0,13.0,6.0,12.0,9.0,1.0,2.0,3.0,90.0,34.0,5.0,9.0,0.0031551,0,-1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368607,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,39.0,31.0,5.0,3.0,9.0,11.0,23.0,33.0,4.0,,,,90.0,67.0,5.7,18.0,0.0470064,0,,5.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11368607,home,Rayo Vallecano,Aridane Hernández,,,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,False,32.0,25.0,4.0,1.0,15.0,16.0,10.0,16.0,9.0,,,,90.0,39.0,5.6,8.0,0.00982554,1,,,,2.0,3.0,4.0,,1.0,,,1.0,,,2.0,1.0,1.0,2.0,1.0,0.0432,,,,,,,,,,,,,,
11368607,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,74.0,66.0,17.0,12.0,32.0,34.0,34.0,41.0,8.0,,,,90.0,84.0,6.4,9.0,0.0604068,3,,1.0,,2.0,4.0,2.0,,,1.0,,,,2.0,2.0,,,,,0.1086,3.0,1.0,2.0,,,,,,,,,,,
11368607,home,Rayo Vallecano,Alfonso Espino,,,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,12,12,False,62.0,47.0,8.0,4.0,16.0,20.0,32.0,44.0,8.0,,,,81.0,90.0,6.6,21.0,0.107398,2,,2.0,1.0,,6.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,2.0,,1.0,1.0,0.0894,1.0,,2.0,2.0,1.0,1.0,0.1533,,,,,,,
11368607,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,False,23.0,14.0,5.0,2.0,6.0,7.0,8.0,16.0,4.0,,,,45.0,30.0,6.0,12.0,0.00282634,0,,,,1.0,6.0,2.0,1.0,,,,1.0,,1.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,,
11368607,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,56.0,47.0,1.0,1.0,21.0,22.0,26.0,34.0,9.0,,,,90.0,66.0,6.3,12.0,0.0251548,1,,,,1.0,6.0,4.0,1.0,,,,2.0,,3.0,,3.0,,3.0,1.0,0.1137,1.0,,1.0,,1.0,,,,,,,,,
11368607,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,32.0,20.0,3.0,2.0,2.0,3.0,20.0,36.0,6.0,,,,67.0,63.0,7.0,27.0,0.100797,2,,7.0,2.0,1.0,7.0,9.0,5.0,1.0,,,5.0,3.0,2.0,1.0,1.0,,2.0,,0.0285,,,2.0,2.0,3.0,2.0,0.1415,,,,,,,
11368607,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,21.0,17.0,,,5.0,5.0,13.0,18.0,5.0,,,,45.0,43.0,6.5,11.0,0.0261897,1,,2.0,1.0,1.0,8.0,5.0,5.0,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,0.0225,1.0,1.0,1.0,3.0,3.0,,,True,,,,,,
11368607,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,39.0,28.0,2.0,,4.0,6.0,24.0,38.0,4.0,,,,90.0,55.0,6.6,17.0,0.0810667,1,,5.0,,,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,0.0574,1.0,1.0,1.0,,1.0,,,,,,,,,
