match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_punches
11369461,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,24.0,17.0,12.0,5.0,13.0,13.0,4.0,11.0,10.0,1.0,1.0,1.0,2.0,90.0,36.0,7.0,8.0,0.00070423,0,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369461,home,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,False,30.0,25.0,5.0,3.0,12.0,14.0,13.0,17.0,4.0,,,,,50.0,41.0,7.0,7.0,0.0116575,1,,1.0,3.0,6.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0118,,,,,,,,,,,,,,,,,,,
11369461,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,6,6,False,46.0,36.0,5.0,,29.0,31.0,7.0,15.0,1.0,,,,,90.0,59.0,7.0,11.0,0.00156369,1,,,3.0,6.0,,1.0,,,,4.0,,2.0,,0.0107,germanpezzella,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,
11369461,home,Real Betis,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,sokratis-papastathopoulos,S. Papastathopoulos,D,3,187,628,,2322979,EUR,581817600,D,19,19,False,47.0,43.0,5.0,2.0,35.0,35.0,8.0,12.0,3.0,,,,,90.0,55.0,7.2,5.0,0.0508708,0,,,2.0,6.0,,,,,,2.0,2.0,,2.0,,,,4.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,
11369461,home,Real Betis,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,20,20,False,48.0,43.0,5.0,3.0,20.0,20.0,23.0,31.0,2.0,,,,,90.0,82.0,7.3,16.0,0.137563,1,,3.0,3.0,3.0,1.0,,1.0,,,1.0,1.0,,1.0,0.0378,,,2.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,
11369461,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,60.0,50.0,8.0,3.0,30.0,33.0,20.0,28.0,9.0,,,,,90.0,78.0,7.6,13.0,0.0751305,2,,1.0,5.0,5.0,2.0,,2.0,1.0,,1.0,3.0,1.0,2.0,0.0433,,,,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,0.2464,,,,,,,
11369461,home,Real Betis,Andrés Guardado,,,andres-guardado,A. Guardado,M,,169,1007,M,14942,EUR,528249600,M,18,18,False,46.0,39.0,6.0,4.0,23.0,27.0,18.0,21.0,9.0,,,,,90.0,67.0,7.8,9.0,0.0562051,3,,2.0,2.0,10.0,1.0,,3.0,3.0,1.0,1.0,5.0,1.0,,0.0712,,1.0,1.0,2.0,1.0,,4.0,2.0,1.0,,,,True,2.0,,,,,
11369461,home,Real Betis,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12996,M,1035995,EUR,978393600,M,11,11,False,36.0,32.0,2.0,2.0,9.0,9.0,24.0,32.0,7.0,,,,,90.0,70.0,8.6,16.0,0.731882,3,,5.0,7.0,13.0,,3.0,9.0,8.0,,1.0,3.0,1.0,1.0,0.0795,luizhenrique_07,2.0,1.0,2.0,,1.0,2.0,3.0,3.0,,1.0,0.3291,,1.0,2.0,,,,
11369461,home,Real Betis,Isco,,,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,40.0,32.0,5.0,4.0,7.0,9.0,28.0,42.0,4.0,,,,,90.0,78.0,7.9,23.0,0.158722,6,,11.0,6.0,8.0,,1.0,3.0,1.0,1.0,,4.0,3.0,1.0,0.8293,iscoalarcon,2.0,,3.0,,1.0,4.0,4.0,4.0,,2.0,1.0297,,3.0,,2.0,1.0,1.0,
11369461,home,Real Betis,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,M,10,10,False,6.0,4.0,,,2.0,3.0,2.0,3.0,1.0,,,,,19.0,11.0,6.5,4.0,0.00238325,0,,,1.0,3.0,,,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,
11369461,home,Real Betis,Willian José,,,willian-jose,W. José,F,12,189,3025,M,123223,EUR,690854400,F,12,12,False,7.0,6.0,,,1.0,1.0,5.0,7.0,,,,,,68.0,17.0,7.1,4.0,0.0912534,4,,1.0,4.0,3.0,,2.0,,,1.0,,1.0,,,0.4461,,2.0,2.0,2.0,,,,,1.0,,1.0,0.1331,,,,,,,
11369461,home,Real Betis,Assane Diao,,,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,F,38,38,True,20.0,17.0,,,1.0,1.0,16.0,20.0,3.0,,,,,71.0,48.0,6.4,18.0,0.043903,3,,1.0,14.0,2.0,,8.0,2.0,,1.0,1.0,,2.0,2.0,0.2564,,2.0,,1.0,,,,3.0,4.0,,1.0,0.4279,,,,1.0,,,
