match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,player_sofascoreId,stat_totalOffside,stat_punches
11406904,home,Frosinone,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,80,80,False,19.0,14.0,8.0,3.0,13.0,13.0,1.0,6.0,6.0,1.0,2.0,3.0,90.0,26.0,7.0,5.0,0.00016503,0,-0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406904,home,Frosinone,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,D,19,19,False,53.0,39.0,8.0,3.0,17.0,23.0,24.0,34.0,4.0,,,,90.0,76.0,7.2,20.0,0.692546,1,,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0091,2.0,,,,,,,,,,,,,,,,
11406904,home,Frosinone,Simone Romagnoli,simone-romagnoli,S. Romagnoli,D,4,193,92,M,111487,EUR,634521600,D,6,6,False,61.0,52.0,4.0,1.0,35.0,35.0,17.0,26.0,2.0,,,,90.0,67.0,6.8,9.0,0.00876425,2,,,,,4.0,8.0,,,,,2.0,,2.0,2.0,,,1.0,0.6064,,3.0,6.0,1.0,2.0,,,,,,,,,,,,
11406904,home,Frosinone,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,61.0,45.0,6.0,,39.0,45.0,6.0,16.0,4.0,,,,90.0,74.0,6.9,16.0,0.00136086,0,,,,,3.0,8.0,,,,,7.0,,1.0,1.0,,3.0,1.0,,,2.0,4.0,,,,,1.0,,,,,,,,,
11406904,home,Frosinone,Francesco Gelli,francesco-gelli,F. Gelli,M,10,173,62,M,595900,EUR,845337600,D,14,14,False,49.0,42.0,2.0,2.0,19.0,20.0,26.0,34.0,11.0,,,,89.0,78.0,8.0,14.0,0.406275,2,,,5.0,3.0,3.0,5.0,,3.0,1.0,,2.0,,1.0,,1.0,3.0,1.0,0.2652,6.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.1852,,,,,
11406904,home,Frosinone,Luca Mazzitelli,luca-mazzitelli,L. Mazzitelli,M,4,180,415,M,369866,EUR,816393600,M,36,36,False,59.0,41.0,8.0,3.0,16.0,17.0,25.0,43.0,1.0,,,,90.0,69.0,7.9,20.0,0.177825,2,,,1.0,,3.0,6.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,0.08,1.0,,4.0,,1.0,,,,,,1.0,0.2967,True,1.0,,,
11406904,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,False,72.0,55.0,12.0,5.0,28.0,32.0,27.0,40.0,5.0,,,,90.0,83.0,7.3,17.0,0.0134004,1,,,,,3.0,8.0,,1.0,,,,2.0,,,,3.0,,0.0115,1.0,3.0,4.0,,,,,,,1.0,1.0,0.1258,,,,,
11406904,home,Frosinone,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,4,4,False,40.0,29.0,4.0,,11.0,15.0,18.0,26.0,7.0,,,,90.0,58.0,6.3,17.0,0.00758099,1,,,1.0,,6.0,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,2.0,0.0066,,2.0,,,,,,,2.0,,,,,,,,
11406904,home,Frosinone,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,18,18,False,41.0,34.0,1.0,,6.0,6.0,28.0,37.0,5.0,,,,81.0,60.0,7.8,15.0,0.0636398,3,,,2.0,,8.0,5.0,,7.0,1.0,,,1.0,,,,1.0,1.0,0.2022,3.0,2.0,1.0,,2.0,,,,1.0,3.0,1.0,0.3786,,1.0,matiassoule11,,
11406904,home,Frosinone,Reinier,reinier,Reinier,F,19,185,23831,M,978562,EUR,1011398400,M,12,12,False,19.0,15.0,1.0,1.0,5.0,5.0,10.0,15.0,5.0,,,,60.0,32.0,6.9,7.0,0.0323785,0,,,1.0,,5.0,5.0,1.0,3.0,,,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,1.0,2.0,,,,,reinier.jesus,,
11406904,home,Frosinone,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,70,70,False,9.0,6.0,,,2.0,2.0,4.0,8.0,3.0,,,,60.0,23.0,6.5,9.0,0.00202917,3,,,1.0,,5.0,6.0,,,,,,,2.0,2.0,4.0,2.0,1.0,0.7294,,3.0,2.0,2.0,1.0,,,,1.0,,2.0,0.9983,,,walo_98,1.0,
11406904,home,Frosinone,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,21,21,True,11.0,5.0,1.0,,2.0,3.0,4.0,9.0,,,,,30.0,16.0,7.0,8.0,0.0846927,1,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,2.0,,,0.0315,1.0,,,,1.0,,,,,,,,,,,,
