match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_totalCross,stat_dispossessed,stat_totalContest,stat_goals,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_outfielderBlock
12476430,home,Preston North End,Freddie Woodman,freddie-woodman,F. Woodman,G,28,187,5393,M,284417,EUR,857433600,G,1,1,False,44.0,29.0,24.0,9.0,0.0,21.0,25.0,8.0,19.0,1.0,12.0,3.0,6.0,1.0,1.0,90.0,55.0,8.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476430,home,Preston North End,Jordan Storey,jordan-storey,J. Storey,D,14,188,66,M,845941,EUR,873158400,D,14,14,False,38.0,34.0,3.0,1.0,0.0,23.0,24.0,11.0,14.0,2.0,4.0,,,,,90.0,58.0,8.0,6.0,0,4.0,1.0,11.0,5.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12476430,home,Preston North End,Liam Lindsay,liam-lindsay,L. Lindsay,D,6,193,77,M,331219,EUR,813456000,D,6,6,False,42.0,36.0,3.0,1.0,0.0,28.0,30.0,8.0,12.0,1.0,2.0,,,,,90.0,51.0,6.8,6.0,1,1.0,4.0,5.0,,3.0,1.0,,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12476430,home,Preston North End,Andrew Hughes,andrew-hughes,A. Hughes,D,16,188,50,M,78368,EUR,707702400,D,16,16,False,35.0,29.0,2.0,1.0,0.0,14.0,14.0,15.0,21.0,1.0,3.0,,,,,90.0,48.0,7.1,9.0,1,2.0,6.0,4.0,1.0,2.0,2.0,,2.0,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,
12476430,home,Preston North End,Benjamin Whiteman,benjamin-whiteman,B. Whiteman,M,4,185,112,M,775063,EUR,834969600,M,4,4,False,33.0,28.0,3.0,1.0,0.0,12.0,13.0,16.0,20.0,3.0,5.0,,,,,69.0,44.0,7.0,6.0,2,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,,,,1.0,,,,1.0,1.0,True,1.0,,,,,,,,,,,
12476430,home,Preston North End,Brad Potts,brad-potts,B. Potts,M,44,188,52,M,252999,EUR,773193600,M,44,44,False,47.0,37.0,5.0,1.0,1.0,21.0,24.0,16.0,24.0,,7.0,,,,,90.0,68.0,6.9,19.0,0,1.0,7.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,,,3.0,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,
12476430,home,Preston North End,Ryan Ledson,ryan-ledson,R. Ledson,M,4,175,59,M,361322,EUR,871948800,M,18,18,False,29.0,22.0,5.0,3.0,0.0,8.0,10.0,14.0,20.0,,8.0,,,,,90.0,47.0,7.6,10.0,2,1.0,5.0,9.0,1.0,6.0,3.0,,1.0,,,,2.0,,,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
12476430,home,Preston North End,Mads Frøkjær,mads-frokjaer-jensen,M. Frøkjær-Jensen,F,29,186,163,M,939585,EUR,933206400,M,10,10,False,31.0,23.0,2.0,1.0,0.0,6.0,7.0,18.0,29.0,,2.0,,,,,74.0,48.0,7.7,17.0,2,,5.0,3.0,,1.0,1.0,2.0,,1.0,,,2.0,,1.0,1.0,2.0,1.0,,,5.0,,2.0,1.0,1.0,1.0,1.0,,,,
12476430,home,Preston North End,Robbie Brady,robbie-brady,R. Brady,M,11,175,409,M,267621,EUR,695347200,M,11,11,False,25.0,19.0,1.0,1.0,0.0,7.0,8.0,13.0,20.0,,2.0,,,,,57.0,39.0,6.7,12.0,1,2.0,8.0,5.0,,3.0,1.0,1.0,3.0,1.0,,,,,1.0,,3.0,,,,3.0,1.0,1.0,,1.0,,,,,,
12476430,home,Preston North End,Will Keane,will-keane,W. Keane,F,27,188,149,M,98431,EUR,726710400,F,7,7,False,16.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,12.0,,1.0,,,,,69.0,25.0,6.7,8.0,0,1.0,3.0,4.0,,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,,,,1.0,2.0,,,1.0,,,,,
