match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_fouls,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal
10665992,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600.0,G,30,30,False,26.0,19.0,16.0,9.0,14.0,15.0,5.0,11.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,33.0,6.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665992,home,Damac FC,Abdullah Hassoun,abdullah-hassoun,A. Hassoun,D,17,177.0,31,M,983081,EUR,858729600.0,D,32,32,False,29.0,24.0,9.0,5.0,10.0,11.0,14.0,21.0,,3.0,,,,,62.0,45.0,6.4,13.0,0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10665992,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200.0,D,15,15,False,38.0,32.0,11.0,7.0,16.0,18.0,16.0,20.0,1.0,3.0,,,,,90.0,53.0,7.7,8.0,2,,1.0,5.0,,2.0,2.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,
10665992,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800.0,D,3,3,False,37.0,31.0,13.0,8.0,21.0,21.0,10.0,16.0,4.0,4.0,,,,,90.0,56.0,7.6,9.0,0,,3.0,12.0,,7.0,2.0,1.0,,,1.0,3.0,,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,
10665992,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,817911,EUR,762480000.0,D,13,13,False,31.0,27.0,3.0,2.0,12.0,14.0,18.0,27.0,1.0,7.0,,,,,90.0,56.0,7.0,14.0,0,10.0,3.0,,1.0,,,,,1.0,,,,,,,,,4.0,,,1.0,,3.0,1.0,,,,,,,
10665992,home,Damac FC,Adam Maher,adam-maher,A. Maher,M,,174.0,90,M,111719,EUR,743126400.0,M,6,6,False,47.0,45.0,8.0,8.0,15.0,15.0,32.0,35.0,1.0,4.0,,,,,90.0,60.0,7.3,4.0,2,3.0,4.0,4.0,,2.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,
10665992,home,Damac FC,El Arbi Hillel Soudani,el-arbi-hillel-soudani,E. A. Soudani,M,2,182.0,1269,M,173713,EUR,564796800.0,M,2,2,False,23.0,20.0,1.0,1.0,4.0,4.0,18.0,24.0,2.0,2.0,,,,,90.0,49.0,7.5,15.0,5,5.0,9.0,4.0,3.0,,,6.0,,,3.0,2.0,,2.0,1.0,,1.0,,1.0,,,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,,
10665992,home,Damac FC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000.0,M,11,11,False,26.0,22.0,3.0,2.0,6.0,6.0,18.0,24.0,,4.0,,,,,80.0,42.0,7.0,11.0,0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,,,1.0,,,,,,,3.0,4.0,,,1.0,1.0,2.0,,1.0,,,,,,
10665992,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000.0,M,17,17,False,55.0,51.0,9.0,9.0,12.0,13.0,40.0,52.0,,3.0,,,,,90.0,77.0,8.0,15.0,2,10.0,4.0,4.0,,3.0,1.0,,,,,1.0,,,,,1.0,,2.0,,,1.0,2.0,1.0,1.0,,2.0,1.0,,,,
10665992,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,M,7,7,False,25.0,23.0,4.0,3.0,7.0,7.0,16.0,18.0,1.0,2.0,,,,,89.0,47.0,6.9,9.0,5,,7.0,2.0,,,,3.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,,4.0,,1.0,,1.0,,,
10665992,home,Damac FC,Bruno Duarte,bruno-duarte,B. Duarte,F,17,182.0,1525,M,878830,EUR,827625600.0,F,9,9,False,29.0,22.0,2.0,1.0,3.0,4.0,19.0,25.0,,4.0,,,,,90.0,40.0,7.8,10.0,4,,4.0,6.0,2.0,1.0,,2.0,,,3.0,3.0,,,1.0,,,2.0,2.0,,,,,,,1.0,3.0,1.0,,,,
10665992,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,D,19,19,True,14.0,12.0,,,3.0,4.0,10.0,13.0,,1.0,,,,,28.0,30.0,6.5,8.0,1,3.0,3.0,1.0,2.0,,,1.0,,,,,,,1.0,,1.0,,,Abdullah Al-Hawsawi,,,2.0,1.0,,1.0,,,,,,
10665992,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800.0,M,14,14,True,9.0,7.0,2.0,1.0,1.0,1.0,6.0,8.0,,1.0,,,,,10.0,13.0,6.4,2.0,1,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,
10665992,home,Damac FC,Hassan Alshammrani,hassan-alshammrani,H. Alshammrani,D,,184.0,3,M,923016,EUR,679536000.0,D,40,40,True,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,14.0,2.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665992,home,Damac FC,Abdulbasit Hawsawi,abdulbasit-hawsawi,A. Hawsawi,G,22,186.0,17,M,948594,EUR,851126400.0,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665992,home,Damac FC,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,M,23,173.0,10,M,877163,EUR,826416000.0,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665992,home,Damac FC,Waleed Hizam,waleed-hizam,W. Hizam,M,8,168.0,1,M,847475,EUR,761616000.0,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Waleed,Hizam,,,,,,,,,,,
10665992,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169.0,12,M,1141407,EUR,993772800.0,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Abdulaziz Makin,,,,,,,,,,,,
10665992,home,Damac FC,Rian Mansour,rian-mansour,R. Mansour,M,99,,1,M,1134303,EUR,,F,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Rian Mansour,,,,,,,,,,,,
10665992,home,Damac FC,Ryan Al-Mousa,ryan-al-mousa,R. Al-Mousa,M,,174.0,6,M,817914,EUR,775008000.0,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665992,away,Al-Fateh,Jacob Rinne,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400.0,G,1,1,False,30.0,17.0,12.0,1.0,17.0,19.0,,11.0,,12.0,2.0,7.0,,,90.0,48.0,7.2,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
10665992,away,Al-Fateh,Ali Alzubaidi,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600.0,D,27,27,False,35.0,28.0,1.0,,15.0,15.0,13.0,20.0,5.0,3.0,,,,,90.0,60.0,7.0,12.0,1,,1.0,4.0,,2.0,2.0,4.0,,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,
10665992,away,Al-Fateh,Amaar Al Dohaim,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200.0,D,24,24,False,42.0,36.0,9.0,3.0,28.0,31.0,8.0,11.0,4.0,3.0,,,,,78.0,52.0,6.8,6.0,0,,3.0,5.0,,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,3.0,,,,,,,,,
10665992,away,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,57.0,49.0,13.0,10.0,23.0,26.0,26.0,31.0,7.0,5.0,,,,,90.0,74.0,7.3,10.0,1,,2.0,4.0,1.0,2.0,1.0,,True,,1.0,1.0,,1.0,,3.0,,,,,,,1.0,,,1.0,,,,,,
10665992,away,Al-Fateh,Fran Vélez,fran-velez,F. Vélez,D,,182.0,101,M,113431,EUR,677635200.0,D,4,4,False,28.0,22.0,9.0,4.0,10.0,12.0,12.0,16.0,5.0,5.0,,,,,54.0,39.0,7.1,7.0,0,,1.0,4.0,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
10665992,away,Al-Fateh,Tawfiq Buhumaid,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000.0,D,25,25,False,25.0,17.0,4.0,2.0,8.0,11.0,10.0,18.0,1.0,5.0,,,,,78.0,44.0,6.5,14.0,0,4.0,7.0,6.0,2.0,3.0,3.0,,,,3.0,2.0,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,
10665992,away,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400.0,M,28,28,False,39.0,31.0,3.0,2.0,15.0,17.0,16.0,22.0,1.0,,,,,,90.0,50.0,6.3,12.0,0,,3.0,2.0,2.0,,,,,,,,1.0,,,1.0,2.0,2.0,2.0,,,,1.0,,,,,,,1.0,,
