match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_wonContest,stat_outfielderBlock,stat_errorLeadToAShot,stat_goals,player_sofascoreId,stat_aerialLost,stat_ownGoals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal
10382258,home,PSV Eindhoven,Fábio Silva,,,fabio-silva,F. Silva,F,21,185.0,5315,M,954076,EUR,1027036800,F,10,10,False,16.0,12.0,,,4.0,5.0,8.0,11.0,,4.0,,,,,,89.0,32.0,7.1,11.0,4,,,2.0,7.0,5.0,1.0,3.0,3.0,,,1.0,1.0,3.0,,2.0,1.0,,4.0,2.0,,,1.0,fabio.silva,,,1.0,,,1.0,,,,
10382258,home,PSV Eindhoven,Anwar El Ghazi,,,anwar-el-ghazi,A. E. Ghazi,M,27,188.0,868,M,362470,EUR,799459200,F,21,21,True,10.0,9.0,,,2.0,3.0,9.0,12.0,1.0,2.0,,,,,,45.0,28.0,8.3,7.0,2,5.0,2.0,2.0,2.0,4.0,,,3.0,,,,,1.0,1.0,,,,2.0,1.0,,,2.0,,,,,,,,,,,
10382258,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181.0,915,M,590700,EUR,803174400,M,15,15,True,9.0,8.0,,,3.0,4.0,5.0,5.0,,3.0,,,,,,11.0,10.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181.0,1043,M,788784,EUR,879811200,D,18,18,True,4.0,3.0,,,2.0,3.0,1.0,1.0,,1.0,,,,,,13.0,5.0,6.6,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175.0,944,M,985176,EUR,968198400,M,37,37,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,,,,,,1.0,6.0,,1.0,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185.0,23357,M,1063767,EUR,980640000,F,28,28,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,,,,,1.0,4.0,,1.0,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,ismaelsaibari,,,,,,,,,,
10382258,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188.0,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Niek Schiks,,,niek-schiks,N. Schiks,G,24,188.0,223,M,1134720,EUR,1075766400,G,61,61,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183.0,1080,M,825846,EUR,938649600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184.0,450,M,825838,EUR,920592000,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Robbin Ruiter,,,robbin-ruiter,R. Ruiter,G,,196.0,25,M,40935,EUR,543628800,G,12,12,False,45.0,30.0,23.0,8.0,27.0,30.0,3.0,15.0,1.0,11.0,,10.0,11.0,,,90.0,70.0,7.6,15.0,0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,
10382258,away,SC Cambuur,Doke Schmidt,Doke,Schmidt,doke-schmidt,D. Schmidt,D,15,177.0,10,M,163571,EUR,702604800,D,5,5,False,17.0,14.0,,,12.0,14.0,2.0,3.0,2.0,,,,,,,62.0,26.0,6.1,6.0,0,,,,3.0,2.0,1.0,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,
10382258,away,SC Cambuur,Leon Bergsma,,,leon-bergsma,L. Bergsma,D,21,185.0,33,M,795134,EUR,854150400,D,4,4,False,67.0,53.0,14.0,6.0,45.0,52.0,8.0,15.0,1.0,4.0,,,,,,90.0,78.0,6.1,16.0,0,,,1.0,2.0,4.0,,1.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,2.0,,,,1.0,,,,,,,,1.0,
10382258,away,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,3,185.0,51,M,1394011,EUR,1043020800,D,33,33,False,53.0,51.0,3.0,3.0,43.0,44.0,8.0,9.0,3.0,7.0,,,,,,90.0,63.0,6.2,4.0,0,,,,2.0,1.0,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,
10382258,away,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,24,183.0,149,M,967178,EUR,931824000,D,16,16,False,35.0,27.0,3.0,2.0,19.0,23.0,8.0,12.0,,5.0,,,,,,90.0,55.0,6.0,9.0,0,,,,4.0,8.0,2.0,,,,1.0,2.0,,,6.0,2.0,,True,,,1.0,,,,,,,,,,,,,
10382258,away,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,21,21,False,32.0,27.0,4.0,2.0,15.0,18.0,12.0,15.0,,3.0,,,,,,90.0,43.0,6.2,11.0,0,1.0,,1.0,4.0,4.0,,,4.0,,,,,3.0,1.0,,1.0,,,2.0,,,,,2.0,,,,,,,,,
10382258,away,SC Cambuur,Mitchell Paulissen,,,mitchell-paulissen,M. Paulissen,M,6,183.0,32,M,192290,EUR,735350400,M,10,10,False,23.0,17.0,3.0,1.0,15.0,19.0,2.0,4.0,3.0,4.0,,,,,,62.0,38.0,6.2,7.0,1,,,,2.0,6.0,1.0,,1.0,1.0,,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,1.0
10382258,away,SC Cambuur,Navarone Foor,,,navarone-foor,N. Foor,M,25,170.0,71,M,156562,EUR,697161600,M,19,19,False,33.0,23.0,3.0,1.0,12.0,17.0,12.0,22.0,,2.0,,,,,,90.0,55.0,6.5,22.0,1,6.0,1.0,1.0,7.0,4.0,,3.0,2.0,,1.0,2.0,,3.0,,2.0,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,
10382258,away,SC Cambuur,Remco Balk,,,remco-balk,R. Balk,F,7,176.0,183,M,1023004,EUR,983491200,F,30,30,False,11.0,5.0,,,2.0,6.0,3.0,5.0,,2.0,,,,,,62.0,20.0,7.1,6.0,3,,,,5.0,5.0,4.0,,1.0,,,2.0,2.0,,2.0,,,,3.0,1.0,,,1.0,,1.0,,,,,1.0,,,,
10382258,away,SC Cambuur,Björn Johnsen,,,bjorn-johnsen,B. Johnsen,F,28,195.0,238,M,258739,EUR,689385600,F,9,9,False,14.0,8.0,3.0,2.0,4.0,5.0,4.0,9.0,2.0,1.0,,,,,,90.0,23.0,6.6,10.0,2,,,1.0,9.0,1.0,3.0,,,,,,,4.0,,,,,,,,,,,6.0,,,,,1.0,2.0,,,
10382258,away,SC Cambuur,Mimoun Mahi,Mimoun,Mahi,mimoun-mahi,M. Mahi,F,,181.0,195,M,252253,EUR,763516800,F,25,25,False,22.0,15.0,1.0,,9.0,9.0,7.0,16.0,1.0,5.0,,,,,,75.0,43.0,7.4,12.0,2,3.0,1.0,,5.0,4.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,1.0,,,,1.0,,1.0,,,
10382258,away,SC Cambuur,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,,178.0,82,M,795221,EUR,772761600,D,24,24,True,26.0,23.0,,,16.0,17.0,7.0,9.0,,,,,,,,28.0,31.0,6.2,4.0,1,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,M,6,6,True,15.0,10.0,2.0,,6.0,7.0,4.0,9.0,1.0,1.0,,,,,,28.0,20.0,6.2,6.0,1,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10382258,away,SC Cambuur,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184.0,93,M,807145,EUR,844041600,F,11,11,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,,,,,,18.0,4.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,23,182.0,92,M,893744,EUR,881107200,M,8,8,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,,,,,,15.0,7.0,6.4,1.0,1,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Robin Maulun,,,robin-maulun,R. Maulun,M,,176.0,35,M,787388,EUR,848707200,M,20,20,True,6.0,5.0,,,3.0,3.0,2.0,5.0,,2.0,,,,,,10.0,9.0,6.4,3.0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,João Virgínia,João,Virgínia,joao-virginia,J. Virgínia,G,12,191.0,817,M,930666,EUR,939513600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Bret Minnema,,,bret-minnema,B. Minnema,G,,192.0,13,M,981601,EUR,1010275200,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Calvin Mac-Intosh,Calvin,Mac-Intosh,calvin-mac-intosh,C. Mac-Intosh,D,3,180.0,21,M,73801,EUR,618624000,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Sekou Sylla,,,sekou-sylla,S. Sylla,D,18,180.0,1147,M,948720,EUR,915840000,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177.0,220,M,280459,EUR,821318400,F,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Vincent Pichel,,,pichel-vincent,V. Pichel,M,,,4,M,1445599,EUR,1005523200,M,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382258,away,SC Cambuur,Roberts Uldriķis,,,roberts-uldrikis,R. Uldriķis,F,28,198.0,415,M,883327,EUR,891561600,F,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
