match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_dispossessed,stat_errorLeadToAShot,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId,stat_goals,stat_goalAssist
11408365,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,17.0,12.0,6.0,1.0,12.0,14.0,3.0,8.0,1.0,1.0,2.0,2.0,90.0,23.0,6.2,5.0,7.085e-05,0,-0.4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,70.0,57.0,7.0,3.0,37.0,41.0,30.0,9.0,,,,,90.0,85.0,7.1,15.0,0.250775,3,,Kialonda Gaspar,,20.0,1.0,2.0,8.0,2.0,11.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.2825,1.0,,,,,,,,,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,38.0,36.0,3.0,2.0,29.0,29.0,9.0,2.0,,,,,51.0,48.0,6.4,3.0,0.0740479,1,,,,7.0,,1.0,1.0,2.0,2.0,,1.0,,5.0,,,,,,1.0,,0.0254,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Mansur,mansur,Mansur,D,70,181,47,M,328871,EUR,735004800,D,70,70,False,71.0,63.0,7.0,3.0,37.0,41.0,32.0,4.0,,,,,90.0,82.0,6.6,9.0,0.117275,0,,,,27.0,2.0,4.0,2.0,5.0,5.0,,,,1.0,1.0,2.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,34.0,23.0,3.0,2.0,10.0,10.0,34.0,6.0,,,,,90.0,63.0,7.3,23.0,0.0821488,1,,,,16.0,10.0,1.0,1.0,3.0,5.0,,1.0,,,1.0,,,3.0,,,1.0,0.013,1.0,,,,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,57.0,55.0,2.0,2.0,22.0,23.0,34.0,6.0,,,,,90.0,70.0,7.2,6.0,0.135558,4,,,,33.0,,,1.0,3.0,5.0,,1.0,1.0,,,1.0,,2.0,,2.0,,0.1186,1.0,,2.0,,,1.0,1.0,1.0,,2.0,0.171,,,,,,,,,
11408365,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,False,23.0,18.0,1.0,1.0,8.0,10.0,14.0,7.0,,,,,90.0,52.0,6.7,19.0,0.0308044,2,,,,10.0,1.0,2.0,1.0,14.0,9.0,,,,1.0,,2.0,2.0,3.0,,1.0,3.0,0.1821,1.0,,5.0,,,1.0,9.0,5.0,1.0,2.0,0.3156,,,,,,,,,
11408365,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,M,28,28,False,15.0,9.0,3.0,2.0,6.0,7.0,10.0,1.0,,,,,51.0,31.0,6.6,12.0,0.00169464,0,,,,3.0,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,32.0,23.0,4.0,1.0,5.0,6.0,37.0,5.0,,,,,90.0,57.0,8.2,21.0,1.08089,1,,,,23.0,11.0,,1.0,4.0,4.0,3.0,,1.0,1.0,,,,3.0,,1.0,1.0,0.0328,9.0,,3.0,,5.0,,2.0,2.0,,,,,,,,,,,,
11408365,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,False,5.0,4.0,,,4.0,4.0,3.0,,,,,,51.0,12.0,6.3,4.0,0.00016416,2,,,,,2.0,1.0,,2.0,,,1.0,,,,,,1.0,,,1.0,0.4047,,,,,,,,,,1.0,0.8175,1.0,4.0,,,,,,,
