match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_clearanceOffLine,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goalAssist
11409215,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,25.0,21.0,16.0,13.0,14.0,16.0,7.0,9.0,1.0,7.0,2.0,4.0,1.0,1.0,90.0,30.0,7.4,4.0,0.0,0.0,0.00268267,0,0.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409215,home,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,,50.0,39.0,14.0,10.0,27.0,28.0,12.0,22.0,1.0,8.0,,,,,90.0,60.0,7.1,13.0,0.0436,0.0257,0.00563622,1,,4.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11409215,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,D,6,6,False,,42.0,34.0,9.0,5.0,24.0,28.0,10.0,14.0,4.0,7.0,,,,,90.0,54.0,7.0,8.0,0.2852,0.0,0.00574072,1,,1.0,2.0,2.0,5.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11409215,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,60.0,54.0,10.0,7.0,36.0,39.0,18.0,21.0,3.0,2.0,,,,,90.0,72.0,7.5,7.0,0.0146,0.0,0.07428,1,,,2.0,3.0,4.0,1.0,,1.0,1.0,2.0,,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
11409215,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,,34.0,28.0,5.0,3.0,10.0,12.0,20.0,27.0,,5.0,,,,,90.0,62.0,7.3,11.0,0.0,0.0,0.338867,0,,,,1.0,6.0,,,,1.0,1.0,,,,,,2.0,1.0,4.0,,2.0,5.0,2.0,1.0,1.0,1.0,,,,,
11409215,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,43.0,36.0,7.0,5.0,19.0,20.0,19.0,29.0,,5.0,,,,,76.0,62.0,7.7,17.0,0.0599,0.0753,0.426188,3,,,,3.0,2.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,2.0,6.0,2.0,,,4.0,2.0,1.0,1.0,,
11409215,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,39.0,35.0,2.0,1.0,14.0,15.0,21.0,24.0,,9.0,,,,,90.0,52.0,6.8,7.0,0.0825,0.0,0.0105254,2,,,,6.0,6.0,1.0,,,,2.0,Tomás Händel,,4.0,3.0,2.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,,,
11409215,home,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,False,,21.0,17.0,1.0,1.0,8.0,9.0,9.0,12.0,,1.0,,,,,58.0,31.0,6.6,7.0,0.0,0.0,0.0246552,0,,1.0,1.0,3.0,2.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,
11409215,home,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,M,72,72,False,,20.0,14.0,2.0,,7.0,9.0,8.0,13.0,2.0,5.0,,,,,63.0,42.0,6.3,15.0,0.1007,0.0,0.0207258,2,,2.0,,3.0,3.0,,,,,2.0,,,1.0,1.0,2.0,,,2.0,,3.0,2.0,1.0,,1.0,,,,,1.0,
11409215,home,Vitória SC,André Silva,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,7,7,False,,32.0,25.0,1.0,,6.0,7.0,21.0,28.0,1.0,5.0,,,,,90.0,58.0,7.2,17.0,0.0331,0.0,0.0262365,1,,2.0,,4.0,5.0,1.0,,,,,,,3.0,2.0,1.0,2.0,,1.0,,7.0,3.0,2.0,,,2.0,,,,,1.0
