match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_accurateCross,stat_blockedScoringAttempt,stat_fouls,captain,stat_ownGoals,stat_dispossessed,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside,stat_goalAssist,stat_goals
10385633,home,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,1,1,False,22.0,16.0,11.0,6.0,15.0,19.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,90.0,28.0,6.1,6.0,0.0,0.0,0.00017583,0,-1.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385633,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,33,33,False,67.0,62.0,2.0,2.0,32.0,34.0,30.0,34.0,5.0,12.0,6.0,7.0,,90.0,86.0,7.0,8.0,0.0,0.0,0.0435684,0,,,,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10385633,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,73.0,67.0,6.0,5.0,37.0,41.0,30.0,32.0,5.0,7.0,2.0,5.0,,90.0,81.0,7.2,6.0,0.214,0.0729,0.217236,3,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
10385633,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,14,14,False,84.0,75.0,4.0,4.0,21.0,27.0,55.0,63.0,4.0,8.0,1.0,3.0,,90.0,104.0,7.1,14.0,0.1432,0.0,0.135207,1,,,,6.0,6.0,8.0,,2.0,2.0,1.0,,,1.0,1.0,,,4.0,1.0,1.0,2.0,,,,,,,,,,,
10385633,home,Chelsea,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,M,28,28,False,16.0,11.0,2.0,1.0,3.0,6.0,8.0,13.0,1.0,1.0,1.0,1.0,,45.0,27.0,6.3,10.0,0.0,0.0,0.00724852,0,,,,3.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,True,1.0,,,,,,,,,
10385633,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,5,5,False,86.0,81.0,5.0,4.0,24.0,25.0,57.0,61.0,,2.0,3.0,5.0,,79.0,95.0,7.4,5.0,0.0532,0.2518,0.0735969,1,,,,,2.0,2.0,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,
10385633,home,Chelsea,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,84.0,74.0,1.0,,13.0,14.0,61.0,71.0,,3.0,1.0,5.0,,90.0,96.0,6.4,16.0,0.0,0.0,0.0534277,0,,,,1.0,,5.0,,3.0,2.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,3.0,,,,,,,,
10385633,home,Chelsea,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181,10903,M,Chilly,802695,EUR,851126400,M,21,21,False,81.0,73.0,1.0,,19.0,21.0,55.0,67.0,1.0,5.0,2.0,7.0,,90.0,117.0,7.0,17.0,0.0,0.0,0.132789,0,,,,7.0,,2.0,,2.0,1.0,,,,3.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,
10385633,home,Chelsea,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169,44268,M,nglkante,234148,EUR,670204800,F,7,7,False,70.0,56.0,4.0,1.0,14.0,18.0,43.0,55.0,1.0,8.0,1.0,11.0,,90.0,94.0,7.6,22.0,0.09,0.0,0.157582,3,,,,3.0,1.0,3.0,,5.0,4.0,3.0,2.0,3.0,,3.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,
10385633,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,F,23,23,False,23.0,19.0,2.0,1.0,7.0,7.0,12.0,16.0,,2.0,,1.0,,45.0,26.0,6.7,5.0,0.0,0.0,0.0104785,0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
