match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_ownGoals,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_outfielderBlock,stat_totalOffside,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_accurateCross
14053843,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190.0,4413,M,927359,EUR,995846400,G,1,1,False,25.0,16.0,13.0,5.0,0.0,14.0,17.0,2.0,8.0,1.0,4.0,1.0,1.0,90.0,31.0,6.7,9.0,0.00075239,51.102019979969,9.0,15.701577176859,0.0,0.0715,0,-0.7798,0.07,0.01,-0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177.0,710,M,970860,EUR,954720000,D,2,2,False,70.0,69.0,1.0,1.0,0.0,36.0,37.0,33.0,33.0,1.0,10.0,,,90.0,90.0,7.1,5.0,0.019179,273.89365305728,33.0,164.60111308701,1.0,,2,,0.07,0.14,-0.13,,,,2.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0547,17.136631798631,19.014851274727,-0.19,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190.0,4307,M,954836,EUR,951696000,D,37,37,False,83.0,79.0,2.0,,0.0,48.0,52.0,31.0,31.0,3.0,9.0,,,90.0,94.0,6.7,5.0,0.0256655,242.008266968,31.0,125.18798410872,1.0,,0,,0.31,0.26,-0.6,,,,,2.0,6.0,2.0,2.0,,,,,,20.530600279901,22.062864365263,,josip.sutalo,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182.0,1217,M,1000228,EUR,1047859200,D,15,15,False,76.0,72.0,1.0,1.0,0.0,38.0,38.0,34.0,38.0,6.0,8.0,,,90.0,91.0,7.3,4.0,0.0257186,260.62439986314,34.0,153.93341092046,1.0,,0,,0.27,0.34,0.18,,,,,4.0,6.0,,,,4.0,1.0,,,22.125613011297,22.694580850943,,,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175.0,17955,M,287643,EUR,850608000,D,47,47,False,2.0,2.0,,,0.0,,,2.0,2.0,,,,,6.0,3.0,,,0.00084258,,,,,,0,,,,,,,,,,1.0,,,,,,1.0,,,,,OZinchenko,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179.0,1573,M,97410,EUR,730252800,M,18,18,False,26.0,23.0,1.0,1.0,0.0,7.0,8.0,16.0,18.0,,,,,64.0,40.0,6.3,8.0,0.0693606,51.89807384589,8.0,-7.5912287542775,0.0,,0,,0.08,-0.06,-0.04,,,,,4.0,2.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,2.0,,,True,2.0,1.0,1.0,,,,,,,,,,
14053843,home,AFC Ajax,Jorthy Mokio,jorthy-mokio,J. Mokio,M,24,182.0,3131,M,1563462,EUR,1204243200,M,24,24,False,45.0,42.0,2.0,2.0,1.0,19.0,20.0,23.0,25.0,1.0,6.0,,,80.0,61.0,9.1,5.0,0.135135,106.35019029977,13.0,22.971933567341,0.0,,2,,0.44,0.07,0.67,,,,,3.0,8.0,1.0,1.0,1.0,4.0,3.0,1.0,0.2754,,,0.5,,,2.0,2.0,,1.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,0.5676,,,,,
14053843,home,AFC Ajax,Sean Steur,sean-steur,S. Steur,M,48,180.0,725,M,1859920,EUR,1200009600,M,48,48,False,37.0,35.0,1.0,1.0,0.0,10.0,11.0,25.0,26.0,,5.0,,,64.0,44.0,6.8,4.0,0.113359,177.58069042248,17.0,86.11931783432,2.0,,0,,0.42,0.04,-0.08,,Sean Steur,,,2.0,1.0,2.0,1.0,,,,,,25.585382889305,47.515860825648,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,
14053843,home,AFC Ajax,Rayane Bounida,rayane-bounida,R. Bounida,M,43,179.0,3969,M,1403090,EUR,1141344000,F,43,43,False,60.0,55.0,6.0,3.0,0.0,13.0,13.0,42.0,47.0,1.0,4.0,,,90.0,91.0,8.2,21.0,0.327913,462.71002891456,48.0,210.79377514058,6.0,,5,,0.34,0.49,-0.03,,Rayane Bounida,,6.0,10.0,6.0,4.0,1.0,1.0,2.0,1.0,3.0,0.3384,18.174812766733,94.027697019558,0.41,,1.0,,,,3.0,1.0,4.0,,3.0,,,2.0,3.0,1.0,,1.0282,1.0,1.0,,,
14053843,home,AFC Ajax,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4192,M,795761,EUR,876096000,F,9,9,False,13.0,9.0,,,1.0,3.0,5.0,6.0,8.0,,,,,80.0,24.0,6.4,9.0,0.110183,29.963697686188,5.0,7.183790550847,0.0,,2,,0.01,0.06,-0.05,,,,,4.0,2.0,2.0,1.0,1.0,,,1.0,0.0811,,,-0.18,KDolberg,2.0,,1.0,,4.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,
14053843,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176.0,3970,M,1149146,EUR,1118102400,F,11,11,False,43.0,32.0,,,1.0,9.0,11.0,23.0,32.0,1.0,6.0,,,90.0,73.0,9.9,29.0,0.501578,329.3306189057,27.0,129.44580146253,9.0,,4,,0.46,0.92,-0.07,,Mika Godts,,6.0,12.0,2.0,8.0,1.0,1.0,,,,0.2603,20.288161538407,157.61061999602,0.92,,,1.0,,,5.0,1.0,5.0,,3.0,,,1.0,2.0,2.0,,1.3095,,1.0,2.0,,3.0
14053843,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174.0,795,M,836673,EUR,943747200,D,5,5,True,49.0,45.0,2.0,,0.0,24.0,24.0,21.0,25.0,1.0,2.0,,,84.0,61.0,6.6,4.0,0.082806,75.218996763106,8.0,-3.3744435554799,0.0,,1,,0.06,0.05,-0.16,,,,,,2.0,,,,1.0,1.0,,0.0236,,,-0.08,,,1.0,1.0,,,,1.0,,,,,,1.0,,,0.0554,,,,,
14053843,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170.0,4707,M,1155158,EUR,1080777600,M,10,10,True,13.0,12.0,,,0.0,4.0,4.0,8.0,9.0,,2.0,,,26.0,19.0,7.0,2.0,0.183787,112.75810709504,9.0,84.73902917726,3.0,,2,,0.32,0.43,0.15,,Oscar Gloukh,,,2.0,1.0,1.0,1.0,,,,,0.0658,24.847602718689,69.406558137212,-0.27,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,
14053843,home,AFC Ajax,Kian Fitz-Jim,kian-fitz-jim,K. Fitz-Jim,M,28,173.0,1156,M,1001945,EUR,1057363200,M,28,28,True,17.0,16.0,,,0.0,9.0,10.0,7.0,7.0,,2.0,,,26.0,24.0,6.9,3.0,0.00575921,56.947597555539,8.0,24.057142535279,1.0,,0,,0.12,0.24,-0.05,,,,,4.0,5.0,1.0,,,3.0,,1.0,,18.543815430748,18.559851534967,,,,1.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,
14053843,home,AFC Ajax,Aaron Bouwman,aaron-bouwman,A. Bouwman,D,3,188.0,789,M,1586649,EUR,1188259200,D,30,30,True,9.0,9.0,,,0.0,9.0,9.0,,,,,,,10.0,9.0,6.7,,5.946e-05,43.024791248789,6.0,21.384051653607,0.0,,0,,0.0,0.03,0.13,,Aaron Bouwman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197.0,6763,M,252215,EUR,713145600,F,25,25,True,7.0,7.0,,,1.0,3.0,3.0,4.0,4.0,,,,,10.0,9.0,6.6,,0.0801963,34.899043215476,3.0,8.9408881641292,1.0,,2,,0.05,0.21,0.0,,,,,1.0,1.0,,,1.0,,,,0.1787,18.062142212478,22.248721873402,-0.6,wout.weghorst,,1.0,,,,1.0,2.0,,,,,,1.0,,,0.1331,,,,,
14053843,home,AFC Ajax,Maarten Paes,maarten-paes,M. Paes,G,26,191.0,12478,M,843250,EUR,895104000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,maartenpaes,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Joeri Heerkens,jesse-joeri-heerkens,J. J. Heerkens,G,1,193.0,492,M,1424337,EUR,1147046400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183.0,906,M,1120315,EUR,1037664000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Takehiro Tomiyasu,tomiyasu-takehiro,T. Tomiyasu,D,32,188.0,10713,M,804434,EUR,910224000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,tomiyasu_t,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175.0,592,M,878599,EUR,921801600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182.0,1908,M,100386,EUR,693100800,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,away,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191.0,52,M,128992,EUR,753580800,G,1,1,False,29.0,14.0,23.0,8.0,0.0,10.0,13.0,4.0,16.0,,7.0,3.0,4.0,90.0,37.0,6.0,15.0,0.00060864,43.498791158997,8.0,9.1234537252568,0.0,0.3055,0,-0.9062,0.04,0.01,-0.38,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053843,away,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,34.0,28.0,3.0,,0.0,13.0,15.0,15.0,19.0,1.0,5.0,,,90.0,58.0,6.5,9.0,0.0571914,135.71799155179,10.0,96.978871551409,2.0,,0,,0.1,0.17,-0.58,,,,3.0,4.0,10.0,1.0,1.0,,8.0,7.0,1.0,,24.422851413481,51.829545010314,,,2.0,,,,1.0,,1.0,True,,,,2.0,,,,,,,,,1.0
14053843,away,Fortuna Sittard,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,79,M,862479,EUR,771120000,D,44,44,False,39.0,38.0,,,0.0,34.0,35.0,4.0,4.0,7.0,4.0,,,70.0,50.0,7.2,1.0,0.00164755,104.38509674555,16.0,5.3495520441193,0.0,,0,,0.04,0.03,0.52,,,,,,4.0,,,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
14053843,away,Fortuna Sittard,Neraysho Kasanwirjo,neraysho-kasanwirjo,N. Kasanwirjo,D,21,185.0,417,M,961678,EUR,1013990400,D,21,21,False,67.0,54.0,7.0,3.0,0.0,38.0,42.0,16.0,25.0,1.0,8.0,,,90.0,80.0,6.1,16.0,0.0218687,273.52779024496,34.0,-11.89059337529,0.0,,1,,0.03,0.11,-0.49,,,,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0391,,,-0.12,,,,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,,
14053843,away,Fortuna Sittard,Justin Hubner,hubner-justin,J. Hubner,D,28,187.0,11564,M,1112604,EUR,1063497600,D,28,28,False,46.0,41.0,5.0,3.0,0.0,28.0,31.0,13.0,15.0,3.0,6.0,,,90.0,57.0,6.2,7.0,0.202613,87.251632765608,12.0,14.658463047579,1.0,,0,,0.31,0.07,-0.54,,,,1.0,2.0,3.0,,,,1.0,1.0,1.0,,13.386023896905,18.422259253414,,justinhubner5,,1.0,,,1.0,2.0,2.0,,,1.0,,,,,,,,,1.0,,1.0
14053843,away,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,100,M,1132766,EUR,1081468800,M,23,23,False,48.0,44.0,1.0,1.0,0.0,30.0,33.0,14.0,15.0,1.0,3.0,,,80.0,67.0,6.8,6.0,0.0131325,87.005583348925,14.0,42.47920507116,1.0,,1,,0.06,0.06,-0.11,,Philip Brittijn,,,2.0,3.0,1.0,,,3.0,2.0,,0.0413,18.510004614061,19.867137086153,0.0,,,,5.0,,,,,,1.0,,,,,,,,,1.0,,,
14053843,away,Fortuna Sittard,Édouard Michut,edouard-michut,É. Michut,M,20,178.0,701,M,1048011,EUR,1046736000,M,20,20,False,43.0,42.0,2.0,1.0,0.0,24.0,24.0,18.0,19.0,1.0,3.0,,,90.0,65.0,6.8,8.0,0.0177995,140.62504524587,17.0,1.5470591892557,0.0,,0,,0.03,0.06,-0.16,,,,1.0,8.0,9.0,3.0,1.0,,6.0,3.0,2.0,,,,,,2.0,,2.0,,2.0,2.0,,,1.0,,,2.0,,,,,,,,,
14053843,away,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,430,M,591044,EUR,896227200,M,18,18,False,29.0,26.0,,,0.0,10.0,11.0,16.0,18.0,1.0,8.0,,,90.0,43.0,6.4,8.0,0.37298,131.17171063506,13.0,62.603163236838,2.0,,0,,0.16,0.21,-0.26,,,,3.0,6.0,4.0,3.0,2.0,,1.0,1.0,1.0,,16.27545378965,37.767843540356,,,1.0,,1.0,,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,1.0,,1.0
