match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalClearance,stat_outfielderBlock,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_hitWoodwork,stat_totalContest,stat_wonContest,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated
11407444,home,Frosinone,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,80,80,False,25.0,21.0,6.0,2.0,21.0,21.0,4.0,4.0,1.0,1.0,90.0,27.0,6.6,4.0,4.865e-05,0,0.4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Pol Lirola,pol-lirola,P. Lirola,D,14,183,660,M,844480,EUR,871430400,D,20,20,False,45.0,37.0,2.0,,18.0,22.0,29.0,8.0,,,90.0,72.0,6.9,17.0,0.0546564,0,,19.0,6.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Ilario Monterisi,ilario-monterisi,I. Monterisi,D,30,190,147,M,1009363,EUR,1008720000,D,30,30,False,74.0,63.0,5.0,2.0,39.0,43.0,31.0,3.0,,,90.0,80.0,7.1,11.0,0.014264,0,,24.0,,1.0,2.0,1.0,2.0,,1.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,74.0,69.0,5.0,5.0,43.0,46.0,28.0,5.0,,,90.0,87.0,7.3,6.0,0.0145091,1,,26.0,,2.0,4.0,3.0,7.0,1.0,,2.0,1.0,1.0,,,,,4.0,1.0,1.0,1.0,0.0593,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Riccardo Marchizza,marchizza-riccardo,R. Marchizza,D,5,185,121,M,792311,EUR,890870400,D,3,3,False,35.0,33.0,1.0,1.0,16.0,17.0,22.0,3.0,,,90.0,56.0,7.4,9.0,0.155819,1,,19.0,4.0,,1.0,,2.0,,,,2.0,1.0,,3.0,,,,,,,0.0293,1.0,2.0,1.0,,,,,,,,,,,,,
11407444,home,Frosinone,Luca Mazzitelli,luca-mazzitelli,L. Mazzitelli,M,4,180,415,M,369866,EUR,816393600,M,36,36,False,63.0,53.0,9.0,4.0,15.0,17.0,50.0,3.0,,,90.0,84.0,6.8,19.0,0.0554165,3,,38.0,4.0,4.0,2.0,12.0,3.0,3.0,,1.0,1.0,,1.0,,,,1.0,,3.0,1.0,0.1071,,,,True,4.0,2.0,,,,,,,,,,
11407444,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,False,89.0,80.0,8.0,4.0,31.0,35.0,54.0,19.0,,,90.0,108.0,7.3,12.0,0.0589298,3,,49.0,,1.0,3.0,6.0,10.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,0.1005,,,2.0,,1.0,,2.0,1.0,,,,,,,,
11407444,home,Frosinone,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,18,18,False,55.0,49.0,2.0,1.0,12.0,13.0,50.0,5.0,,,88.0,99.0,7.1,31.0,0.136771,1,,37.0,8.0,,1.0,13.0,11.0,,1.0,2.0,1.0,,,4.0,,,1.0,,,2.0,0.052,,,1.0,,5.0,,16.0,8.0,matiassoule11,,,,,,,
11407444,home,Frosinone,Reinier,reinier,Reinier,F,19,185,23831,M,978562,EUR,1011398400,M,12,12,False,46.0,42.0,4.0,2.0,12.0,12.0,36.0,5.0,,,83.0,56.0,7.0,10.0,0.103909,1,,31.0,2.0,1.0,,3.0,1.0,,,,1.0,,,1.0,,,1.0,,,,0.1032,,1.0,,,2.0,,1.0,1.0,reinier.jesus,1.0,0.0355,,,,,
11407444,home,Frosinone,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2968,M,1142248,EUR,1134259200,M,27,27,False,50.0,42.0,2.0,2.0,5.0,5.0,48.0,3.0,,,80.0,70.0,8.3,18.0,0.226983,3,,38.0,3.0,,,5.0,2.0,,,,1.0,,,2.0,,,,,,,0.2198,1.0,1.0,1.0,,2.0,,5.0,2.0,,2.0,0.3754,1.0,1.0,,,
11407444,home,Frosinone,Marvin Çuni,marvin-cuni,M. Çuni,F,90,188,299,M,946006,EUR,994723200,F,11,11,False,16.0,12.0,3.0,2.0,1.0,1.0,15.0,1.0,,,80.0,25.0,7.7,6.0,0.0581604,3,,11.0,,2.0,1.0,4.0,1.0,,,,1.0,,2.0,2.0,,,,,2.0,,0.1431,,,,,,,,,,1.0,0.4801,1.0,1.0,,,
11407444,home,Frosinone,Giuseppe Caso,giuseppe-caso,G. Caso,F,30,173,119,M,946985,EUR,913161600,F,10,10,True,4.0,4.0,,,,,4.0,,,,10.0,12.0,6.8,4.0,0.00684897,1,,4.0,,,,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,0.0202,,,,,,,3.0,1.0,,1.0,0.032,,,,,
11407444,home,Frosinone,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26876,M,954888,EUR,1011830400,F,9,9,True,3.0,2.0,,,2.0,2.0,1.0,,,,10.0,7.0,6.5,3.0,6.219e-05,0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,kaiojorge,,,,,,,
11407444,home,Frosinone,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,4,4,True,2.0,1.0,,,,1.0,2.0,,,,14.0,4.0,6.4,1.0,0.0323513,0,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11407444,home,Frosinone,Anthony Oyono,anthony-oyono,A. Oyono,D,20,179,394,M,1106257,EUR,987033600,D,22,22,True,,,,,,,,,,,9.0,1.0,6.5,,,0,,,,,,,,,,,,,,,Anthony Oyono,,1.0,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Pierluigi Frattali,pierluigi-frattali,P. Frattali,G,,185,25,M,43945,EUR,502243200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Simone Romagnoli,simone-romagnoli,S. Romagnoli,D,4,193,92,M,111487,EUR,634521600,D,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Mateus Lusuardi,mateus-lusuardi,M. Lusuardi,D,47,190,266,M,1525361,EUR,1073520000,D,47,47,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Mateus Lusuardi,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Karlo Lulić,karlo-lulic,K. Lulić,M,4,186,121,M,283851,EUR,831686400,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Jaime Báez,jaime-baez,J. Báez,M,28,178,206,M,796443,EUR,798768000,F,7,7,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Luca Garritano,luca-garritano,L. Garritano,M,10,172,67,M,280087,EUR,760924800,M,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Giorgi Kvernadze,kvernadze-giorgi,G. Kvernadze,F,17,183,783,M,1140001,EUR,1044576000,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Giorgi Kvernadze,,,,,,,,,,,,,,,,,,,,,,
11407444,home,Frosinone,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,70,70,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walo_98,,,,,,,
11407444,away,Empoli,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,99,99,False,36.0,27.0,15.0,6.0,23.0,26.0,10.0,11.0,2.0,3.0,90.0,48.0,6.7,9.0,0.00051214,0,-1.077,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
11407444,away,Empoli,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,False,20.0,14.0,1.0,1.0,8.0,11.0,10.0,5.0,,,90.0,38.0,6.7,10.0,0.00226224,0,,6.0,1.0,,,3.0,8.0,2.0,2.0,6.0,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,
11407444,away,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,50.0,39.0,8.0,3.0,32.0,35.0,15.0,5.0,,,90.0,64.0,6.8,11.0,0.00251186,0,,7.0,,,2.0,1.0,3.0,,1.0,1.0,,,1.0,,,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11407444,away,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,46.0,38.0,5.0,1.0,34.0,37.0,9.0,5.0,,,90.0,60.0,6.5,9.0,0.0017822,0,,4.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,9.0,,,,,,,,True,,,,,,,,,,,,
11407444,away,Empoli,Simone Bastoni,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,D,30,30,False,25.0,13.0,6.0,3.0,7.0,14.0,13.0,8.0,,,77.0,62.0,7.1,17.0,0.0105217,0,,6.0,2.0,1.0,1.0,5.0,8.0,3.0,5.0,7.0,2.0,,,2.0,,,4.0,,,5.0,,,,,,,,1.0,,,,,,,,,
11407444,away,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,21.0,15.0,3.0,2.0,6.0,9.0,13.0,,,,62.0,27.0,6.7,7.0,0.010923,0,,9.0,1.0,,1.0,,3.0,,,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
11407444,away,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,36.0,28.0,3.0,,20.0,22.0,14.0,8.0,,,77.0,44.0,6.8,8.0,0.00578816,0,,8.0,,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
11407444,away,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,840,M,1012179,EUR,1047772800,M,21,21,False,27.0,12.0,2.0,,6.0,8.0,19.0,6.0,,,90.0,49.0,6.8,19.0,0.0209504,2,,6.0,,4.0,2.0,10.0,9.0,4.0,,4.0,3.0,,1.0,1.0,,,2.0,1.0,,2.0,0.0887,,,2.0,,,,4.0,3.0,,,,,,,,
11407444,away,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,F,11,11,False,9.0,6.0,1.0,,3.0,4.0,7.0,3.0,,,62.0,15.0,6.4,5.0,0.00224881,2,,3.0,2.0,,2.0,1.0,3.0,,,,,,1.0,,,,,,1.0,,0.7892,,,1.0,,,,1.0,1.0,,,,,,,1.0,
11407444,away,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,9,9,False,11.0,11.0,,,6.0,6.0,5.0,1.0,,,90.0,16.0,7.4,2.0,0.00808868,2,,5.0,,3.0,1.0,3.0,2.0,,,,2.0,1.0,,1.0,,,,,1.0,,0.2976,,,,,,,,,,1.0,0.7439,1.0,1.0,,,
11407444,away,Empoli,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,20,20,False,6.0,1.0,1.0,,1.0,4.0,3.0,7.0,,,70.0,31.0,7.0,12.0,0.323748,1,,1.0,1.0,4.0,1.0,10.0,10.0,2.0,1.0,6.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,0.026,,1.0,,,2.0,1.0,4.0,2.0,,,,,,,,1.0
11407444,away,Empoli,Filippo Ranocchia,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,934238,EUR,989798400,M,22,22,True,15.0,11.0,3.0,1.0,4.0,4.0,12.0,,,,28.0,19.0,6.5,7.0,0.600221,0,,7.0,1.0,,1.0,4.0,2.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
11407444,away,Empoli,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,True,3.0,2.0,,,2.0,2.0,2.0,1.0,,,28.0,6.0,7.1,2.0,0.194801,1,,1.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,1.0,,0.0668,1.0,1.0,,,,,,,,,,,,,,1.0
11407444,away,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,6.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,,,20.0,10.0,6.4,2.0,0.0709195,0,,4.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
