match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltyFaced,stat_blockedScoringAttempt,stat_penaltyConceded,stat_errorLeadToAGoal
12528216,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196.0,4070,M,39573,EUR,604713600,G,34,34,False,True,9.0,9.0,1.0,1.0,0.0,8.0,8.0,1.0,1.0,4.0,1.0,1.0,90.0,13.0,7.0,8.962e-05,0,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170.0,1475,M,98199,EUR,731376000,D,2,2,False,,67.0,60.0,2.0,2.0,0.0,13.0,14.0,48.0,54.0,4.0,,,90.0,87.0,7.4,0.0806983,0,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187.0,5352,M,124737,EUR,659577600,D,3,3,False,,53.0,48.0,8.0,4.0,0.0,26.0,26.0,22.0,27.0,3.0,,,90.0,61.0,7.1,0.0305565,0,,,,1.0,2.0,,,,,6.0,,,,,6.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193.0,1725,M,792142,EUR,873763200,D,14,14,False,,72.0,69.0,6.0,5.0,0.0,29.0,29.0,40.0,43.0,,,,90.0,83.0,7.5,0.020344,1,,,,2.0,5.0,,,,,2.0,,2.0,2.0,,3.0,,2.0,3.0,,,1.0,1.0,1.0,0.1532,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179.0,10350,M,174975,EUR,752630400,D,26,26,False,,61.0,56.0,8.0,3.0,0.0,20.0,21.0,38.0,50.0,6.0,,,90.0,97.0,8.5,0.0462089,2,,10.0,2.0,2.0,10.0,,1.0,1.0,1.0,3.0,,2.0,2.0,1.0,14.0,,,4.0,,3.0,,1.0,1.0,0.0962,,,masuaku26,1.0,1.0,0.1221,,,,,,,,,
12528216,home,Beşiktaş JK,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189.0,2806,M,868958,EUR,828748800,M,28,28,False,,101.0,92.0,8.0,6.0,0.0,26.0,28.0,66.0,73.0,5.0,,,73.0,105.0,7.0,0.0479465,0,,,,8.0,3.0,2.0,,,,,2.0,1.0,1.0,5.0,10.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184.0,5232,M,862055,EUR,915840000,M,83,83,False,,45.0,42.0,1.0,1.0,0.0,12.0,13.0,30.0,32.0,1.0,,,90.0,60.0,8.2,0.0578649,2,,,,2.0,5.0,1.0,,,,,,3.0,3.0,,8.0,,1.0,1.0,5.0,1.0,,1.0,1.0,0.5012,,,gedson_83,1.0,,0.4351,1.0,,,,,,,,
12528216,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177.0,3712,M,800411,EUR,835920000,M,7,7,False,,24.0,20.0,5.0,1.0,0.0,2.0,2.0,20.0,29.0,6.0,,,89.0,41.0,6.9,0.243653,0,,7.0,2.0,7.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,11.0,3.0,,,,,,,,,,,MRashica,,,,,1.0,,,,,,,
12528216,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170.0,17005,M,252577,EUR,737596800,M,27,27,False,,54.0,47.0,1.0,1.0,0.0,12.0,12.0,36.0,45.0,5.0,,,89.0,70.0,7.8,0.390304,2,,3.0,1.0,3.0,6.0,1.0,,5.0,3.0,,1.0,1.0,,,12.0,1.0,,,1.0,2.0,,1.0,,0.107,,,Rafa_Silva,1.0,,0.0326,,,1.0,,,,,,
12528216,home,Beşiktaş JK,Ernest Muçi,ernest-muci,E. Muçi,M,10,180.0,5691,M,924670,EUR,984960000,M,23,23,False,,30.0,26.0,1.0,1.0,0.0,9.0,10.0,17.0,21.0,6.0,,,62.0,39.0,6.8,0.0137511,0,,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,8.0,,,,2.0,,,,,,,,ernest_muci,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185.0,14969,M,45923,EUR,635472000,F,17,17,False,,19.0,12.0,2.0,,0.0,4.0,5.0,8.0,15.0,1.0,,,73.0,26.0,7.1,0.0140042,2,,1.0,,2.0,1.0,,,1.0,1.0,2.0,,,,1.0,9.0,,1.0,,1.0,,,,,0.9244,,,ciroimmobile17,2.0,,0.991,1.0,,,,,,,,
12528216,home,Beşiktaş JK,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,9,178.0,11924,M,1142606,EUR,1124064000,F,9,9,True,,9.0,8.0,,,0.0,1.0,1.0,7.0,10.0,1.0,,,28.0,15.0,6.8,0.0405794,0,,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,5.0,2.0,,,1.0,,,,,,,,semihkilicsoy9,,,,,,1.0,,,,,,
12528216,home,Beşiktaş JK,Cher Ndour,ndour-cher,C. Ndour,M,27,190.0,2165,M,1114422,EUR,1090886400,M,73,73,True,,20.0,18.0,2.0,2.0,0.0,8.0,9.0,10.0,11.0,1.0,,,17.0,24.0,6.3,0.00741957,0,,,,4.0,1.0,1.0,,2.0,,,,,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Mustafa Hekimoğlu,mustafa-hekimoglu,M. Hekimoğlu,F,91,186.0,3037,M,1524303,EUR,1177200000,F,91,91,True,,3.0,1.0,,,0.0,,1.0,1.0,2.0,1.0,,,17.0,8.0,6.7,0.00042954,3,,,,,2.0,,,,,,,,,,3.0,,,2.0,1.0,1.0,1.0,,,0.373,Mustafa Hekimoglu,,,3.0,,0.9882,,,,,,,,,
12528216,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179.0,562,M,142494,EUR,766454400,D,4,4,True,,,,,,0.0,,,,,,,,1.0,1.0,,,0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188.0,2617,M,895009,EUR,971222400,D,53,53,True,,2.0,,2.0,,0.0,,,,2.0,,,,1.0,3.0,,,0,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195.0,1609,M,913656,EUR,978307200,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188.0,911,M,851909,EUR,945388800,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,B. Zaynutdinov,M,19,183.0,3645,M,887382,EUR,891475200,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182.0,1367,M,135695,EUR,757814400,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528216,home,Beşiktaş JK,Can Keleş,can-keles,C. Keleş,F,70,180.0,519,M,918408,EUR,999388800,F,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
