match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_lastManTackle
10434041,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4746,M,754330,EUR,828662400,G,1,1,False,True,28.0,13.0,20.0,6.0,8.0,10.0,5.0,18.0,9.0,3.0,3.0,1.0,1.0,90.0,35.0,7.6,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434041,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,376,M,44848,EUR,667094400,D,19,19,False,,28.0,26.0,1.0,1.0,16.0,17.0,11.0,13.0,2.0,,,,,90.0,41.0,6.8,5.0,0,,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10434041,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,54.0,49.0,5.0,3.0,37.0,40.0,12.0,14.0,3.0,,,,,90.0,60.0,7.1,6.0,0,,,,,1.0,1.0,2.0,1.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10434041,home,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,891,M,794838,EUR,674697600,D,13,13,False,,46.0,38.0,2.0,,32.0,36.0,6.0,10.0,4.0,,,,,90.0,54.0,7.0,10.0,3,,,,,1.0,5.0,4.0,6.0,,1.0,,3.0,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10434041,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4041,M,981483,EUR,962928000,D,18,18,False,,35.0,28.0,4.0,1.0,19.0,23.0,10.0,16.0,7.0,,,,,90.0,54.0,6.9,13.0,0,,,4.0,1.0,,,2.0,3.0,1.0,3.0,2.0,,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
10434041,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,966,M,136675,EUR,768873600,M,6,6,False,,59.0,51.0,3.0,2.0,27.0,28.0,24.0,31.0,11.0,,,,,90.0,69.0,7.0,10.0,0,,,,,1.0,,7.0,6.0,3.0,,3.0,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,
10434041,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1004,M,109779,EUR,635212800,M,7,7,False,,8.0,7.0,1.0,,,,7.0,9.0,3.0,,,,,44.0,13.0,6.9,2.0,1,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,
10434041,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,453,M,846087,EUR,950227200,M,34,34,False,,17.0,11.0,1.0,,6.0,7.0,5.0,11.0,3.0,,,,,45.0,21.0,6.7,7.0,1,,,1.0,,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
10434041,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2102,M,114076,EUR,741225600,M,11,11,False,,39.0,36.0,3.0,3.0,12.0,12.0,28.0,34.0,5.0,,,,,90.0,57.0,8.1,9.0,2,,,7.0,4.0,1.0,,7.0,3.0,2.0,,1.0,3.0,8.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,
10434041,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38874,M,295361,EUR,780969600,M,27,27,False,,19.0,16.0,,,6.0,6.0,10.0,14.0,4.0,,,,,89.0,39.0,6.7,9.0,7,,,1.0,,2.0,2.0,6.0,3.0,,,,1.0,2.0,2.0,,1.0,4.0,,1.0,,1.0,,,,2.0,mahmoudtrezeguet,1.0,1.0,4.0,,,,
10434041,home,Trabzonspor,Andreas Cornelius,andreas-cornelius,A. Cornelius,F,14,193,839,M,183483,EUR,732240000,F,14,14,False,,13.0,11.0,,,2.0,2.0,9.0,11.0,2.0,,,,,75.0,24.0,6.4,7.0,3,,,,,2.0,3.0,9.0,4.0,1.0,,1.0,3.0,,,,2.0,,,,,2.0,,,,1.0,,3.0,1.0,,,,,
