match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonTackle,stat_bigChanceMissed,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_hitWoodwork
11369892,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193.0,1240,M,10406,EUR,573609600,G,22,22,False,41.0,25.0,29.0,13.0,21.0,29.0,4.0,12.0,7.0,2.0,3.0,90.0,48.0,7.2,16.0,0.00163842,0,0.7376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369892,home,Club Brugge KV,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183.0,7500,M,973290,EUR,918432000,D,17,17,False,35.0,29.0,6.0,2.0,11.0,16.0,18.0,20.0,7.0,,,64.0,61.0,6.4,17.0,0.120969,0,,,,1.0,2.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369892,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188.0,4924,M,1187275,EUR,1082505600,D,4,4,False,17.0,10.0,4.0,2.0,9.0,15.0,1.0,2.0,4.0,,,45.0,26.0,6.8,10.0,0.00013866,0,,,,,2.0,1.0,3.0,,1.0,2.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11369892,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188.0,823,M,248331,EUR,728179200,D,44,44,False,56.0,38.0,16.0,7.0,33.0,44.0,5.0,12.0,5.0,,,90.0,79.0,7.5,18.0,0.00211325,1,,,,,9.0,5.0,12.0,,2.0,,,1.0,,,11.0,1.0,3.0,1.0,1.0,3.0,0.0202,,,,,,,,,,,,,
11369892,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190.0,695,M,1047509,EUR,1047945600,D,14,14,False,55.0,35.0,7.0,2.0,12.0,19.0,24.0,40.0,2.0,,,90.0,91.0,7.4,30.0,0.300453,2,,Bjorn Meijer,,4.0,4.0,4.0,5.0,1.0,2.0,1.0,,,1.0,1.0,2.0,,2.0,1.0,,,0.3735,1.0,1.0,2.0,0.1518,,,,,,,,,
11369892,home,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174.0,784,M,877236,EUR,951696000,M,10,10,False,47.0,33.0,9.0,6.0,19.0,26.0,14.0,23.0,11.0,,,90.0,71.0,7.6,19.0,0.0155958,1,,,,2.0,3.0,7.0,14.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,2.0,2.0,,9.0,0.0215,,,1.0,0.0353,7.0,,,,,,,,
11369892,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184.0,6213,M,1129862,EUR,987638400,M,15,15,False,38.0,25.0,8.0,3.0,15.0,23.0,10.0,15.0,10.0,,,64.0,45.0,6.6,14.0,0.00816131,0,,,,,,3.0,2.0,,1.0,1.0,,2.0,1.0,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,
11369892,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187.0,2523,M,888537,EUR,946425600,M,7,7,False,16.0,13.0,3.0,1.0,4.0,5.0,10.0,15.0,2.0,,,45.0,30.0,6.2,13.0,0.0248798,1,,,,4.0,,3.0,1.0,3.0,,2.0,,,,1.0,,,,,,,0.3589,1.0,1.0,1.0,0.8644,,1.0,,,,,,,
11369892,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194.0,2941,M,118085,EUR,714614400,M,20,20,False,54.0,47.0,5.0,5.0,18.0,19.0,29.0,35.0,7.0,,,90.0,73.0,6.8,12.0,0.0830475,1,,,,,6.0,14.0,9.0,5.0,2.0,,2.0,1.0,,1.0,,,7.0,1.0,,,0.0894,,1.0,,,,,True,1.0,,,,,
11369892,home,Club Brugge KV,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175.0,1060,M,328247,EUR,787536000,M,77,77,False,28.0,22.0,5.0,2.0,7.0,9.0,16.0,30.0,4.0,,,88.0,57.0,7.4,21.0,0.165952,1,,,,11.0,,6.0,8.0,8.0,,1.0,2.0,1.0,2.0,,,,1.0,,1.0,2.0,0.0193,1.0,4.0,,,1.0,,,,2.0,1.0,,,
