match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_errorLeadToAShot,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_wasFouled,stat_dispossessed,captain,stat_accurateCross,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_totalOffside
11391304,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,19.0,11.0,1.0,1.0,5.0,6.0,6.0,13.0,1.0,7.0,,,,,,76.0,42.0,7.4,16.0,0.0595971,3,,,3.0,9.0,9.0,1.0,2.0,1.0,6.0,1.0,2.0,6.0,,,,,,1.0,,0.4016,3.0,2.0,,,,1.0,1.0,1.0,2.0,,0.274,mostafamohamed11,1.0,1.0,,
11391304,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,True,34.0,24.0,7.0,1.0,9.0,13.0,15.0,21.0,5.0,3.0,,,,,,49.0,44.0,6.3,10.0,0.00446465,0,,,2.0,2.0,4.0,1.0,1.0,1.0,,,,,2.0,,,Nathan Zeze,,,,,1.0,,,,,,,,,,,,,,,
11391304,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,13.0,8.0,1.0,,1.0,2.0,7.0,13.0,,,,,,,,14.0,16.0,6.6,7.0,0.0658441,0,,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,12,12,True,14.0,13.0,,,3.0,3.0,12.0,14.0,,1.0,,,,,,14.0,24.0,6.6,6.0,0.132395,0,,3.0,,6.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,2.0,,2.0,,2.0,1.0,,,,,,,,,
11391304,home,Nantes,Bénie Traoré,benie-traore,B. Traore,M,11,172,1378,M,1099792,EUR,1038614400,F,77,77,True,7.0,6.0,,,1.0,1.0,5.0,6.0,,1.0,,,,,,12.0,10.0,6.7,2.0,0.0068079,0,,,,,1.0,,1.0,1.0,1.0,,,,,,,Benie Traore,,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,True,7.0,7.0,,,1.0,1.0,6.0,6.0,,1.0,,,,,,12.0,7.0,6.2,,0.0033939,0,,,,3.0,,,,,,1.0,,,2.0,,,Samuel,Moutoussamy,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Denis Petrić,denis-petric,D. Petrić,G,,186,72,M,20705,EUR,580435200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,home,Nantes,Stredair Appuah,appuah-stredair,S. Appuah,M,19,185,119,M,1405932,EUR,1088294400,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Stredair Appuah,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Anthony Lopes,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,29.0,21.0,10.0,3.0,20.0,22.0,1.0,7.0,,8.0,4.0,5.0,,,,90.0,40.0,7.5,8.0,0.00017152,0,0.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11391304,away,Olympique Lyonnais,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,98,98,False,51.0,45.0,4.0,2.0,18.0,21.0,27.0,32.0,1.0,8.0,,,,,,90.0,70.0,7.1,12.0,0.0496995,0,,2.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,
11391304,away,Olympique Lyonnais,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,57.0,48.0,6.0,5.0,30.0,34.0,18.0,23.0,3.0,5.0,,,,,,90.0,62.0,6.9,9.0,0.0120388,0,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,66.0,59.0,4.0,2.0,42.0,47.0,17.0,19.0,4.0,5.0,,,,,,90.0,78.0,7.2,8.0,0.0131125,0,,,9.0,2.0,10.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Nicolás Tagliafico,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,51.0,45.0,3.0,,23.0,25.0,24.0,29.0,3.0,3.0,,,,,,90.0,75.0,6.9,9.0,0.187178,2,,3.0,,6.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,,2.0,0.1901,2.0,1.0,,2.0,,,,,,,,tagliafico3,,,,
11391304,away,Olympique Lyonnais,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,58.0,53.0,7.0,7.0,15.0,15.0,39.0,45.0,1.0,7.0,,,,,,90.0,76.0,7.2,14.0,0.1986,0,,2.0,,6.0,5.0,,3.0,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,3.0,,1.0,,3.0,2.0,,,,,,,,,
11391304,away,Olympique Lyonnais,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,81.0,75.0,11.0,8.0,39.0,41.0,36.0,40.0,,13.0,,,,,,90.0,86.0,7.2,8.0,0.0592993,0,,,2.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,Mati,,,,
11391304,away,Olympique Lyonnais,Corentin Tolisso,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,32.0,28.0,,,12.0,12.0,17.0,23.0,,2.0,,,,,,60.0,47.0,6.8,9.0,0.125344,1,,3.0,1.0,4.0,5.0,,2.0,1.0,2.0,2.0,,2.0,,,,,,1.0,,0.0913,2.0,1.0,,1.0,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Ernest Nuamah,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,29.0,22.0,,,5.0,7.0,18.0,25.0,,3.0,,,,,,74.0,36.0,6.8,9.0,0.199015,1,,3.0,1.0,4.0,1.0,1.0,,,,3.0,1.0,1.0,,,,Ernest Nuamah,,,1.0,0.1416,,,,1.0,,,,,,,,nana_nuamah10,,,,
11391304,away,Olympique Lyonnais,Alexandre Lacazette,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,18.0,14.0,,,2.0,2.0,12.0,16.0,,,,,,,,86.0,31.0,7.5,7.0,0.0511947,5,,,,5.0,1.0,1.0,,,2.0,1.0,2.0,3.0,,,,,,2.0,1.0,0.8746,,1.0,True,,,1.0,1.0,1.0,2.0,1.0,1.3719,lacazettealex,,,,
11391304,away,Olympique Lyonnais,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,F,17,17,False,39.0,30.0,4.0,3.0,3.0,7.0,29.0,40.0,1.0,4.0,,,,,,86.0,66.0,8.6,20.0,0.797187,4,,8.0,,2.0,7.0,1.0,,,3.0,,5.0,1.0,,,,,,1.0,1.0,0.2107,1.0,1.0,,2.0,,6.0,6.0,,2.0,,0.2093,said_benrahma11,2.0,,,1.0
11391304,away,Olympique Lyonnais,Rayan Cherki,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,True,26.0,22.0,,,2.0,2.0,20.0,25.0,,5.0,,,,,,30.0,42.0,7.5,8.0,0.0726886,3,,1.0,,3.0,8.0,,,,,,,,,,,,,,,0.3887,2.0,2.0,,,,7.0,6.0,1.0,3.0,,0.5451,rayan_cherki,,,,
11391304,away,Olympique Lyonnais,Malick Fofana,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,F,11,11,True,9.0,8.0,1.0,1.0,3.0,3.0,5.0,7.0,1.0,1.0,,,,,,16.0,18.0,7.3,3.0,0.0219904,2,,1.0,,3.0,1.0,1.0,,,1.0,1.0,,2.0,,,,Malick Fofana,,,,0.2855,,,,,,1.0,1.0,1.0,2.0,1.0,0.615,,,,,
11391304,away,Olympique Lyonnais,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,True,7.0,7.0,1.0,1.0,1.0,1.0,6.0,6.0,,1.0,,,,,,12.0,9.0,7.3,,0.159583,0,,,,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,
11391304,away,Olympique Lyonnais,Gift Orban,gift-orban,G. Orban,F,16,178,5518,M,1217613,EUR,1026864000,F,9,9,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,1.0,,,,,,12.0,7.0,7.3,2.0,0.00524575,1,,,,2.0,1.0,,,,,,,1.0,,,,,,,,0.4663,1.0,,,,,1.0,,,1.0,1.0,0.902,giftorban,,,,
11391304,away,Olympique Lyonnais,Lucas Perri,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Clinton Mata,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Adryelson,adryelson,Adryelson,D,34,184,1082,M,795261,EUR,890611200,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Henrique,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Henrique,,,,,,,,,,,,,,,,,,,,
11391304,away,Olympique Lyonnais,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
