match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_hitWoodwork,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11391419,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,44.0,35.0,17.0,9.0,31.0,33.0,4.0,11.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,48.0,6.7,9.0,0.00712381,0,-0.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391419,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,53.0,48.0,7.0,5.0,27.0,29.0,22.0,25.0,1.0,3.0,,,,,90.0,58.0,6.4,6.0,0.22488,1,,chancel22,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0218,1.0,,,,,,,,,,,,,,,,,,,,,
11391419,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,55.0,46.0,2.0,,40.0,43.0,6.0,12.0,7.0,6.0,,,,,90.0,69.0,7.3,10.0,0.0027478,0,,,,,1.0,6.0,1.0,,,,,,,True,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11391419,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,79.0,68.0,8.0,6.0,52.0,57.0,16.0,22.0,5.0,9.0,,,,,90.0,92.0,7.0,12.0,0.00551831,1,,leobalerdi5,,,2.0,1.0,4.0,,1.0,1.0,1.0,0.088,,,,,2.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
11391419,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,M,62,62,False,44.0,36.0,,,12.0,14.0,24.0,31.0,6.0,3.0,,,,,90.0,62.0,7.7,15.0,0.118033,1,,,1.0,,2.0,3.0,4.0,,1.0,,1.0,0.3711,1.0,,,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,0.8818,,,,,,,
11391419,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,36.0,33.0,4.0,3.0,12.0,13.0,21.0,25.0,2.0,2.0,,,,,72.0,45.0,6.9,7.0,0.156993,2,,,2.0,,,,2.0,,,1.0,,0.0596,1.0,,1.0,,,2.0,2.0,,2.0,,,,,,,1.0,,,,,,
11391419,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,96544,EUR,729734400,M,19,19,False,65.0,60.0,6.0,4.0,38.0,39.0,22.0,26.0,5.0,10.0,1.0,,,,90.0,77.0,7.3,6.0,0.0404628,0,,,,,1.0,,4.0,1.0,,,2.0,,,,1.0,,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,
11391419,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,M,11,11,False,54.0,49.0,1.0,1.0,21.0,21.0,30.0,36.0,6.0,9.0,1.0,,,,87.0,72.0,8.1,9.0,0.472183,3,,amineharit,3.0,2.0,1.0,,3.0,1.0,2.0,1.0,,0.5186,1.0,,,,,3.0,1.0,1.0,1.0,2.0,,,2.0,1.0,0.8108,,,,,,,
11391419,home,Olympique de Marseille,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,M,12,12,False,41.0,37.0,2.0,1.0,28.0,30.0,12.0,21.0,5.0,6.0,1.0,,,,90.0,74.0,7.5,19.0,0.252455,0,,renan_lodi,10.0,3.0,,,5.0,,3.0,,2.0,,4.0,,1.0,,3.0,4.0,2.0,2.0,,,,2.0,,,,,,,,,,
11391419,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,False,20.0,15.0,1.0,,7.0,10.0,8.0,11.0,2.0,3.0,2.0,,,,72.0,31.0,6.7,8.0,0.196804,3,,Auba,1.0,,1.0,,4.0,1.0,,2.0,1.0,0.9972,2.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,,0.4234,,1.0,,,,,
