match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceMissed,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_hitWoodwork,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals
13537501,home,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2848,M,845291,EUR,896227200,G,13,13,False,31.0,30.0,3.0,2.0,0.0,30.0,31.0,1.0,5.0,2.0,1.0,90.0,37.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537501,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5511,M,906275,EUR,975456000,D,31,31,False,50.0,46.0,2.0,2.0,0.0,27.0,29.0,5.0,5.0,,,90.0,76.0,7.4,6.0,2,19.0,22.0,1.0,3.0,1.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
13537501,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5703,M,91046,EUR,697248000,D,6,6,False,64.0,60.0,1.0,1.0,0.0,43.0,44.0,4.0,4.0,,,90.0,75.0,6.6,4.0,1,17.0,20.0,,2.0,2.0,2.0,2.0,,,,1.0,1.0,,,,,,,,Stefandevrij,1.0,2.0,,,,,,,,,,,,
13537501,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15410,M,826188,EUR,923961600,D,95,95,False,71.0,62.0,6.0,3.0,0.0,33.0,35.0,1.0,2.0,,,90.0,82.0,6.7,11.0,0,30.0,38.0,2.0,1.0,1.0,2.0,4.0,,,,,1.0,3.0,1.0,,,,,,alessandrobastoni,,1.0,1.0,1.0,,,,,,,,,,
13537501,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3793,M,19352,EUR,628560000,M,36,36,False,31.0,26.0,2.0,1.0,0.0,9.0,10.0,1.0,2.0,,,83.0,45.0,6.7,10.0,1,18.0,24.0,3.0,2.0,1.0,2.0,3.0,,,1.0,,,2.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,
13537501,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21334,M,363856,EUR,855273600,M,23,23,False,36.0,32.0,4.0,3.0,0.0,16.0,16.0,,8.0,,,53.0,46.0,6.8,8.0,0,17.0,21.0,1.0,1.0,,6.0,3.0,,,,,,2.0,1.0,,1.0,1.0,,,nicolo_barella,,,1.0,1.0,,2.0,3.0,,,,,,,
13537501,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5946,M,996820,EUR,1015632000,M,21,21,False,50.0,44.0,8.0,3.0,0.0,31.0,31.0,,,,,53.0,58.0,7.0,9.0,0,13.0,22.0,3.0,1.0,,1.0,5.0,,,,,,4.0,4.0,,1.0,,,,KristjanAsllani,,,,,,1.0,,,,,,,,
13537501,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8726,M,37151,EUR,601344000,M,22,22,False,48.0,43.0,1.0,1.0,0.0,14.0,16.0,2.0,4.0,,,90.0,65.0,6.5,13.0,2,29.0,35.0,3.0,,,4.0,3.0,,,2.0,,,1.0,,4.0,2.0,,,,micki_taryan,,,,3.0,,,1.0,,,,,,,
13537501,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15782,M,284361,EUR,879120000,M,32,32,False,24.0,21.0,,,0.0,7.0,7.0,,1.0,,,53.0,32.0,6.9,6.0,1,15.0,20.0,3.0,,1.0,1.0,3.0,,,1.0,,,2.0,2.0,,,,,,dimarco32,,,1.0,1.0,1.0,,,1.0,,,,,,
13537501,home,Inter,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20222,M,812533,EUR,711417600,F,99,99,False,6.0,5.0,,,0.0,2.0,2.0,,1.0,,,54.0,10.0,6.5,4.0,0,3.0,4.0,,3.0,,4.0,,,,,,,,,3.0,,,,,mehditaremi9,,,,1.0,,1.0,,,,,,,,
