match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceMissed,stat_shotOffTarget,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_wasFouled,player_sofascoreId,stat_unsuccessfulTouch,stat_totalContest,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,captain,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded
13447488,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,377,M,610396,EUR,848102400,G,16,16,False,47.0,36.0,20.0,9.0,0.0,28.0,29.0,8.0,18.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,90.0,53.0,6.9,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13447488,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,D,37,37,False,87.0,81.0,6.0,4.0,0.0,33.0,34.0,50.0,59.0,,,6.0,,,,,90.0,109.0,7.3,12.0,0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13447488,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1605,M,1046960,EUR,1041292800,D,6,6,False,86.0,76.0,12.0,7.0,0.0,39.0,40.0,37.0,46.0,,2.0,5.0,,,,,90.0,105.0,7.3,10.0,3,,,1.0,5.0,3.0,,3.0,4.0,2.0,2.0,,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
13447488,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,68.0,63.0,11.0,9.0,0.0,32.0,33.0,31.0,35.0,,,2.0,,,,,45.0,77.0,7.0,6.0,1,,,,1.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,
13447488,home,PSV Eindhoven,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8793,M,825839,EUR,934761600,D,3,3,False,55.0,52.0,2.0,1.0,0.0,19.0,20.0,35.0,43.0,,,3.0,,,,,90.0,82.0,6.9,11.0,0,8.0,2.0,,2.0,4.0,,2.0,,3.0,1.0,1.0,1.0,,,1.0,,1.0,tyrellmalacia,1.0,,,,,,,,,,,,
13447488,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,61.0,57.0,,,0.0,24.0,26.0,33.0,35.0,,,7.0,,,,,88.0,74.0,7.0,6.0,0,,,2.0,4.0,2.0,1.0,1.0,3.0,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,
13447488,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2259,M,845798,EUR,882748800,M,20,20,False,28.0,21.0,,,0.0,9.0,9.0,12.0,20.0,,1.0,1.0,,,,,82.0,39.0,6.9,13.0,1,1.0,,3.0,3.0,4.0,1.0,,,1.0,1.0,2.0,,,,,,,,3.0,,2.0,1.0,,,,,,,,,
13447488,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3777,M,850816,EUR,911433600,M,23,23,False,82.0,68.0,8.0,5.0,0.0,25.0,29.0,46.0,59.0,,,8.0,,,,,90.0,99.0,7.3,18.0,3,6.0,3.0,,2.0,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,,1.0,,1.0,,,1.0,3.0,,,,,,,,
13447488,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6810,M,1088896,EUR,1050796800,F,11,11,False,13.0,11.0,,,0.0,3.0,3.0,8.0,13.0,,,2.0,,,,,45.0,29.0,6.6,9.0,2,3.0,,,5.0,2.0,,,,1.0,1.0,1.0,,,,2.0,,,johanbakayoko,1.0,3.0,1.0,,2.0,1.0,,,,,,,
13447488,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8550,M,40878,EUR,651715200,F,9,9,False,38.0,27.0,,,0.0,9.0,10.0,18.0,28.0,,3.0,4.0,,,,,90.0,50.0,7.6,14.0,6,,,10.0,6.0,11.0,,1.0,,,,2.0,5.0,1.0,,,,1.0,luukdejong9,2.0,1.0,,,2.0,,True,,,,,,
