match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_outfielderBlock,captain,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_fouls,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_accurateCross,stat_totalOffside
15002167,home,Salford City,Daniel Udoh,daniel-udoh,D. Udoh,F,23,188.0,138,M,836211,EUR,841363200.0,F,23,23,False,15.0,9.0,1.0,,0.0,2.0,2.0,7.0,13.0,5.0,,,,79.0,30.0,6.9,10.0,78.396679865188,10.0,29.085,10.29,,3,0.26,0.48,0.13,,,,,5.0,,,,2.0,2.0,0.06,8.0,11.0,,,,1.0,1.0,1.0,4.0,2.0,,,,3.0,2.0,,,1.0,1.0,,,,
15002167,home,Salford City,Matt Butcher,matt-butcher,M. Butcher,M,18,188.0,20,M,817575,EUR,863568000.0,M,18,18,True,3.0,2.0,2.0,1.0,0.0,,,2.0,3.0,,,,,11.0,4.0,6.7,1.0,5.5988221082653,1.0,-2.835,-2.835,,0,0.02,-0.02,0.18,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Fabio Borini,fabio-borini,F. Borini,F,16,180.0,487,M,89510,EUR,670204800.0,F,16,16,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,11.0,4.0,7.9,,33.429859766383,1.0,33.39,33.39,,2,0.14,0.19,0.13,,,,,,,,,,,0.59,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,
15002167,home,Salford City,Rosaire Longelo,rosaire-longelo,R. Longelo,M,45,183.0,34,M,970369,EUR,940377600.0,M,45,45,True,,,,,0.0,,,,,,,,,1.0,1.0,,,,,,,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
15002167,home,Salford City,Mark Howard,mark-howard,M. Howard,G,33,183.0,98,M,19344,EUR,527644800.0,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Tom Edwards,tom-edwards,T. Edwards,D,12,176.0,23,M,869936,EUR,916963200.0,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Ruben Butt,ruben-butt,R. Butt,D,34,,12,M,1992300,EUR,,F,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Ruben Butt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Marshall Heys,marshall-heys,M. Heys,M,,,6,M,1984099,EUR,1251331200.0,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Marshall Heys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Cole Stockton,cole-stockton,C. Stockton,F,9,185.0,84,M,218192,EUR,763516800.0,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,home,Salford City,Nicolás Siri,nicolas-siri,N. Siri,F,27,178.0,259,M,1067571,EUR,1082160000.0,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Killian Cahill,killian-cahill,K. Cahill,G,33,182.0,101,M,1092408,EUR,1067817600.0,G,33,33,False,36.0,23.0,16.0,3.0,0.0,22.0,24.0,1.0,12.0,8.0,5.0,2.0,2.0,90.0,48.0,6.8,13.0,55.916575504067,10.0,1.155,5.145,1.0979,0,0.06,-0.05,-0.92,0.63,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,
15002167,away,Leyton Orient,Michael Craig,michael-craig,M. Craig,D,14,179.0,51,M,1108936,EUR,1050451200.0,D,14,14,False,25.0,19.0,3.0,1.0,0.0,13.0,15.0,6.0,10.0,5.0,,,,59.0,48.0,6.5,15.0,69.743578173303,9.0,-7.77,7.98,,0,0.0,0.02,-0.18,,,,2.0,4.0,,1.0,2.0,2.0,1.0,,,2.0,,,1.0,2.0,,,,4.0,,,,,,,,,,,,,
15002167,away,Leyton Orient,Omar Beckles,omar-beckles,O. Beckles,D,39,191.0,25,M,96508,EUR,688348800.0,D,19,19,False,40.0,31.0,7.0,2.0,0.0,27.0,30.0,4.0,10.0,,,,,80.0,58.0,6.9,11.0,140.06255990194,15.0,-74.025,4.515,,0,0.04,0.03,-0.03,,,,3.0,6.0,,9.0,,3.0,2.0,,,2.0,2.0,True,,,,1.0,,2.0,,,1.0,,,,,,,,,,
15002167,away,Leyton Orient,Daniel Happe,daniel-happe,D. Happe,D,5,197.0,23,M,873830,EUR,906940800.0,D,5,5,False,61.0,49.0,10.0,4.0,0.0,37.0,40.0,12.0,21.0,4.0,,,,90.0,76.0,6.3,13.0,201.27640568377,26.0,31.5,23.73,,0,0.1,0.06,-0.47,,,,4.0,6.0,,8.0,1.0,2.0,,,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Jack Simpson,jack-simpson,J. Simpson,D,4,190.0,44,M,830250,EUR,852681600.0,D,4,4,False,60.0,53.0,8.0,5.0,0.0,37.0,39.0,16.0,21.0,4.0,,,,90.0,103.0,6.9,18.0,263.43629775659,31.0,-18.69,43.365,,0,0.23,0.08,-0.32,,,,4.0,9.0,,9.0,,3.0,2.0,,2.0,2.0,2.0,,4.0,,,,,2.0,2.0,,,,,,,,,,,1.0,
15002167,away,Leyton Orient,Sean Clare,sean-clare,S. Clare,M,28,190.0,37,M,833982,EUR,843004800.0,M,28,28,False,44.0,30.0,7.0,1.0,0.0,16.0,22.0,14.0,22.0,3.0,,,,90.0,57.0,6.2,18.0,71.117662132223,7.0,-42.21,0.735,,0,-0.08,0.12,-0.24,,,,4.0,7.0,,2.0,,3.0,2.0,,,6.0,1.0,,,1.0,,4.0,,3.0,,1.0,1.0,,,,,,,,,,
15002167,away,Leyton Orient,Azeem Abdulai,azeem-abdullah,A. Abdulai,M,22,183.0,82,M,1102362,EUR,1039392000.0,M,22,22,False,11.0,4.0,3.0,,0.0,2.0,5.0,2.0,6.0,4.0,,,,67.0,30.0,6.6,13.0,103.83397490189,6.0,1.785,33.705,,0,-0.09,0.27,-0.04,,,,,4.0,,3.0,1.0,1.0,,,,2.0,,,,2.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,,
15002167,away,Leyton Orient,Ollie O'Neill,oneill-ollie,O. O'Neill,M,7,185.0,106,M,1005708,EUR,1041984000.0,M,7,7,False,10.0,6.0,,,0.0,4.0,4.0,2.0,6.0,1.0,,,,59.0,16.0,6.1,8.0,6.6061483737515,2.0,-6.405,-2.835,,0,-0.09,0.01,-0.09,,,,,,,,2.0,,,,2.0,4.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,
15002167,away,Leyton Orient,Charlie Wellens,charlie-wellens,C. Wellens,M,25,175.0,81,M,1014468,EUR,1039046400.0,M,25,25,False,27.0,21.0,3.0,1.0,0.0,9.0,9.0,12.0,18.0,2.0,,,,90.0,43.0,6.5,10.0,54.579077527966,9.0,19.53,19.845,,2,0.02,0.16,-0.35,,,,1.0,7.0,,,,4.0,3.0,0.02,1.0,6.0,,,1.0,,,2.0,1.0,2.0,1.0,,3.0,1.0,2.0,,,,,,,,1.0
15002167,away,Leyton Orient,Aaron Connolly,aaron-connolly,A. Connolly,F,10,175.0,467,M,895579,EUR,949017600.0,M,10,10,False,30.0,21.0,5.0,3.0,0.0,8.0,10.0,13.0,20.0,7.0,,,,90.0,59.0,6.6,24.0,276.12469096138,24.0,-142.38,11.13,,4,0.16,0.4,-0.17,,,,,6.0,2.0,1.0,,2.0,1.0,-0.47,,6.0,,,4.0,5.0,,,3.0,5.0,2.0,2.0,,2.0,2.0,,,,,,,,1.0
15002167,away,Leyton Orient,Dominic Ballard,dominic-ballard,D. Ballard,F,32,178.0,455,M,1398557,EUR,1112313600.0,F,32,32,False,17.0,12.0,,,0.0,2.0,4.0,10.0,13.0,2.0,,,,90.0,36.0,6.1,15.0,126.87633629828,12.0,-54.39,20.055,,2,-0.48,0.34,-0.05,,,,,2.0,,,,1.0,1.0,-0.33,1.0,7.0,,,,5.0,,,,5.0,1.0,2.0,1.0,,2.0,,,,,,,,1.0
15002167,away,Leyton Orient,Tyreeq Bakinson,tyreeq-bakinson,T. Bakinson,M,15,185.0,31,M,839831,EUR,884217600.0,M,15,15,True,22.0,18.0,1.0,,0.0,9.0,9.0,9.0,13.0,2.0,,,,31.0,30.0,6.3,6.0,51.493835123378,7.0,-18.69,7.245,,3,0.01,0.04,-0.13,,,,,1.0,,2.0,,1.0,,0.01,,1.0,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,,,,
15002167,away,Leyton Orient,Alfie Lloyd,alfie-lloyd,A. Lloyd,F,19,180.0,54,M,1091181,EUR,1051660800.0,F,9,9,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,,,,,31.0,8.0,6.5,4.0,15.466556190966,2.0,-12.81,-5.355,,1,-0.04,0.14,0.0,,,,2.0,2.0,1.0,,,,,-0.27,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
15002167,away,Leyton Orient,Josh Koroma,josh-koroma,J. Koroma,F,17,178.0,132,M,836959,EUR,910483200.0,F,17,17,True,6.0,5.0,1.0,,0.0,1.0,1.0,4.0,5.0,,,,,23.0,9.0,6.7,2.0,49.289124886541,5.0,-31.5,6.615,,0,-0.05,0.18,0.0,,,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,2.0,,,1.0,,2.0,,,,,,,,,
15002167,away,Leyton Orient,Tayo Adaramola,tayo-adaramola,T. Adaramola,M,45,177.0,230,M,1005686,EUR,1068681600.0,D,3,3,True,10.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,,,,,10.0,14.0,6.2,,179.96893916901,7.0,-163.905,-3.99,,0,0.0,0.09,-0.36,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
15002167,away,Leyton Orient,Tommy Simkin,simkin-tommy,T. Simkin,G,25,190.0,110,M,1143932,EUR,1102464000.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Theodore Archibald,theodore-archibald,T. Archibald,M,44,180.0,36,M,855820,EUR,889056000.0,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Diallang Jaiyesimi,diallang-jaiyesimi,D. Jaiyesimi,M,7,181.0,35,M,893095,EUR,894412800.0,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Jack Moorhouse,jack-lee-moorhouse,J. Moorhouse,M,8,184.0,1197,M,1533758,EUR,1133222400.0,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Jack,Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002167,away,Leyton Orient,Zech Obiero,zech-obiero,Z. Obiero,M,32,170.0,105,M,1133503,EUR,1138320000.0,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Zech Obiero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
