match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_keyPass,captain,stat_wonTackle,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
11877064,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5014,M,deanhenderson,788134,EUR,858124800,G,30,30,False,31.0,24.0,11.0,4.0,22.0,22.0,2.0,9.0,2.0,9.0,3.0,3.0,1.0,90.0,45.0,7.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11877064,home,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,679,M,,43215,EUR,670809600,D,17,17,False,30.0,18.0,6.0,1.0,11.0,19.0,7.0,11.0,2.0,3.0,,,,85.0,43.0,6.6,14.0,0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11877064,home,Crystal Palace,Joachim Andersen,,,joachim-andersen,J. Andersen,D,5,190,2370,M,,362682,EUR,833500800,D,16,16,False,71.0,61.0,17.0,10.0,35.0,38.0,27.0,34.0,7.0,4.0,,,,90.0,88.0,7.9,10.0,0,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11877064,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,24476,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,95.0,77.0,16.0,7.0,52.0,58.0,25.0,37.0,4.0,9.0,,,,90.0,105.0,7.2,19.0,0,3.0,4.0,3.0,7.0,1.0,2.0,,,,,,1.0,,True,,,,,,,,,,,
11877064,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,D,3,3,False,44.0,30.0,4.0,1.0,12.0,16.0,18.0,30.0,3.0,3.0,,,,90.0,75.0,7.3,22.0,0,,1.0,,3.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,
11877064,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55955,M,eze,864921,EUR,899078400,M,10,10,False,35.0,29.0,,,14.0,17.0,18.0,27.0,1.0,5.0,,,,90.0,58.0,7.1,19.0,4,1.0,1.0,4.0,2.0,5.0,1.0,9.0,3.0,,,,,2.0,,,2.0,1.0,2.0,1.0,2.0,,,,,
11877064,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2016,M,,931844,EUR,954201600,M,26,26,False,38.0,31.0,2.0,1.0,21.0,25.0,10.0,13.0,2.0,4.0,,,,90.0,46.0,7.0,7.0,0,6.0,3.0,6.0,4.0,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,
11877064,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5420,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,35.0,32.0,4.0,4.0,13.0,14.0,19.0,21.0,1.0,6.0,,,,84.0,49.0,7.3,7.0,2,1.0,,4.0,3.0,2.0,1.0,,,1.0,,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,
11877064,home,Crystal Palace,Matheus França,Matheus França,,matheus-franca,Matheus França,F,9,184,3705,M,,1116593,EUR,1080777600,F,11,11,False,15.0,9.0,1.0,1.0,5.0,5.0,4.0,10.0,,3.0,,,,71.0,28.0,6.9,11.0,1,2.0,1.0,5.0,6.0,3.0,3.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,
11877064,home,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192,9407,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,13.0,9.0,,,4.0,4.0,6.0,10.0,2.0,,,,,90.0,26.0,7.1,6.0,1,3.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,,,,,2.0,,,2.0,,,1.0,,,2.0,,,
