match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,playerName,reason,rescinded,player_id,player_name
10670583,FT,5.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
10670583,,,,,86,,,5,,,substitution,121389571.0,True,False,injury,,,,,
10670583,,,,,81,,,10,,,substitution,121389528.0,False,True,regular,,,,,
10670583,,,,,78,,,13,,,card,120510175.0,,False,yellow,Florian Flick,Foul,False,944288.0,Florian Flick
10670583,,,,,73,,,18,,,card,120510158.0,,False,yellow,Jordan Larsson,Foul,False,578380.0,Jordan Larsson
10670583,,5.0,1.0,,69,,,22,,,goal,166804232.0,,False,regular,,,,88494.0,Dominick Drexler
10670583,,,,,66,,,25,,,substitution,121389418.0,False,True,regular,,,,,
10670583,,,,,66,,,25,,,substitution,121389419.0,False,True,regular,,,,,
10670583,,5.0,0.0,,63,,,28,,,goal,166804198.0,,True,regular,,,,109296.0,Pavel Kadeřábek
10670583,,,,,60,,,31,,,substitution,121389366.0,False,False,regular,,,,,
10670583,,,,,60,,,31,,,substitution,121389364.0,False,False,regular,,,,,
10670583,,,,,60,,,31,,,substitution,121389365.0,False,False,regular,,,,,
10670583,,,,,54,,,37,,,substitution,121389333.0,False,True,regular,,,,,
10670583,,,,,54,,,37,,,substitution,121389332.0,False,True,regular,,,,,
10670583,,4.0,0.0,,51,,,40,,,goal,166804091.0,,True,regular,,,,857740.0,Ozan Kabak
10670583,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
10670583,,3.0,0.0,,43,,,3,,,goal,166803825.0,,True,regular,,,,114379.0,Munas Dabbur
10670583,,,,,41,,,5,,,card,120510028.0,,False,yellow,Henning Matriciani,Foul,False,962577.0,Henning Matriciani
10670583,,,,,40,,,6,,,substitution,121389111.0,False,False,regular,,,,,
10670583,,2.0,0.0,,16,,,30,,,goal,166803485.0,,True,regular,,,,848355.0,Angeliño
10670583,,1.0,0.0,,5,,,41,,,goal,166803344.0,,True,regular,,,,114379.0,Munas Dabbur
