match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_errorLeadToAShot,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_hitWoodwork,captain,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed
10408329,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,38.0,26.0,20.0,9.0,20.0,25.0,6.0,13.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,41.0,6.3,12.0,0.0,0.0,0.0010534,0,-0.4692,,,,,,,,,,,,,,,,,,,,,,,,,
10408329,home,Sevilla,Tanguy Nianzou,,,tanguy-nianzou,T. Nianzou,D,5,192,1231,M,,1003007,EUR,1023408000,D,14,14,False,63.0,52.0,6.0,3.0,24.0,30.0,28.0,33.0,4.0,6.0,,,,9.0,,,,,90.0,73.0,6.4,12.0,0.0,0.0,0.0176657,0,,1.0,5.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10408329,home,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183,1112,M,,41837,EUR,554169600,D,20,20,False,68.0,64.0,3.0,1.0,41.0,42.0,23.0,26.0,6.0,2.0,1.0,,,3.0,,,,,90.0,81.0,6.8,7.0,0.0,0.0,0.0238297,0,,1.0,,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408329,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,,68332,EUR,690249600,D,6,6,False,78.0,71.0,4.0,2.0,40.0,43.0,31.0,35.0,2.0,6.0,1.0,,,8.0,,,,,90.0,95.0,7.4,7.0,0.0724,0.0,0.0160471,1,,1.0,3.0,,4.0,1.0,,,2.0,3.0,1.0,,,1.0,2.0,,,,,,,,,,,
10408329,home,Sevilla,Joan Jordán,,,joan-jordan,J. Jordán,M,8,184,752,M,,591750,EUR,773452800,M,8,8,False,76.0,71.0,6.0,5.0,22.0,23.0,49.0,53.0,3.0,3.0,1.0,1.0,1.0,12.0,,,,,90.0,84.0,7.1,6.0,0.0469,0.3593,0.0384068,1,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
10408329,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,,11869,EUR,501379200,M,16,16,False,53.0,43.0,9.0,3.0,14.0,17.0,30.0,43.0,1.0,5.0,,,,5.0,,,,,90.0,81.0,7.0,17.0,0.1222,0.0,0.312947,0,,1.0,1.0,,3.0,,,,,,,,3.0,,4.0,,,True,7.0,1.0,2.0,,,,,
10408329,home,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,,231776,EUR,784425600,M,21,21,False,41.0,31.0,5.0,3.0,6.0,8.0,27.0,43.0,3.0,7.0,1.0,2.0,1.0,3.0,,,,,81.0,66.0,7.8,21.0,0.0336,0.0,0.186166,1,,1.0,,,,3.0,,,,,1.0,,1.0,1.0,3.0,,,,10.0,2.0,,1.0,1.0,,,
10408329,home,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184,13189,M,ivan_rakitic,7635,EUR,573955200,M,10,10,False,42.0,37.0,3.0,3.0,17.0,18.0,22.0,27.0,4.0,1.0,,2.0,1.0,10.0,,,,,73.0,53.0,7.1,11.0,0.0,0.0,0.185965,0,,,,1.0,,,,2.0,,1.0,,2.0,2.0,,,,,,3.0,2.0,,1.0,,,,
10408329,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,M,19,19,False,29.0,21.0,5.0,1.0,10.0,10.0,11.0,24.0,3.0,6.0,1.0,3.0,1.0,8.0,,,,,90.0,50.0,7.2,18.0,0.1322,0.7646,0.0595714,1,,,2.0,,2.0,,,,,,,2.0,,,3.0,1.0,,,5.0,,,,,1.0,,
10408329,home,Sevilla,Erik Lamela,,,erik-lamela,E. Lamela,M,,183,2389,M,,122702,EUR,699667200,F,17,17,False,25.0,17.0,,,8.0,12.0,10.0,15.0,9.0,6.0,,5.0,3.0,2.0,,,,,73.0,40.0,6.8,14.0,0.0269,0.3514,0.0393693,1,,3.0,1.0,,,1.0,,4.0,,,,2.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,
